,term,crn,catalog_id,section,credits,title,meetings,timecodes,primary_instructor,cap,act,rem
4680,Fall2017,71378,BU 0211,03,3.000,Legal Environment of Business,"[{'days': 'W', 'times': '0800am-1030am', 'dates': '09/05-12/11', 'location': 'DSB 109'}]",['W 0800am-1030am 09/05-12/11 DSB 109'],Jennifer M. F.  Hillgen-Santa,25,25,0
4681,Fall2017,71666,BU 0211,04,3.000,Legal Environment of Business,"[{'days': 'MR', 'times': '1100am-1215pm', 'dates': '09/05-12/11', 'location': 'DSB 106'}]",['MR 1100am-1215pm 09/05-12/11 DSB 106'],Debra M.  Strauss,25,25,0
4682,Fall2017,71930,BU 0211,05,3.000,Legal Environment of Business,"[{'days': 'MR', 'times': '1230pm-0145pm', 'dates': '09/05-12/11', 'location': 'DSB 106'}]",['MR 1230pm-0145pm 09/05-12/11 DSB 106'],Debra M.  Strauss,25,25,0
4683,Fall2017,72209,BU 0211,06,3.000,Legal Environment of Business,"[{'days': 'MW', 'times': '0500pm-0615pm', 'dates': '09/05-12/11', 'location': 'DSB 104'}]",['MW 0500pm-0615pm 09/05-12/11 DSB 104'],Carlos E.  Pena,25,26,-1
4684,Fall2017,72332,BU 0211,07,3.000,Legal Environment of Business,"[{'days': 'MW', 'times': '0630pm-0745pm', 'dates': '09/05-12/11', 'location': 'DSB 104'}]",['MW 0630pm-0745pm 09/05-12/11 DSB 104'],Carlos E.  Pena,25,28,-3
4685,Fall2017,71190,BU 0320,01,3.000,Employment Law and Discrimination in the Workplace,"[{'days': 'T', 'times': '0630pm-0900pm', 'dates': '09/05-12/11', 'location': 'DSB 106'}]",['T 0630pm-0900pm 09/05-12/11 DSB 106'],Sharlene A.  McEvoy,25,12,13
4686,Fall2017,72264,BB 0115,01M,0.000,SHRM Learning Systems: Members,"[{'days': 'T', 'times': '0630pm-0930pm', 'dates': '09/12-11/28', 'location': 'DSB 2109A'}]",['T 0630pm-0930pm 09/12-11/28 DSB 2109A'],Raymond T.  Lamanna,20,8,12
4687,Fall2017,72265,BB 0115,01N,0.000,SHRM Learning Systems,"[{'days': 'T', 'times': '0630pm-0930pm', 'dates': '09/12-11/28', 'location': 'DSB 2109A'}]",['T 0630pm-0930pm 09/12-11/28 DSB 2109A'],Raymond T.  Lamanna,20,2,18
4688,Fall2017,72266,BB 0121,01,0.000,SHRM Essentials of Human Resource Management,"[{'days': 'F', 'times': '0900am-0400pm', 'dates': '11/10-11/17', 'location': 'BNW 129B'}]",['F 0900am-0400pm 11/10-11/17 BNW 129B'],Raymond T.  Lamanna,15,6,9
4689,Fall2017,72267,BB 0130,01,0.000,Fundamentals and Principles of Personal Financial Planning,"[{'days': 'T', 'times': '0630pm-1000pm', 'dates': '09/05-12/14', 'location': 'CNS 208'}]",['T 0630pm-1000pm 09/05-12/14 CNS 208'],Craig L.  Cerone,15,7,8
4690,Fall2017,72269,BB 0134,01,0.000,Investment Planning,"[{'days': 'W', 'times': '0630pm-1000pm', 'dates': '10/04-12/13', 'location': 'CNS 208'}]",['W 0630pm-1000pm 10/04-12/13 CNS 208'],Paul A.  Rivera,10,7,3
4691,Fall2017,72270,BB 0136,01,0.000,Federal Income and Property Taxation,"[{'days': 'M', 'times': '0630pm-1000pm', 'dates': '10/02-12/11', 'location': 'DMH 131'}]",['M 0630pm-1000pm 10/02-12/11 DMH 131'],Paul A.  Rivera,15,5,10
4692,Fall2017,72272,BB 0139,02,0.000,CFP Capstone Course,"[{'days': 'S', 'times': '0900am-0500pm', 'dates': '11/04-12/16', 'location': 'DSB 2109A'}]",['S 0900am-0500pm 11/04-12/16 DSB 2109A'],Paul A.  Rivera,15,3,12
4693,Fall2017,72751,CH 0007,01,3.000,Introduction to Forensic Science,"[{'days': 'W', 'times': '0200pm-0430pm', 'dates': '09/05-12/11', 'location': 'BNW 332'}]",['W 0200pm-0430pm 09/05-12/11 BNW 332'],Amanda S.  Harper-Leatherman,20,20,0
4694,Fall2017,72334,CH 0033,01,3.000,Chemistry of Nutrition,"[{'days': 'TF', 'times': '0330pm-0445pm', 'dates': '09/05-12/11', 'location': 'BNW 332'}]",['TF 0330pm-0445pm 09/05-12/11 BNW 332'],Jon J.  Harper,24,24,0
4695,Fall2017,72191,CH 0076,01,3.000,Environmental Science,"[{'days': 'MR', 'times': '0200pm-0315pm', 'dates': '09/05-12/11', 'location': 'BNW 341'}]",['MR 0200pm-0315pm 09/05-12/11 BNW 341'],James E.  Biardi,12,12,0
4696,Fall2017,72752,CH 0076,02,3.000,Environmental Science,"[{'days': 'MR', 'times': '0330pm-0445pm', 'dates': '09/05-12/11', 'location': 'BNW 332'}]",['MR 0330pm-0445pm 09/05-12/11 BNW 332'],James E.  Biardi,12,13,-1
4697,Fall2017,71251,CH 0084,01,3.000,General Chemistry for Health Science,"[{'days': 'TF', 'times': '0200pm-0315pm', 'dates': '09/05-12/11', 'location': 'BNW 254A'}]",['TF 0200pm-0315pm 09/05-12/11 BNW 254A'],Eileen   Reilly-Wiedow,40,35,5
4698,Fall2017,72753,CH 0084,02,3.000,General Chemistry for Health Science,"[{'days': 'TF', 'times': '0930am-1045am', 'dates': '09/05-12/11', 'location': 'BNW 254'}]",['TF 0930am-1045am 09/05-12/11 BNW 254'],Eileen   Reilly-Wiedow,40,33,7
4699,Fall2017,71466,CH 0084L,01,1.000,General Chemistry for Health Science Lab,"[{'days': 'M', 'times': '0900am-1150am', 'dates': '09/05-12/11', 'location': 'BNW 362'}]",['M 0900am-1150am 09/05-12/11 BNW 362'],Edmond J.  O'Connell,16,14,2
4700,Fall2017,71467,CH 0084L,02,1.000,General Chemistry for Health Science Lab,"[{'days': 'T', 'times': '0900am-1150am', 'dates': '09/05-12/11', 'location': 'BNW 362'}]",['T 0900am-1150am 09/05-12/11 BNW 362'],Donald J.  Wolanin,16,14,2
4701,Fall2017,71468,CH 0084L,03,1.000,General Chemistry for Health Science Lab,"[{'days': 'W', 'times': '0900am-1150am', 'dates': '09/05-12/11', 'location': 'BNW 362'}]",['W 0900am-1150am 09/05-12/11 BNW 362'],Eileen   Reilly-Wiedow,16,14,2
4702,Fall2017,71890,CH 0084L,04,1.000,General Chemistry for Health Science Lab,"[{'days': 'R', 'times': '0900am-1150am', 'dates': '09/05-12/11', 'location': 'BNW 362'}]",['R 0900am-1150am 09/05-12/11 BNW 362'],Edmond J.  O'Connell,16,14,2
4703,Fall2017,72541,CH 0084L,05,1.000,General Chemistry for Health Science Lab,"[{'days': 'R', 'times': '0100pm-0350pm', 'dates': '09/05-12/11', 'location': 'BNW 362'}]",['R 0100pm-0350pm 09/05-12/11 BNW 362'],Eileen   Reilly-Wiedow,16,14,2
4704,Fall2017,71465,CH 0085,01,3.000,"Chemistry, Energy, and the Environment","[{'days': 'MR', 'times': '0200pm-0315pm', 'dates': '09/05-12/11', 'location': 'BNW 332'}]",['MR 0200pm-0315pm 09/05-12/11 BNW 332'],Lawrence Kraig  Steffen,24,23,1
4705,Fall2017,71368,CH 0086,01,3.000,Chemistry and Art,"[{'days': 'TR', 'times': '0500pm-0615pm', 'dates': '09/05-12/11', 'location': 'BNW 332'}]",['TR 0500pm-0615pm 09/05-12/11 BNW 332'],Dorothy   Sobczynski,20,19,1
4706,Fall2017,72754,CH 0087,01,3.000,Molecules of Life,"[{'days': 'TF', 'times': '0200pm-0315pm', 'dates': '09/05-12/11', 'location': 'BNW 332'}]",['TF 0200pm-0315pm 09/05-12/11 BNW 332'],Jon J.  Harper,24,23,1
4707,Fall2017,71475,CH 0111,01,3.000,General Chemistry I,"[{'days': 'TF', 'times': '1100am-1215pm', 'dates': '09/05-12/11', 'location': 'BNW 340'}, {'days': 'W', 'times': '1100am-1150am', 'dates': '09/05-12/11', 'location': 'BNW 340'}]","['TF 1100am-1215pm 09/05-12/11 BNW 340', 'W 1100am-1150am 09/05-12/11 BNW 340']",Gary H.  Weddle,37,28,9
4708,Fall2017,71476,CH 0111,02,3.000,General Chemistry I,"[{'days': 'MR', 'times': '0930am-1045am', 'dates': '09/05-12/11', 'location': 'BNW 254'}, {'days': 'W', 'times': '0900am-0950am', 'dates': '09/05-12/11', 'location': 'BNW 254'}]","['MR 0930am-1045am 09/05-12/11 BNW 254', 'W 0900am-0950am 09/05-12/11 BNW 254']",John R.  Miecznikowski,37,32,5
4709,Fall2017,71477,CH 0111,03,3.000,General Chemistry I,"[{'days': 'TF', 'times': '0930am-1045am', 'dates': '09/05-12/11', 'location': 'BNW 340'}, {'days': 'W', 'times': '0900am-0950am', 'dates': '09/05-12/11', 'location': 'BNW 340'}]","['TF 0930am-1045am 09/05-12/11 BNW 340', 'W 0900am-0950am 09/05-12/11 BNW 340']",Gary H.  Weddle,37,34,3
4710,Fall2017,71563,CH 0111,04,3.000,General Chemistry I,"[{'days': 'MR', 'times': '1100am-1215pm', 'dates': '09/05-12/11', 'location': 'BNW 340'}, {'days': 'W', 'times': '1000am-1050am', 'dates': '09/05-12/11', 'location': 'BNW 340'}]","['MR 1100am-1215pm 09/05-12/11 BNW 340', 'W 1000am-1050am 09/05-12/11 BNW 340']",Robert G.  Fischer,37,27,10
4711,Fall2017,72526,CH 0111,05,3.000,General Chemistry I,"[{'days': 'MR', 'times': '1100am-1215pm', 'dates': '09/05-12/11', 'location': 'BNW 335'}, {'days': 'W', 'times': '1000am-1050am', 'dates': '09/05-12/11', 'location': 'BNW 335'}]","['MR 1100am-1215pm 09/05-12/11 BNW 335', 'W 1000am-1050am 09/05-12/11 BNW 335']",Matthew A.  Kubasik,37,32,5
4712,Fall2017,71455,CH 0111L,01,1.000,General Chemistry I Lab,"[{'days': 'M', 'times': '1230pm-0320pm', 'dates': '09/05-12/11', 'location': 'BNW 361'}]",['M 1230pm-0320pm 09/05-12/11 BNW 361'],Robert G.  Fischer,15,14,1
4713,Fall2017,71456,CH 0111L,02,1.000,General Chemistry I Lab,"[{'days': 'M', 'times': '0500pm-0750pm', 'dates': '09/05-12/11', 'location': 'BNW 361'}]",['M 0500pm-0750pm 09/05-12/11 BNW 361'],Omari   Ansong,15,12,3
4714,Fall2017,71457,CH 0111L,03,1.000,General Chemistry I Lab,"[{'days': 'T', 'times': '1230pm-0320pm', 'dates': '09/05-12/11', 'location': 'BNW 361'}]",['T 1230pm-0320pm 09/05-12/11 BNW 361'],Amanda S.  Harper-Leatherman,15,14,1
4715,Fall2017,71458,CH 0111L,04,1.000,General Chemistry I Lab,"[{'days': 'T', 'times': '0500pm-0750pm', 'dates': '09/05-12/11', 'location': 'BNW 361'}]",['T 0500pm-0750pm 09/05-12/11 BNW 361'],Sharon A.  Fischer,15,11,4
4716,Fall2017,71459,CH 0111L,05,1.000,General Chemistry I Lab,"[{'days': 'W', 'times': '0100pm-0350pm', 'dates': '09/05-12/11', 'location': 'BNW 361'}]",['W 0100pm-0350pm 09/05-12/11 BNW 361'],Gary H.  Weddle,15,15,0
4717,Fall2017,71460,CH 0111L,06,1.000,General Chemistry I Lab,"[{'days': 'W', 'times': '0500pm-0750pm', 'dates': '09/05-12/11', 'location': 'BNW 361'}]",['W 0500pm-0750pm 09/05-12/11 BNW 361'],Sharon A.  Fischer,15,16,-1
4718,Fall2017,71461,CH 0111L,07,1.000,General Chemistry I Lab,"[{'days': 'R', 'times': '1230pm-0320pm', 'dates': '09/05-12/11', 'location': 'BNW 361'}]",['R 1230pm-0320pm 09/05-12/11 BNW 361'],Jon J.  Harper,16,12,4
4719,Fall2017,71462,CH 0111L,08,1.000,General Chemistry I Lab,"[{'days': 'R', 'times': '0500pm-0750pm', 'dates': '09/05-12/11', 'location': 'BNW 361'}]",['R 0500pm-0750pm 09/05-12/11 BNW 361'],Flavio C.  Tinoco,15,14,1
4720,Fall2017,71463,CH 0111L,09,1.000,General Chemistry I Lab,"[{'days': 'F', 'times': '1230pm-0320pm', 'dates': '09/05-12/11', 'location': 'BNW 361'}]",['F 1230pm-0320pm 09/05-12/11 BNW 361'],Sangamithra   Chintapalli,15,11,4
4721,Fall2017,71464,CH 0111L,10,1.000,General Chemistry I Lab,"[{'days': 'M', 'times': '0500pm-0750pm', 'dates': '09/05-12/11', 'location': 'BNW 362'}]",['M 0500pm-0750pm 09/05-12/11 BNW 362'],Flavio C.  Tinoco,15,10,5
4722,Fall2017,72547,CH 0111L,11,1.000,General Chemistry I Lab,"[{'days': 'T', 'times': '0500pm-0750pm', 'dates': '09/05-12/11', 'location': 'BNW 362'}]",['T 0500pm-0750pm 09/05-12/11 BNW 362'],Olivier J.  Nicaise,15,12,3
4723,Fall2017,72548,CH 0111L,12,1.000,General Chemistry I Lab,"[{'days': 'W', 'times': '0500pm-0750pm', 'dates': '09/05-12/11', 'location': 'BNW 362'}]",['W 0500pm-0750pm 09/05-12/11 BNW 362'],Donald J.  Wolanin,15,13,2
4724,Fall2017,71049,CH 0211,01,3.000,Organic Chemistry I,"[{'days': 'MR', 'times': '0800am-0915am', 'dates': '09/05-12/11', 'location': 'BNW 124'}, {'days': 'W', 'times': '0800am-0850am', 'dates': '09/05-12/11', 'location': 'BNW 124'}]","['MR 0800am-0915am 09/05-12/11 BNW 124', 'W 0800am-0850am 09/05-12/11 BNW 124']",Lawrence Kraig  Steffen,25,20,5
4725,Fall2017,71050,CH 0211,02,3.000,Organic Chemistry I,"[{'days': 'TF', 'times': '0930am-1045am', 'dates': '09/05-12/11', 'location': 'BNW 335'}, {'days': 'W', 'times': '0900am-0950am', 'dates': '09/05-12/11', 'location': 'BNW 335'}]","['TF 0930am-1045am 09/05-12/11 BNW 335', 'W 0900am-0950am 09/05-12/11 BNW 335']",Edmond J.  O'Connell,25,23,2
4726,Fall2017,71377,CH 0211,03,3.000,Organic Chemistry I,"[{'days': 'MR', 'times': '0930am-1045am', 'dates': '09/05-12/11', 'location': 'NHS 405'}, {'days': 'W', 'times': '0900am-0950am', 'dates': '09/05-12/11', 'location': 'NHS 405'}]","['MR 0930am-1045am 09/05-12/11 NHS 405', 'W 0900am-0950am 09/05-12/11 NHS 405']",Aaron R.  Van Dyke,25,25,0
4727,Fall2017,71469,CH 0211L,01,1.000,Organic Chemistry I Lab,"[{'days': 'M', 'times': '1230pm-0430pm', 'dates': '09/05-12/11', 'location': 'BNW 339'}]",['M 1230pm-0430pm 09/05-12/11 BNW 339'],Joan   Lloyd,14,16,-2
4728,Fall2017,71470,CH 0211L,02,1.000,Organic Chemistry I Lab,"[{'days': 'T', 'times': '1230pm-0430pm', 'dates': '09/05-12/11', 'location': 'BNW 339'}]",['T 1230pm-0430pm 09/05-12/11 BNW 339'],Peter J.  Schirmann,14,13,1
4729,Fall2017,71471,CH 0211L,03,1.000,Organic Chemistry I Lab,"[{'days': 'W', 'times': '0100pm-0455pm', 'dates': '09/05-12/11', 'location': 'BNW 339'}]",['W 0100pm-0455pm 09/05-12/11 BNW 339'],Joan   Lloyd,14,14,0
4730,Fall2017,71472,CH 0211L,04,1.000,Organic Chemistry I Lab,"[{'days': 'R', 'times': '0500pm-0850pm', 'dates': '09/05-12/11', 'location': 'BNW 339'}]",['R 0500pm-0850pm 09/05-12/11 BNW 339'],Peter J.  Schirmann,14,14,0
4731,Fall2017,71473,CH 0211L,05,1.000,Organic Chemistry I Lab,"[{'days': 'F', 'times': '1230pm-0430pm', 'dates': '09/05-12/11', 'location': 'BNW 339'}]",['F 1230pm-0430pm 09/05-12/11 BNW 339'],Lawrence Kraig  Steffen,14,13,1
4732,Fall2017,71051,CH 0261,01,3.000,Physical Chemistry I,"[{'days': 'MR', 'times': '0930am-1020am', 'dates': '09/05-12/11', 'location': 'BNW 332'}, {'days': 'W', 'times': '0900am-0950am', 'dates': '09/05-12/11', 'location': 'BNW 332'}]","['MR 0930am-1020am 09/05-12/11 BNW 332', 'W 0900am-0950am 09/05-12/11 BNW 332']",Matthew A.  Kubasik,20,9,11
4733,Fall2017,71474,CH 0261L,01,1.000,Physical Chemistry I Lab,"[{'days': 'T', 'times': '0200pm-0450pm', 'dates': '09/05-12/11', 'location': 'BNW 329'}]",['T 0200pm-0450pm 09/05-12/11 BNW 329'],Matthew A.  Kubasik,12,9,3
4734,Fall2017,71891,CH 0324,01,3.000,Biochemistry I,"[{'days': 'TR', 'times': '0500pm-0615pm', 'dates': '09/05-12/11', 'location': 'NHS 405'}]",['TR 0500pm-0615pm 09/05-12/11 NHS 405'],Aaron R.  Van Dyke,12,13,-1
4735,Fall2017,72107,CH 0324L,01,1.000,Biochemistry Lab,"[{'days': 'W', 'times': '0200pm-0450pm', 'dates': '09/05-12/11', 'location': 'BNW 269'}]",['W 0200pm-0450pm 09/05-12/11 BNW 269'],Aaron R.  Van Dyke,8,7,1
4736,Fall2017,72108,CH 0325,01,3.000,Biochemistry II,"[{'days': 'MR', 'times': '0800am-0915am', 'dates': '09/05-12/11', 'location': 'NHS 405'}]",['MR 0800am-0915am 09/05-12/11 NHS 405'],Glenn R.  Sauer,7,8,-1
4737,Fall2017,71252,CH 0326,01,3.000,Chemical Instrumentation,"[{'days': 'MR', 'times': '1230pm-0145pm', 'dates': '09/05-12/11', 'location': 'BNW GR22'}]",['MR 1230pm-0145pm 09/05-12/11 BNW GR22'],Amanda S.  Harper-Leatherman,12,9,3
4738,Fall2017,72336,CH 0341,01,3.000,Advanced Inorganic Chemistry,"[{'days': 'MR', 'times': '1100am-1215pm', 'dates': '09/05-12/11', 'location': 'BNW 254'}]",['MR 1100am-1215pm 09/05-12/11 BNW 254'],John R.  Miecznikowski,20,11,9
4739,Fall2017,72337,CH 0341L,01,2.000,Advanced Inorganic Chemistry Lab,"[{'days': 'W', 'times': '0100pm-0500pm', 'dates': '09/05-12/11', 'location': 'BNW 363'}]",['W 0100pm-0500pm 09/05-12/11 BNW 363'],John R.  Miecznikowski,12,4,8
4740,Fall2017,72560,CH 0398,AHL,1.000-3.000,Research and Seminar,"[{'days': 'F', 'times': '0200pm-0315pm', 'dates': '09/05-12/11', 'location': 'BNW 139'}]",['F 0200pm-0315pm 09/05-12/11 BNW 139'],Amanda S.  Harper-Leatherman,0,3,-3
4741,Fall2017,72237,CH 0398,AV,1.000-3.000,Research and Seminar,"[{'days': 'F', 'times': '0200pm-0315pm', 'dates': '09/05-12/11', 'location': 'BNW 139'}]",['F 0200pm-0315pm 09/05-12/11 BNW 139'],Aaron R.  Van Dyke,0,5,-5
4742,Fall2017,72584,CH 0398,JM,1.000-3.000,Research and Seminar,"[{'days': 'F', 'times': '0200pm-0315pm', 'dates': '09/05-12/11', 'location': 'BNW 139'}]",['F 0200pm-0315pm 09/05-12/11 BNW 139'],John R.  Miecznikowski,3,3,0
4743,Fall2017,71297,CI 0110,01,3.000,Elementary Chinese I,"[{'days': 'MWR', 'times': '0200pm-0250pm', 'dates': '09/05-12/11', 'location': 'CNS 101'}]",['MWR 0200pm-0250pm 09/05-12/11 CNS 101'],Jiwei   Xiao,18,14,4
4744,Fall2017,71298,CI 0210,01,3.000,Intermediate Chinese I,"[{'days': 'MR', 'times': '1230pm-0120pm', 'dates': '09/05-12/11', 'location': 'CNS 108'}, {'days': 'W', 'times': '1200pm-1250pm', 'dates': '09/05-12/11', 'location': 'CNS 108'}]","['MR 1230pm-0120pm 09/05-12/11 CNS 108', 'W 1200pm-1250pm 09/05-12/11 CNS 108']",Jiwei   Xiao,18,10,8
4745,Fall2017,72766,CI 0220,01,3.000,Advanced Chinese,"[{'days': 'MR', 'times': '0330pm-0445pm', 'dates': '09/05-12/11', 'location': 'CNS 306'}]",['MR 0330pm-0445pm 09/05-12/11 CNS 306'],Xuan   Wang,15,7,8
4746,Fall2017,71888,CL 0116,01,3.000,Roman Civilization,"[{'days': 'MR', 'times': '1100am-1215pm', 'dates': '09/05-12/11', 'location': 'CNS 301'}]",['MR 1100am-1215pm 09/05-12/11 CNS 301'],Giovanni R.  Ruffini,25,23,2
4747,Fall2017,71889,CL 0116,02,3.000,Roman Civilization,"[{'days': 'MR', 'times': '0200pm-0315pm', 'dates': '09/05-12/11', 'location': 'DMH 148'}]",['MR 0200pm-0315pm 09/05-12/11 DMH 148'],Giovanni R.  Ruffini,25,27,-2
4748,Fall2017,71113,CO 0100,01C,3.000,Human Communication Theories,"[{'days': 'TF', 'times': '0930am-1045am', 'dates': '09/05-12/11', 'location': 'CNS 305'}]",['TF 0930am-1045am 09/05-12/11 CNS 305'],Niall P.  Brennan,0,27,-27
4749,Fall2017,71126,CO 0100,02,3.000,Human Communication Theories,"[{'days': 'TF', 'times': '1100am-1215pm', 'dates': '09/05-12/11', 'location': 'CNS 305'}]",['TF 1100am-1215pm 09/05-12/11 CNS 305'],Niall P.  Brennan,27,26,1
4750,Fall2017,71566,CO 0100,03,3.000,Human Communication Theories,"[{'days': 'MW', 'times': '0500pm-0615pm', 'dates': '09/05-12/11', 'location': 'DMH 149'}]",['MW 0500pm-0615pm 09/05-12/11 DMH 149'],Audra Kate  Nuru,27,27,0
4751,Fall2017,71115,CO 0101,01,3.000,Argument and Advocacy,"[{'days': 'MR', 'times': '0330pm-0445pm', 'dates': '09/05-12/11', 'location': 'DMH 350'}]",['MR 0330pm-0445pm 09/05-12/11 DMH 350'],Margaret A.  Wills,16,14,2
4752,Fall2017,71160,CO 0101,02,3.000,Argument and Advocacy,"[{'days': 'M', 'times': '0630pm-0900pm', 'dates': '09/05-12/11', 'location': 'DMH 331'}]",['M 0630pm-0900pm 09/05-12/11 DMH 331'],Thomas   Larkin,16,16,0
4753,Fall2017,71431,CO 0101,03,3.000,Argument and Advocacy,"[{'days': 'TF', 'times': '0800am-0915am', 'dates': '09/05-12/11', 'location': 'DMH 331'}]",['TF 0800am-0915am 09/05-12/11 DMH 331'],Julie Scher  Smith,16,16,0
4754,Fall2017,71432,CO 0101,04,3.000,Argument and Advocacy,"[{'days': 'TF', 'times': '0200pm-0315pm', 'dates': '09/05-12/11', 'location': 'CNS 2'}]",['TF 0200pm-0315pm 09/05-12/11 CNS 2'],Julie Scher  Smith,16,16,0
4755,Fall2017,72297,CO 0102,01,3.000,Introduction to Public Relations,"[{'days': 'R', 'times': '0500pm-0730pm', 'dates': '09/05-12/11', 'location': 'CNS 303'}]",['R 0500pm-0730pm 09/05-12/11 CNS 303'],Kathleen D.  Butch,27,28,-1
4756,Fall2017,71283,CO 0130,01,3.000,Mass Media and Society,"[{'days': 'TF', 'times': '1230pm-0145pm', 'dates': '09/05-12/11', 'location': 'MCA 107'}]",['TF 1230pm-0145pm 09/05-12/11 MCA 107'],Adam E.  Rugg,27,26,1
4757,Fall2017,71284,CO 0130,02,3.000,Mass Media and Society,"[{'days': 'MR', 'times': '0930am-1045am', 'dates': '09/05-12/11', 'location': 'CNS 104'}]",['MR 0930am-1045am 09/05-12/11 CNS 104'],Anne   Iddins,27,27,0
4758,Fall2017,71959,CO 0130,03,3.000,Mass Media and Society,"[{'days': 'TF', 'times': '1100am-1215pm', 'dates': '09/05-12/11', 'location': 'MCA 107'}]",['TF 1100am-1215pm 09/05-12/11 MCA 107'],Adam E.  Rugg,27,26,1
4759,Fall2017,72682,CO 0130,04,3.000,Mass Media and Society,"[{'days': 'MR', 'times': '1100am-1215pm', 'dates': '09/05-12/11', 'location': 'CNS 104'}]",['MR 1100am-1215pm 09/05-12/11 CNS 104'],Anne   Iddins,27,27,0
4760,Fall2017,71199,CO 0200,01,3.000,Interpersonal Communication Theories,"[{'days': 'TF', 'times': '0930am-1020am', 'dates': '09/05-12/11', 'location': 'DMH 348'}, {'days': 'W', 'times': '0900am-0950am', 'dates': '09/05-12/11', 'location': 'DMH 348'}]","['TF 0930am-1020am 09/05-12/11 DMH 348', 'W 0900am-0950am 09/05-12/11 DMH 348']",Mary Sallyanne   Ryan,26,25,1
4761,Fall2017,71376,CO 0200,02,3.000,Interpersonal Communication Theories,"[{'days': 'TWF', 'times': '1100am-1150am', 'dates': '09/05-12/11', 'location': 'DMH 348'}]",['TWF 1100am-1150am 09/05-12/11 DMH 348'],Mary Sallyanne   Ryan,26,26,0
4762,Fall2017,71164,CO 0220,01,3.000,Introduction to Organizational Communication,"[{'days': 'MR', 'times': '0200pm-0315pm', 'dates': '09/05-12/11', 'location': 'NHS 203'}]",['MR 0200pm-0315pm 09/05-12/11 NHS 203'],Michael P.  Pagano,32,29,3
4763,Fall2017,71892,CO 0238,01,3.000,Communication and Popular Culture,"[{'days': 'TF', 'times': '1230pm-0145pm', 'dates': '09/05-12/11', 'location': 'CNS 305'}]",['TF 1230pm-0145pm 09/05-12/11 CNS 305'],Niall P.  Brennan,27,27,0
4764,Fall2017,72298,CO 0239,01,3.000,Consumer Culture,"[{'days': 'TF', 'times': '0200pm-0315pm', 'dates': '09/05-12/11', 'location': 'CNS 305'}]",['TF 0200pm-0315pm 09/05-12/11 CNS 305'],Niall P.  Brennan,27,28,-1
4765,Fall2017,72683,CO 0246,01,3.000,Family Communication,"[{'days': 'MR', 'times': '0200pm-0315pm', 'dates': '09/05-12/11', 'location': 'DMH 350'}]",['MR 0200pm-0315pm 09/05-12/11 DMH 350'],Margaret A.  Wills,27,27,0
4766,Fall2017,71433,CO 0248,01,3.000,Health Communication,"[{'days': 'MR', 'times': '0930am-1045am', 'dates': '09/05-12/11', 'location': 'CNS 9'}]",['MR 0930am-1045am 09/05-12/11 CNS 9'],Michael P.  Pagano,27,20,7
4767,Fall2017,71116,CO 0309,01,3.000,Research Projects in Communication: Capstone,"[{'days': 'MR', 'times': '0930am-1045am', 'dates': '09/05-12/11', 'location': 'DMH 350'}]",['MR 0930am-1045am 09/05-12/11 DMH 350'],Margaret A.  Wills,15,15,0
4768,Fall2017,71117,CO 0309,02,3.000,Research Projects in Communication: Capstone,"[{'days': 'MR', 'times': '1100am-1215pm', 'dates': '09/05-12/11', 'location': 'DMH 350'}]",['MR 1100am-1215pm 09/05-12/11 DMH 350'],Margaret A.  Wills,16,16,0
4769,Fall2017,71145,CO 0309,03,3.000,Research Projects in Communication: Capstone,"[{'days': 'TF', 'times': '0930am-1045am', 'dates': '09/05-12/11', 'location': 'CNS 203'}]",['TF 0930am-1045am 09/05-12/11 CNS 203'],Qin   Zhang,16,16,0
4770,Fall2017,71565,CO 0309,04,3.000,Research Projects in Communication: Capstone,"[{'days': 'TF', 'times': '1100am-1215pm', 'dates': '09/05-12/11', 'location': 'CNS 203'}]",['TF 1100am-1215pm 09/05-12/11 CNS 203'],Qin   Zhang,16,15,1
4771,Fall2017,72684,CO 0321,01,3.000,Communication Processes in Organizations: Negotiation,"[{'days': 'MR', 'times': '0330pm-0445pm', 'dates': '09/05-12/11', 'location': 'NHS 203'}]",['MR 0330pm-0445pm 09/05-12/11 NHS 203'],Michael P.  Pagano,20,9,11
4772,Fall2017,72300,CO 0332,01,3.000,Children as Media Consumers,"[{'days': 'TF', 'times': '1230pm-0145pm', 'dates': '09/05-12/11', 'location': 'DMH 348'}]",['TF 1230pm-0145pm 09/05-12/11 DMH 348'],Mary Sallyanne   Ryan,20,23,-3
4773,Fall2017,72685,CO 0336,01,3.000,Social Media,"[{'days': 'W', 'times': '0200pm-0430pm', 'dates': '09/05-12/11', 'location': 'DMH 131'}]",['W 0200pm-0430pm 09/05-12/11 DMH 131'],Adam E.  Rugg,17,16,1
4774,Fall2017,72686,CO 0344,01,3.000,Interracial Communication,"[{'days': 'W', 'times': '0630pm-0900pm', 'dates': '09/05-12/11', 'location': 'DMH 148'}]",['W 0630pm-0900pm 09/05-12/11 DMH 148'],Audra Kate  Nuru,17,16,1
4775,Fall2017,71893,CO 0345,01,3.000,Relational Communication,"[{'days': 'W', 'times': '1100am-0130pm', 'dates': '09/05-12/11', 'location': 'CNS 203'}]",['W 1100am-0130pm 09/05-12/11 CNS 203'],Qin   Zhang,17,16,1
4776,Fall2017,73028,CO 0397,MR,3.000,Independent Study,[],[],Mary Sallyanne   Ryan,0,2,-2
