,program_code,program_name,Unnamed: 0,YEAR,SEMESTER,term,CatalogYear,catalog_id,Title,credits,Prereqs,Coreqs,Fees,Attributes,Description
53,IRI,Irish Studies,1280,2017.0,Spring,Spring2017,2016_2017,IRI 0111,Introduction to the Irish Language II,,,,,,
54,AC,Accounting,10,2016.0,Fall,Fall2016,2016_2017,AC 0011,Introduction to Financial Accounting,,,,,,
55,AC,Accounting,19,2017.0,Spring,Spring2017,2016_2017,AC 0012,Introduction to Management Accounting,,,,,,
56,AC,Accounting,34,2017.0,Spring,Spring2017,2016_2017,AC 0203,Intermediate Accounting I,,,,,,
57,AC,Accounting,107,2017.0,Summer,Summer2017,2016_2017,AC 0204,Intermediate Accounting II,,,,,,
58,AC,Accounting,101,2017.0,Spring,Spring2017,2016_2017,AC 0265,Accounting Information Systems,,,,,,
59,AC,Accounting,243,2016.0,Fall,Fall2016,2016_2017,AC 0310,Advanced Accounting,,,,,,
60,AC,Accounting,195,2016.0,Fall,Fall2016,2016_2017,AC 0320,Cost Management,,,,,,
61,AC,Accounting,43,2016.0,Fall,Fall2016,2016_2017,AC 0330,Auditing,,,,,,
62,AC,Accounting,67,2016.0,Fall,Fall2016,2016_2017,AC 0343,Federal Income Taxation I,,,,,,
63,AC,Accounting,8387,2017.0,Spring,Spring2017,2016_2017,AC 0344,Individual Taxation: Socioeconomic Applications,,,,,,
64,AC,Accounting,232,2017.0,Spring,Spring2017,2016_2017,AC 0345,Federal Income Taxation II,,,,,,
65,AC,Accounting,30,2016.0,Fall,Fall2016,2016_2017,AC 0380,Municipal and Not-for-Profit Accounting,,,,,,
66,AC,Accounting,8,2016.0,Fall,Fall2016,2016_2017,AC 0400,Introduction to Accounting,,,,,,
67,AC,Accounting,6,2016.0,Fall,Fall2016,2016_2017,AC 0500,Accounting Information for Decision-Making,,,,,,
68,AC,Accounting,185,2017.0,Summer,Summer2017,2016_2017,AC 0510,Issues in a Regulatory Reporting Environment,,,,,,
69,AC,Accounting,165,2017.0,Summer,Summer2017,2016_2017,AC 0530,"Accounting for Governments, Hospitals, and Universities",,,,,,
70,AC,Accounting,127,2017.0,Spring,Spring2017,2016_2017,AC 0550,Accounting Information Systems and Technology,,,,,,
71,AC,Accounting,297,2017.0,Spring,Spring2017,2016_2017,AC 0555,Issues in Internal Audit,,,,,,
72,AC,Accounting,54,2017.0,Spring,Spring2017,2016_2017,AC 0560,Audit Issues in a Global Environment,,,,,,
73,AC,Accounting,286,2016.0,Fall,Fall2016,2016_2017,AC 0570,Issues in Accounting Ethics,,,,,,
74,AC,Accounting,255,2017.0,Summer,Summer2017,2016_2017,AC 0580,Financial Statement Analysis,,,,,,
75,AC,Accounting,8486,2017.0,Spring,Spring2017,2016_2017,AC 0585B,Special Topics Seminar: Forensic Accounting,,,,,,
76,AC,Accounting,7814,2016.0,Fall,Fall2016,2016_2017,AC 0590,Research on Contemporary Issues in Accounting,,,,,,
77,IT,Italian,3843,2016.0,Fall,Fall2016,2016_2017,IT 0110,Elementary Italian I,,,,,,
78,IT,Italian,3835,2017.0,Spring,Spring2017,2016_2017,IT 0111,Elementary Italian II,,,,,,
79,IT,Italian,3826,2016.0,Fall,Fall2016,2016_2017,IT 0210,Intermediate Italian I,,,,,,
80,IT,Italian,3836,2017.0,Spring,Spring2017,2016_2017,IT 0211,Intermediate Italian II,,,,,,
81,IT,Italian,3825,2016.0,Fall,Fall2016,2016_2017,IT 0233,Creative Writing,,,,,,
82,IT,Italian,3872,2017.0,Spring,Spring2017,2016_2017,IT 0255,The Novella,,,,,,
83,IT,Italian,3860,2016.0,Fall,Fall2016,2016_2017,IT 0271,Italian Cinema,,,,,,
84,IT,Italian,3858,2016.0,Fall,Fall2016,2016_2017,IT 0289,Dante,,,,,,
85,IT,Italian,3290,2017.0,Spring,Spring2017,2016_2017,IT 0399,Capstone Seminar,,,,,,
86,IL,International Studies,3816,2017.0,Spring,Spring2017,2016_2017,IL 0050,"People, Places, and Global Issues",,,,,,
87,IL,International Studies,3763,2016.0,Fall,Fall2016,2016_2017,IL 0051,International Relations: Theories and Challenges,,,,,,
88,IL,International Studies,387,2017.0,Spring,Spring2017,2016_2017,IL 0052,Culture and Political Economy,,,,,,
89,IL,International Studies,7126,2016.0,Fall,Fall2016,2016_2017,IL 0053,Introduction to Economics,,,,,,
90,IL,International Studies,3770,2017.0,Spring,Spring2017,2016_2017,IL 0152,International Human Rights,,,,,,
91,IL,International Studies,3778,2017.0,Summer,Summer2017,2016_2017,IL 0197,United Nations Security Council Crisis Simulation,,,,,,
92,IL,International Studies,3772,2017.0,Spring,Spring2017,2016_2017,IL 0300,Senior Capstone Seminar,,,,,,
93,WS,"Women, Gender, and Sexuality Studies",2601,2017.0,Spring,Spring2017,2016_2017,WS 0301,"Women, Gender, and Sexuality Studies Capstone Seminar",,,,,,
94,BI,Biology,895,2016.0,Fall,Fall2016,2016_2017,BI 0015,Fundamentals of Biology I,,,,,,
95,BI,Biology,2160,2017.0,Spring,Spring2017,2016_2017,BI 0016,Fundamentals of Biology II,,,,,,
96,BI,Biology,685,2016.0,Fall,Fall2016,2016_2017,BI 0018,Human Biology: Form and Function,,,,,,
97,BI,Biology,709,2017.0,Spring,Spring2017,2016_2017,BI 0071,Identity and the Human Genome,,,,,,
98,BI,Biology,720,2016.0,Fall,Fall2016,2016_2017,BI 0073,Contemporary Nutrition: Food for Thought,,,,,,
99,BI,Biology,954,2017.0,Spring,Spring2017,2016_2017,BI 0074,Biology of Food,,,,,,
100,BI,Biology,926,2016.0,Fall,Fall2016,2016_2017,BI 0076,Environmental Science,,,,,,
101,BI,Biology,734,2016.0,Fall,Fall2016,2016_2017,BI 0078,Introduction to Marine Science,,,,,,
102,BI,Biology,7004,2016.0,Fall,Fall2016,2016_2017,BI 0096,God and Modern Biology,,,,,,
103,BI,Biology,755,2016.0,Fall,Fall2016,2016_2017,BI 0107,Human Anatomy & Physiology I,,,,,,
104,BI,Biology,757,2016.0,Fall,Fall2016,2016_2017,BI 0107L,Human Anatomy and Physiology Lab I,,,,,,
105,BI,Biology,768,2017.0,Spring,Spring2017,2016_2017,BI 0108,Human Anatomy & Physiology II,,,,,,
106,BI,Biology,769,2017.0,Spring,Spring2017,2016_2017,BI 0108L,Human Anatomy and Physiology Lab II,,,,,,
107,BI,Biology,6983,2016.0,Fall,Fall2016,2016_2017,BI 0151,Elements of Microbiology,,,,,,
108,BI,Biology,6984,2016.0,Fall,Fall2016,2016_2017,BI 0151L,Elements of Microbiology Lab,,,,,,
109,BI,Biology,916,2017.0,Summer,Summer2017,2016_2017,BI 0170,General Biology I,,,,,,
110,BI,Biology,862,2016.0,Fall,Fall2016,2016_2017,BI 0170L,General Biology I Lab,,,,,,
111,BI,Biology,632,2016.0,Fall,Fall2016,2016_2017,BI 0170P,General Biology I PLG,,,,,,
112,BI,Biology,7011,2017.0,Spring,Spring2017,2016_2017,BI 0171,General Biology II,,,,,,
113,BI,Biology,708,2017.0,Spring,Spring2017,2016_2017,BI 0171L,General Biology II Lab,,,,,,
114,BI,Biology,668,2017.0,Spring,Spring2017,2016_2017,BI 0171P,General Biology II PLG,,,,,,
115,BI,Biology,1017,2016.0,Fall,Fall2016,2016_2017,BI 0172,General Biology III,,,,,,
116,BI,Biology,896,2016.0,Fall,Fall2016,2016_2017,BI 0172L,General Biology III Lab,,,,,,
117,BI,Biology,1027,2017.0,Spring,Spring2017,2016_2017,BI 0218,Vertebrate Zoology,,,,,,
118,BI,Biology,1028,2017.0,Spring,Spring2017,2016_2017,BI 0218L,Vertebrate Zoology Lab,,,,,,
119,BI,Biology,937,2017.0,Spring,Spring2017,2016_2017,BI 0260,Ecology,,,,,,
120,BI,Biology,938,2017.0,Spring,Spring2017,2016_2017,BI 0260L,Ecology Lab,,,,,,
121,BI,Biology,850,2017.0,Spring,Spring2017,2016_2017,BI 0261,Genetics,,,,,,
122,BI,Biology,851,2017.0,Spring,Spring2017,2016_2017,BI 0261L,Genetics Lab,,,,,,
123,BI,Biology,7851,2016.0,Fall,Fall2016,2016_2017,BI 0262,Human Physiology,,,,,,
124,BI,Biology,967,2016.0,Fall,Fall2016,2016_2017,BI 0262L,Human Physiology Lab,,,,,,
125,BI,Biology,726,2017.0,Spring,Spring2017,2016_2017,BI 0310,Community Nutrition,,,,,,
126,BI,Biology,727,2017.0,Spring,Spring2017,2016_2017,BI 0310L,Community Nutrition Lab,,,,,,
127,BI,Biology,7031,2017.0,Spring,Spring2017,2016_2017,BI 0315,Anatomy: Form and Function,,,,,,
128,BI,Biology,722,2016.0,Fall,Fall2016,2016_2017,BI 0317,Epidemiology and Applied Biostatistics,,,,,,
129,BI,Biology,721,2016.0,Fall,Fall2016,2016_2017,BI 0317L,Epidemiology & Applied Biostatistics Lab,,,,,,
130,BI,Biology,974,2016.0,Fall,Fall2016,2016_2017,BI 0324,Biochemistry I,,,,,,
131,BI,Biology,976,2016.0,Fall,Fall2016,2016_2017,BI 0324L,Biochemistry I Lab,,,,,,
132,BI,Biology,7000,2016.0,Fall,Fall2016,2016_2017,BI 0325,Biochemistry II,,,,,,
133,BI,Biology,7002,2016.0,Fall,Fall2016,2016_2017,BI 0325L,Biochemistry II Lab,,,,,,
134,BI,Biology,7022,2017.0,Spring,Spring2017,2016_2017,BI 0327,Cell Biology,,,,,,
135,BI,Biology,7023,2017.0,Spring,Spring2017,2016_2017,BI 0327L,Cell Biology Lab,,,,,,
136,BI,Biology,702,2016.0,Fall,Fall2016,2016_2017,BI 0352,Fundamentals of Microbiology,,,,,,
137,BI,Biology,989,2016.0,Fall,Fall2016,2016_2017,BI 0352L,Fundamentals of Microbiology Lab,,,,,,
138,BI,Biology,864,2016.0,Fall,Fall2016,2016_2017,BI 0354,Molecular Biology,,,,,,
139,BI,Biology,998,2016.0,Fall,Fall2016,2016_2017,BI 0362,Marine Invertebrate Zoology,,,,,,
140,BI,Biology,999,2016.0,Fall,Fall2016,2016_2017,BI 0362L,Marine Invertebrate Zoology Lab,,,,,,
141,BI,Biology,1015,2016.0,Fall,Fall2016,2016_2017,BI 0365,Evolutionary Biology,,,,,,
142,BI,Biology,1016,2016.0,Fall,Fall2016,2016_2017,BI 0365L,Evolutionary Biology Lab,,,,,,
143,BI,Biology,963,2017.0,Spring,Spring2017,2016_2017,BI 0366,Ornithology,,,,,,
144,BI,Biology,964,2017.0,Spring,Spring2017,2016_2017,BI 0366L,Ornithology Lab,,,,,,
145,BI,Biology,941,2017.0,Spring,Spring2017,2016_2017,BI 0372,Environmental Toxicology,,,,,,
146,BI,Biology,942,2017.0,Spring,Spring2017,2016_2017,BI 0372L,Environmental Toxicology Lab,,,,,,
147,BI,Biology,846,2017.0,Spring,Spring2017,2016_2017,BI 0391,Biology Research I,,,,,,
148,BI,Biology,847,2017.0,Spring,Spring2017,2016_2017,BI 0392,Biology Research II,,,,,,
149,BI,Biology,848,2017.0,Spring,Spring2017,2016_2017,BI 0393,Biology Research III,,,,,,
150,BI,Biology,849,2017.0,Spring,Spring2017,2016_2017,BI 0394,Biology Research IV,,,,,,
151,BI,Biology,703,2016.0,Fall,Fall2016,2016_2017,BI 0399C,Senior Capstone Seminar: Bacterial Pathogenesis,,,,,,
152,BI,Biology,884,2016.0,Fall,Fall2016,2016_2017,BI 0399D,Senior Capstone Seminar: Nutritional Epigenetics,,,,,,
153,BI,Biology,1010,2017.0,Spring,Spring2017,2016_2017,BI 0399F,Senior Capstone Seminar: Coral Reef Ecology,,,,,,
154,BI,Biology,955,2017.0,Spring,Spring2017,2016_2017,BI 0399G,Senior Capstone Seminar: Ecology of the North Atlantic Coast,,,,,,
155,BI,Biology,7010,2017.0,Spring,Spring2017,2016_2017,BI 0399J,Capstone: Pathophysiology of Bone and Cartilage,,,,,,
156,IN,Interior Design,3711,2017.0,Summer,Summer2017,2016_2017,IN 0107,Color Design,,,,,,
157,IN,Interior Design,7383,2017.0,Spring,Spring2017,2016_2017,IN 0109,Basic Computer-Aided Design (CAD),,,,,,
158,IN,Interior Design,3693,2016.0,Fall,Fall2016,2016_2017,IN 0110,Interior Design I,,,,,,
159,IN,Interior Design,8426,2017.0,Spring,Spring2017,2016_2017,IN 0111,Textiles for Interiors,,,,,,
160,IN,Interior Design,3723,2016.0,Fall,Fall2016,2016_2017,IN 0113,History of Furniture I,,,,,,
161,IN,Interior Design,8528,2017.0,Spring,Spring2017,2016_2017,IN 0117,History of Architecture and Interior Design,,,,,,
162,IN,Interior Design,8130,2016.0,Fall,Fall2016,2016_2017,IN 0119,Drawing and Presentation,,,,,,
163,IN,Interior Design,3716,2017.0,Summer,Summer2017,2016_2017,IN 0122,Rendering,,,,,,
164,IN,Interior Design,3749,2017.0,Spring,Spring2017,2016_2017,IN 0211,Interior Design II,,,,,,
165,IN,Interior Design,3740,2016.0,Fall,Fall2016,2016_2017,IN 0212,Interior Design III,,,,,,
166,IN,Interior Design,3697,2016.0,Fall,Fall2016,2016_2017,IN 0213,Interior Design IV,,,,,,
167,IN,Interior Design,3739,2016.0,Fall,Fall2016,2016_2017,IN 0214,Commercial Design,,,,,,
168,IN,Interior Design,3713,2017.0,Summer,Summer2017,2016_2017,IN 0215,Lighting for Interiors,,,,,,
169,IN,Interior Design,3714,2017.0,Summer,Summer2017,2016_2017,IN 0220,Perspective Techniques,,,,,,
170,TA,Theatre,6909,2016.0,Fall,Fall2016,2016_2017,TA 0011,Introduction to Theatre,,,,,,
171,TA,Theatre,7795,2016.0,Fall,Fall2016,2016_2017,TA 0030,Acting I,,,,,,
172,TA,Theatre,6917,2016.0,Fall,Fall2016,2016_2017,TA 0094,Theatre Fairfield: Performance Practicum,,,,,,
173,TA,Theatre,6933,2017.0,Spring,Spring2017,2016_2017,TA 0106,Theatre Management,,,,,,
174,TA,Theatre,357,2016.0,Fall,Fall2016,2016_2017,TA 0111,World Theatre II,,,,,,
175,TA,Theatre,8332,2017.0,Spring,Spring2017,2016_2017,TA 0150,Stagecraft,,,,,,
176,TA,Theatre,6928,2016.0,Fall,Fall2016,2016_2017,TA 0155,Design I,,,,,,
177,TA,Theatre,6922,2017.0,Spring,Spring2017,2016_2017,TA 0210,Theatre in Production: Shakespeare,,,,,,
178,TA,Theatre,356,2016.0,Fall,Fall2016,2016_2017,TA 0240,Directing,,,,,,
179,TA,Theatre,6916,2016.0,Fall,Fall2016,2016_2017,TA 0300B,Special Topics: Acting the Medical Patient,,,,,,
180,TX,Taxation,217,2016.0,Fall,Fall2016,2016_2017,TX 0500,Tax Research,,,,,,
181,TX,Taxation,6906,2016.0,Fall,Fall2016,2016_2017,TX 0502,Tax of Property Transactions,,,,,,
182,TX,Taxation,215,2016.0,Fall,Fall2016,2016_2017,TX 0510,Entity Taxation,,,,,,
183,TX,Taxation,7790,2016.0,Fall,Fall2016,2016_2017,TX 0530,Partnership Taxation,,,,,,
184,TX,Taxation,8295,2017.0,Spring,Spring2017,2016_2017,TX 0540,State and Local Taxation,,,,,,
185,TX,Taxation,233,2017.0,Spring,Spring2017,2016_2017,TX 0542,International Taxation,,,,,,
186,TX,Taxation,7793,2017.0,Spring,Spring2017,2016_2017,TX 0550,Tax Planning,,,,,,
187,SL,TESOL and Bilingual Education,6875,2016.0,Fall,Fall2016,2016_2017,SL 0419,Special Learners in the Bilingual/ESL Classroom,,,,,,
188,SL,TESOL and Bilingual Education,7785,2017.0,Summer,Summer2017,2016_2017,SL 0421,Linguistics for Language Teachers,,,,,,
189,SL,TESOL and Bilingual Education,8519,2017.0,Summer,Summer2017,2016_2017,SL 0422,Teaching Grammar in Second Language Settings,,,,,,
190,SL,TESOL and Bilingual Education,6886,2016.0,Fall,Fall2016,2016_2017,SL 0423,Principles of Bilingualism,,,,,,
191,SL,TESOL and Bilingual Education,8268,2016.0,Fall,Fall2016,2016_2017,SL 0436,TESOL Methods and Materials Development,,,,,,
192,SL,TESOL and Bilingual Education,8579,2017.0,Summer,Summer2017,2016_2017,SL 0439,Methods of Foreign Language Teaching for Elementary School,,,,,,
193,SL,TESOL and Bilingual Education,1995,2016.0,Fall,Fall2016,2016_2017,SL 0441,Teaching and Learning within Multicultural Contexts of Education,,,,,,
194,SL,TESOL and Bilingual Education,7788,2017.0,Spring,Spring2017,2016_2017,SL 0451,Infusing Content Language Instruction into TESOL/Bilingual Programs,,,,,,
195,SL,TESOL and Bilingual Education,6890,2017.0,Spring,Spring2017,2016_2017,SL 0467,Language Acquisition,,,,,,
196,SL,TESOL and Bilingual Education,7782,2017.0,Spring,Spring2017,2016_2017,SL 0475,Sociolinguistics,,,,,,
197,SL,TESOL and Bilingual Education,6895,2017.0,Summer,Summer2017,2016_2017,SL 0477,Culture and Second Language Acquisition,,,,,,
198,SL,TESOL and Bilingual Education,6903,2017.0,Summer,Summer2017,2016_2017,SL 0522,Emergent Literacy in Bilingual Early Childhood Education,,,,,,
199,SL,TESOL and Bilingual Education,7787,2016.0,Fall,Fall2016,2016_2017,SL 0527,Testing and Assessment in TESOL and Bilingual Programs,,,,,,
200,SL,TESOL and Bilingual Education,8516,2017.0,Spring,Spring2017,2016_2017,SL 0528,Second Language Curriculum Development,,,,,,
201,SL,TESOL and Bilingual Education,6881,2017.0,Spring,Spring2017,2016_2017,SL 0530,Language and Reading Acquisition for English Language Learners and Students with Special Needs,,,,,,
202,SL,TESOL and Bilingual Education,7887,2016.0,Fall,Fall2016,2016_2017,SL 0582,TESOL/Bilingual Student Teaching and DSAP I Seminar,,,,,,
203,SL,TESOL and Bilingual Education,6887,2016.0,Fall,Fall2016,2016_2017,SL 0590,Sixth Year Certificate Advanced Research Practicum in TESOL/Bilingual Education,,,,,,
204,SW,Software Engineering,8326,2017.0,Spring,Spring2017,2016_2017,SW 0201,Software Engineering Methods,,,,,,
205,SW,Software Engineering,6436,2016.0,Fall,Fall2016,2016_2017,SW 0202,Software Design Methods,,,,,,
206,SW,Software Engineering,6531,2017.0,Spring,Spring2017,2016_2017,SW 0205,Software Testing and Maintenance,,,,,,
207,SW,Software Engineering,6440,2016.0,Fall,Fall2016,2016_2017,SW 0304,Web Development,,,,,,
208,SW,Software Engineering,6490,2016.0,Fall,Fall2016,2016_2017,SW 0305,Mobile Application Development,,,,,,
209,SW,Software Engineering,8246,2016.0,Fall,Fall2016,2016_2017,SW 0314,Network Concepts,,,,,,
210,SW,Software Engineering,6475,2016.0,Fall,Fall2016,2016_2017,SW 0355,Database Management Systems,,,,,,
211,SW,Software Engineering,6438,2016.0,Fall,Fall2016,2016_2017,SW 0400,Software Engineering Methods,,,,,,
212,SW,Software Engineering,6437,2016.0,Fall,Fall2016,2016_2017,SW 0401,Software Design Methods,,,,,,
213,SW,Software Engineering,6476,2016.0,Fall,Fall2016,2016_2017,SW 0402,Database Management Systems,,,,,,
214,SW,Software Engineering,8247,2016.0,Fall,Fall2016,2016_2017,SW 0404,Network Concepts,,,,,,
215,SW,Software Engineering,6439,2016.0,Fall,Fall2016,2016_2017,SW 0406,Web Client Side Development I,,,,,,
216,SW,Software Engineering,6494,2017.0,Spring,Spring2017,2016_2017,SW 0407,Java for Programmers,,,,,,
217,SW,Software Engineering,6523,2016.0,Fall,Fall2016,2016_2017,SW 0409,Advanced Programming in Java,,,,,,
218,SW,Software Engineering,6491,2016.0,Fall,Fall2016,2016_2017,SW 0416,Mobile Application Development,,,,,,
219,SW,Software Engineering,6532,2017.0,Spring,Spring2017,2016_2017,SW 0420,Software Testing and Maintenance,,,,,,
220,SW,Software Engineering,6540,2017.0,Spring,Spring2017,2016_2017,SW 0448,Server Management,,,,,,
221,SW,Software Engineering,2294,2017.0,Spring,Spring2017,2016_2017,SW 0461,Pattern Recognition,,,,,,
222,SW,Software Engineering,6522,2016.0,Fall,Fall2016,2016_2017,SW 0505,Advanced Database Concepts,,,,,,
223,SW,Software Engineering,7728,2016.0,Fall,Fall2016,2016_2017,SW 0508,Data Warehouse Systems,,,,,,
224,SW,Software Engineering,6461,2017.0,Spring,Spring2017,2016_2017,SW 0512,Web Development II with ASP.NET,,,,,,
225,SW,Software Engineering,8249,2016.0,Fall,Fall2016,2016_2017,SW 0516,PHP/MySQL,,,,,,
226,SW,Software Engineering,6539,2017.0,Spring,Spring2017,2016_2017,SW 0530,Introduction to Information Security,,,,,,
227,SW,Software Engineering,7114,2016.0,Fall,Fall2016,2016_2017,SW 0550,Capstone Professional Project I,,,,,,
228,SW,Software Engineering,7115,2016.0,Fall,Fall2016,2016_2017,SW 0551,Capstone Professional Project II,,,,,,
229,SA,Studio Art,6813,2016.0,Fall,Fall2016,2016_2017,SA 0011,Introduction to Sculpture,,,,,,
230,SA,Studio Art,6826,2016.0,Fall,Fall2016,2016_2017,SA 0012,Introduction to Drawing,,,,,,
231,SA,Studio Art,6852,2017.0,Spring,Spring2017,2016_2017,SA 0013,Introduction to Figure Drawing,,,,,,
232,SA,Studio Art,6827,2016.0,Fall,Fall2016,2016_2017,SA 0014,Introduction to Printmaking,,,,,,
233,SA,Studio Art,6843,2016.0,Fall,Fall2016,2016_2017,SA 0015,Introduction to Painting,,,,,,
234,SA,Studio Art,8325,2017.0,Spring,Spring2017,2016_2017,SA 0016,Introduction to 2-D Design,,,,,,
235,SA,Studio Art,6801,2016.0,Fall,Fall2016,2016_2017,SA 0100,Experiments in Drawing,,,,,,
