,YEAR,SEMESTER,term,CatalogYear,Catalog_ID,program_name,program_code,Title,credits,Prereqs,Coreqs,Fees,Attributes,Description
1850,2017.0,Spring,Spring2017,2016_2017,EC 0320,,,Financial Markets and Institutions,,,,,,
1875,2017.0,Spring,Spring2017,2016_2017,EC 0380,,,Econometrics,,,,,,
1839,2016.0,Fall,Fall2016,2016_2017,EC 0398,,,Senior Seminar,,,,,,
1632,2016.0,Fall,Fall2016,2016_2017,ECE 0406,,,Advanced Digital Design,,,,,,
4607,2016.0,Fall,Fall2016,2016_2017,ECE 0415,,,Engineering Applications of Numerical Methods,,,,,,
7092,2017.0,Spring,Spring2017,2016_2017,ECE 0433,,,Biomedical Visualization,,,,,,
7088,2016.0,Fall,Fall2016,2016_2017,ECE 0440,,,Computer Graphics,,,,,,
7100,2016.0,Fall,Fall2016,2016_2017,ECE 0441,,,Computer Systems Architecture,,,,,,
2255,2016.0,Fall,Fall2016,2016_2017,ECE 0448,,,Embedded Microcontrollers,,,,,,
2257,2016.0,Fall,Fall2016,2016_2017,ECE 0448L,,,Embedded Microcontrollers Lab,,,,,,
2277,2016.0,Fall,Fall2016,2016_2017,ECE 0451,,,Nanoelectronics I,,,,,,
2314,2017.0,Spring,Spring2017,2016_2017,ECE 0460,,,Network Programming,,,,,,
2289,2017.0,Spring,Spring2017,2016_2017,ECE 0479,,,Communication Systems,,,,,,
2279,2016.0,Fall,Fall2016,2016_2017,ECE 0495,,,Power Generation and Distribution,,,,,,
7209,2017.0,Spring,Spring2017,2016_2017,ECE 0496,,,Fault Analysis in Power Systems,,,,,,
1644,2017.0,Spring,Spring2017,2016_2017,ECE 0510L,,,Product Design Laboratory,,,,,,
1993,2016.0,Fall,Fall2016,2016_2017,ED 0200,,,"Explorations in Education: Introduction to Teaching, Learning, and Schooling",,,,,,
2025,2016.0,Fall,Fall2016,2016_2017,ED 0241,,,Educational Psychology,,,,,,
2087,2016.0,Fall,Fall2016,2016_2017,ED 0329,,,Philosophy of Education: An Introduction,,,,,,
8377,2017.0,Spring,Spring2017,2016_2017,ED 0350,,,Special Learners in the Mainstream,,,,,,
7166,2016.0,Fall,Fall2016,2016_2017,ED 0401,,,K-12 Teaching Internship Seminar for Initital Certification Candidates,,,,,,
7878,2016.0,Fall,Fall2016,2016_2017,ED 0403,,,Sp Topics: Sec English Methods,,,,,,
8351,2017.0,Summer,Summer2017,2016_2017,ED 0405,,,Contexts of Education in the Primary Grades,,,,,,
2039,2016.0,Fall,Fall2016,2016_2017,ED 0429,,,Philosophical Foundations of Education,,,,,,
2072,2017.0,Spring,Spring2017,2016_2017,ED 0431,,,Extending Literacy in the Elementary School: Grades 3-6,,,,,,
2165,2016.0,Fall,Fall2016,2016_2017,ED 0437,,,Developing Literacy in the Elementary School: Primary Grades,,,,,,
1994,2016.0,Fall,Fall2016,2016_2017,ED 0441,,,Teaching and Learning within Multicultural Contexts of Education,,,,,,
2026,2016.0,Fall,Fall2016,2016_2017,ED 0442,,,Educational Psychology,,,,,,
7886,2016.0,Fall,Fall2016,2016_2017,ED 0447,,,Learning Mathematics in the Elementary Classroom,,,,,,
2093,2017.0,Spring,Spring2017,2016_2017,ED 0459,,,Developmental Reading in the Secondary School,,,,,,
7188,2016.0,Fall,Fall2016,2016_2017,ED 0462,,,Science Methods,,,,,,
7888,2016.0,Fall,Fall2016,2016_2017,ED 0463,,,World Language Methods,,,,,,
2113,2016.0,Fall,Fall2016,2016_2017,ED 0464,,,Mathematics Methods,,,,,,
2082,2016.0,Fall,Fall2016,2016_2017,ED 0466,,,Special Methods in Secondary School English,,,,,,
7890,2016.0,Fall,Fall2016,2016_2017,ED 0468,,,Social Studies/History Methods,,,,,,
2047,2017.0,Summer,Summer2017,2016_2017,ED 0493,,,Educational Imagination: Exploring Multicultural Identities & Curriculum in a Cross-Cultural Context,,,,,,
2077,2017.0,Summer,Summer2017,2016_2017,ED 0497,,,Teaching Science in the Elementary Classroom,,,,,,
2027,2016.0,Fall,Fall2016,2016_2017,ED 0499,,,Introduction to Educational Research,,,,,,
2014,2017.0,Spring,Spring2017,2016_2017,ED 0511,,,Educating for Social Responsibility and Civic Engagement: A Capstone Seminar,,,,,,
2061,2017.0,Summer,Summer2017,2016_2017,ED 0512,,,Contemporary Schooling in Society,,,,,,
2120,2016.0,Fall,Fall2016,2016_2017,ED 0515,,,Economic and Physical Geography,,,,,,
1992,2016.0,Fall,Fall2016,2016_2017,ED 0530,,,Assessment and Differentiated Instruction,,,,,,
2150,2017.0,Summer,Summer2017,2016_2017,ED 0534,,,Theories of Learning,,,,,,
2007,2016.0,Fall,Fall2016,2016_2017,ED 0545,,,Developing Integrated Curriculum for Elementary Students: Inquiry and Action,,,,,,
7892,2016.0,Fall,Fall2016,2016_2017,ED 0559,,,Empowering Struggling Readers and Writers in the Elementary Grades,,,,,,
2158,2016.0,Fall,Fall2016,2016_2017,ED 0573,,,Instructional Issues in Teaching Science,,,,,,
2074,2017.0,Spring,Spring2017,2016_2017,ED 0584,,,Reflective Practice Seminar: Elementary Education,,,,,,
2084,2017.0,Spring,Spring2017,2016_2017,ED 0589,,,English Seminar,,,,,,
2116,2017.0,Spring,Spring2017,2016_2017,ED 0591,,,Mathematics Seminar,,,,,,
2161,2017.0,Spring,Spring2017,2016_2017,ED 0592,,,Science Seminar,,,,,,
7891,2017.0,Spring,Spring2017,2016_2017,ED 0594,,,Social Studies/History Seminar,,,,,,
2347,2016.0,Fall,Fall2016,2016_2017,EE 0213,,,Introduction to Electric Circuits,,,,,,
1634,2016.0,Fall,Fall2016,2016_2017,EE 0213L,,,Electric Circuits Lab,,,,,,
2293,2017.0,Spring,Spring2017,2016_2017,EE 0221,,,Frequency Domain Circuit Analysis,,,,,,
2349,2016.0,Fall,Fall2016,2016_2017,EE 0301,,,Signal & Systems I,,,,,,
2278,2016.0,Fall,Fall2016,2016_2017,EE 0315,,,Nanoelectronics I,,,,,,
2256,2016.0,Fall,Fall2016,2016_2017,EE 0346,,,Embedded Microcontrollers,,,,,,
2258,2016.0,Fall,Fall2016,2016_2017,EE 0346L,,,Microcontroller Lab,,,,,,
2290,2017.0,Spring,Spring2017,2016_2017,EE 0379,,,Communication Systems,,,,,,
2280,2016.0,Fall,Fall2016,2016_2017,EE 0385,,,Powr Generation & Distribution,,,,,,
7210,2017.0,Spring,Spring2017,2016_2017,EE 0386,,,Fault Analysis in Power Systems,,,,,,
6874,2016.0,Fall,Fall2016,2016_2017,EEG 0401,,,English Skills for Engineering Graduate Students,,,,,,
2276,2016.0,Fall,Fall2016,2016_2017,EG 0031,,,Fundamentals of Engineering I,,,,,,
2331,2017.0,Spring,Spring2017,2016_2017,EG 0060,,,STEM of Guitar,,,,,,
8524,2017.0,Spring,Spring2017,2016_2017,EG 0130,,,Engineering Graphics I,,,,,,
7106,2017.0,Spring,Spring2017,2016_2017,EG 0145,,,Mathematical Analysis,,,,,,
7109,2017.0,Spring,Spring2017,2016_2017,EG 0145P,,,Mathematical Analysis PLG,,,,,,
2330,2017.0,Spring,Spring2017,2016_2017,EG 0260,,,Robots,,,,,,
2291,2017.0,Spring,Spring2017,2016_2017,EG 0300,,,Feedback Control Systems,,,,,,
4666,2017.0,Spring,Spring2017,2016_2017,EG 0305,,,Design of Mechatronics Systems,,,,,,
7914,2016.0,Fall,Fall2016,2016_2017,EG 0330,,,Engineering Graphics II,,,,,,
7915,2016.0,Fall,Fall2016,2016_2017,EG 0390,,,Senior Design Project I,,,,,,
7918,2017.0,Spring,Spring2017,2016_2017,EG 0391,,,Senior Design Project II,,,,,,
341,2016.0,Fall,Fall2016,2016_2017,EN 0011,,,Texts and Contexts I: Writing as Craft and Inquiry,,,,,,
349,2017.0,Spring,Spring2017,2016_2017,EN 0012,,,Texts and Contexts II: Writing About Literature,,,,,,
340,2016.0,Fall,Fall2016,2016_2017,EN 0101,,,Introduction to Literary and Cultural Studies,,,,,,
339,2016.0,Fall,Fall2016,2016_2017,EN 0102,,,Introduction to Contemporary World Literature,,,,,,
2742,2017.0,Spring,Spring2017,2016_2017,EN 0105,,,African Diaspora: Literature and Culture,,,,,,
1401,2017.0,Spring,Spring2017,2016_2017,EN 0107,,,Masterpieces of Roman Literature in English Translation,,,,,,
2806,2017.0,Spring,Spring2017,2016_2017,EN 0111,,,International Short Fiction,,,,,,
2804,2017.0,Spring,Spring2017,2016_2017,EN 0112,,,19th-Century Russian Novel and World Literature,,,,,,
2809,2016.0,Fall,Fall2016,2016_2017,EN 0113,,,Literature of the Holocaust,,,,,,
3857,2016.0,Fall,Fall2016,2016_2017,EN 0115,,,Dante,,,,,,
2821,2017.0,Spring,Spring2017,2016_2017,EN 0121,,,American Literature and the Environment,,,,,,
2752,2017.0,Spring,Spring2017,2016_2017,EN 0124,,,American Literature: Myths and Legends,,,,,,
1388,2016.0,Fall,Fall2016,2016_2017,EN 0127,,,Romantic Love in Greek and Roman Literature,,,,,,
2596,2016.0,Fall,Fall2016,2016_2017,EN 0130,,,Literature by Women: Vision and Revision,,,,,,
2732,2016.0,Fall,Fall2016,2016_2017,EN 0133,,,The African American Literary Tradition,,,,,,
2501,2016.0,Fall,Fall2016,2016_2017,EN 0135,,,Graphic Novels as Thriller and Chillers,,,,,,
2472,2016.0,Fall,Fall2016,2016_2017,EN 0141,,,Imagining Shakespeare,,,,,,
2785,2016.0,Fall,Fall2016,2016_2017,EN 0142,,,Myths and Legends of Ireland and Britain,,,,,,
2793,2017.0,Spring,Spring2017,2016_2017,EN 0145,,,King Arthur,,,,,,
2830,2016.0,Fall,Fall2016,2016_2017,EN 0161,,,Irish Literature,,,,,,
2840,2016.0,Fall,Fall2016,2016_2017,EN 0162,,,Irish Women Writers,,,,,,
2461,2016.0,Fall,Fall2016,2016_2017,EN 0172,,,Literacy and Language,,,,,,
2794,2017.0,Spring,Spring2017,2016_2017,EN 0204,,,Literary Fairy Tale Tradition,,,,,,
2784,2016.0,Fall,Fall2016,2016_2017,EN 0211,,,Age of Chaucer,,,,,,
2482,2017.0,Spring,Spring2017,2016_2017,EN 0213,,,Shakespeare I,,,,,,
347,2017.0,Spring,Spring2017,2016_2017,EN 0215,,,Introduction to 18th Century British Literature,,,,,,
2829,2016.0,Fall,Fall2016,2016_2017,EN 0218,,,20th Century British Literature,,,,,,
2741,2017.0,Spring,Spring2017,2016_2017,EN 0264,,,"African American Fiction, 1940 to Present",,,,,,
2815,2016.0,Fall,Fall2016,2016_2017,EN 0281,,,Native American Literature,,,,,,
2792,2017.0,Spring,Spring2017,2016_2017,EN 0311,,,Chaucer's Canterbury Tales,,,,,,
2748,2016.0,Fall,Fall2016,2016_2017,EN 0332,,,American Romanticism,,,,,,
2822,2017.0,Spring,Spring2017,2016_2017,EN 0334,,,American Modernism,,,,,,
2474,2016.0,Fall,Fall2016,2016_2017,EN 0351,,,Literary Theory,,,,,,
2506,2017.0,Spring,Spring2017,2016_2017,EN 0352,,,Cultural Studies Theory,,,,,,
2597,2016.0,Fall,Fall2016,2016_2017,EN 0374,,,The Woman Question: Early Feminism and 19th Century Transatlantic Literature,,,,,,
2730,2016.0,Fall,Fall2016,2016_2017,EN 0375,,,Caribbean Women Writers,,,,,,
2835,2017.0,Spring,Spring2017,2016_2017,EN 0390,,,Literature Capstone,,,,,,
7186,2017.0,Summer,Summer2017,2016_2017,EN 0405,,,Literature for Young Adults,,,,,,
2088,2016.0,Fall,Fall2016,2016_2017,EN 0411,,,Teaching Writing in the 3-12 Classroom,,,,,,
2548,2017.0,Summer,Summer2017,2016_2017,ENW 0200,,,Creative Writing,,,,,,
2706,2016.0,Fall,Fall2016,2016_2017,ENW 0202,,,Creative Writing: Poetry I,,,,,,
2424,2017.0,Spring,Spring2017,2016_2017,ENW 0205,,,Creative Writing: Fiction I,,,,,,
2411,2017.0,Spring,Spring2017,2016_2017,ENW 0206,,,Creative Writing: Nonfiction I,,,,,,
2856,2016.0,Fall,Fall2016,2016_2017,ENW 0207C,,,Themes in Creative Writing: Reading and Writing the Short Story,,,,,,
7926,2016.0,Fall,Fall2016,2016_2017,ENW 0214,,,Professional Presentations: Writing and Delivery,,,,,,
2771,2016.0,Fall,Fall2016,2016_2017,ENW 0220,,,News Writing,,,,,,
2865,2016.0,Fall,Fall2016,2016_2017,ENW 0221,,,News Writing II: Digital Design,,,,,,
2703,2017.0,Spring,Spring2017,2016_2017,ENW 0290,,,Writing and Responding,,,,,,
2759,2016.0,Fall,Fall2016,2016_2017,ENW 0302,,,Creative Writing: Poetry II,,,,,,
2466,2017.0,Spring,Spring2017,2016_2017,ENW 0311,,,Teaching and Writing,,,,,,
2702,2017.0,Spring,Spring2017,2016_2017,ENW 0317,,,Teaching and Learning Grammar,,,,,,
7935,2016.0,Fall,Fall2016,2016_2017,ENW 0320,,,Writing the Feature Story,,,,,,
2870,2017.0,Spring,Spring2017,2016_2017,ENW 0321,,,Big Data Storytelling,,,,,,
2866,2016.0,Fall,Fall2016,2016_2017,ENW 0323,,,Photojournalism,,,,,,
7936,2017.0,Spring,Spring2017,2016_2017,ENW 0329,,,Issues in News Writing: Sports Journalism,,,,,,
7925,2016.0,Fall,Fall2016,2016_2017,ENW 0332,,,Business Writing,,,,,,
7930,2017.0,Spring,Spring2017,2016_2017,ENW 0338,,,Persuasive Writing,,,,,,
2879,2016.0,Fall,Fall2016,2016_2017,ENW 0339,,,Grant and Proposal Writing,,,,,,
2453,2017.0,Spring,Spring2017,2016_2017,ENW 0340,,,World of Publishing I,,,,,,
2460,2016.0,Fall,Fall2016,2016_2017,ENW 0345,,,Internship,,,,,,
2465,2017.0,Spring,Spring2017,2016_2017,ENW 0346,,,Internship,,,,,,
2871,2017.0,Spring,Spring2017,2016_2017,ENW 0397,,,Journalism Practicum,,,,,,
2765,2017.0,Spring,Spring2017,2016_2017,ENW 0399,,,Advanced Portfolio Workshop,,,,,,
2893,2016.0,Fall,Fall2016,2016_2017,EV 0301,,,Environment Workshop,,,,,,
7964,2016.0,Fall,Fall2016,2016_2017,FE 0001,,,First Year Experience,,,,,,
2975,2017.0,Spring,Spring2017,2016_2017,FI 0101,,,Introduction to Finance,,,,,,
2985,2017.0,Spring,Spring2017,2016_2017,FI 0190,,,Personal Finance,,,,,,
3021,2016.0,Fall,Fall2016,2016_2017,FI 0200,,,Global Capital Markets,,,,,,
3038,2016.0,Fall,Fall2016,2016_2017,FI 0210,,,Principles of Investment,,,,,,
3028,2017.0,Spring,Spring2017,2016_2017,FI 0215,,,Financial Management,,,,,,
7277,2016.0,Fall,Fall2016,2016_2017,FI 0240,,,International Finance,,,,,,
2967,2016.0,Fall,Fall2016,2016_2017,FI 0305,,,Financial Trading and Strategic Simulations,,,,,,
3110,2017.0,Spring,Spring2017,2016_2017,FI 0310,,,Portfolio Analysis,,,,,,
3100,2016.0,Fall,Fall2016,2016_2017,FI 0315,,,Futures and Options Markets,,,,,,
7287,2016.0,Fall,Fall2016,2016_2017,FI 0320,,,Financial Modeling,,,,,,
3085,2017.0,Spring,Spring2017,2016_2017,FI 0325,,,Real Estate Finance,,,,,,
2996,2017.0,Spring,Spring2017,2016_2017,FI 0330,,,Case Studies in Finance,,,,,,
7962,2016.0,Fall,Fall2016,2016_2017,FI 0397,,,Seminar in Finance: Fixed Income,,,,,,
2977,2017.0,Spring,Spring2017,2016_2017,FI 0398,,,Seminar in Finance: Rotman Simulations,,,,,,
3129,2017.0,Summer,Summer2017,2016_2017,FI 0400,,,Principles of Finance,,,,,,
3120,2016.0,Fall,Fall2016,2016_2017,FI 0500,,,Shareholder Value,,,,,,
7956,2016.0,Fall,Fall2016,2016_2017,FI 0530,,,Corporate Finance,,,,,,
3037,2016.0,Fall,Fall2016,2016_2017,FI 0540,,,Investment Analysis,,,,,,
3061,2017.0,Spring,Spring2017,2016_2017,FI 0545,,,Portfolio Management,,,,,,
7284,2017.0,Spring,Spring2017,2016_2017,FI 0555,,,International Financial Management,,,,,,
1859,2017.0,Summer,Summer2017,2016_2017,FI 0560,,,Global Financial Markets and Institutions,,,,,,
3098,2016.0,Fall,Fall2016,2016_2017,FI 0565,,,Derivative Securities,,,,,,
3127,2017.0,Spring,Spring2017,2016_2017,FI 0575,,,Capital Budgeting,,,,,,
3115,2017.0,Summer,Summer2017,2016_2017,FI 0580,,,Financial Risk Management,,,,,,
3112,2017.0,Spring,Spring2017,2016_2017,FI 0595,,,Research Methods in Finance,,,,,,
3244,2016.0,Fall,Fall2016,2016_2017,FR 0110,,,Elementary French I,,,,,,
3256,2017.0,Spring,Spring2017,2016_2017,FR 0111,,,Elementary French II,,,,,,
3246,2016.0,Fall,Fall2016,2016_2017,FR 0210,,,Intermediate French I,,,,,,
3258,2017.0,Spring,Spring2017,2016_2017,FR 0211,,,Intermediate French II,,,,,,
3283,2016.0,Fall,Fall2016,2016_2017,FR 0219,,,French Syntax and Expression,,,,,,
3259,2017.0,Spring,Spring2017,2016_2017,FR 0220,,,Topics in Language and Culture,,,,,,
3273,2017.0,Spring,Spring2017,2016_2017,FR 0251,,,Culture and Civilization of France and the Francophone World I,,,,,,
3247,2016.0,Fall,Fall2016,2016_2017,FR 0301,,,Survey of Literature in French I,,,,,,
3289,2017.0,Spring,Spring2017,2016_2017,FR 0399,,,Capstone Seminar,,,,,,
4209,2017.0,Spring,Spring2017,2016_2017,FT 0099,,,Comprehensive Exam in Marriage and Family Therapy,,,,,,
4220,2016.0,Fall,Fall2016,2016_2017,FT 0433,,,Social Justice and Diversity in Professional Practice,,,,,,
1711,2016.0,Fall,Fall2016,2016_2017,FT 0447,,,Lifespan Human Development,,,,,,
7428,2016.0,Fall,Fall2016,2016_2017,FT 0450,,,Techniques of Narrative and Solution-Focused Therapy,,,,,,
1760,2016.0,Fall,Fall2016,2016_2017,FT 0465,,,Introduction to Substance Abuse and Addictions,,,,,,
4277,2017.0,Summer,Summer2017,2016_2017,FT 0470,,,Professional Practice with LGBTQ Youth and Families,,,,,,
4295,2016.0,Fall,Fall2016,2016_2017,FT 0525,,,"Divorce, Single-Parenting, and Remarriage",,,,,,
4245,2016.0,Fall,Fall2016,2016_2017,FT 0550,,,Introduction to Marriage and Family Therapy,,,,,,
4205,2016.0,Fall,Fall2016,2016_2017,FT 0552,,,Intervention in Structural and Strategic Family Therapy,,,,,,
4243,2016.0,Fall,Fall2016,2016_2017,FT 0553,,,Family Therapy Pre-Practicum,,,,,,
4210,2017.0,Spring,Spring2017,2016_2017,FT 0555,,,Foundations of Marital and Family Therapy,,,,,,
1713,2016.0,Fall,Fall2016,2016_2017,FT 0556,,,Research in Marriage and Family Therapy,,,,,,
4269,2017.0,Spring,Spring2017,2016_2017,FT 0559,,,Practicum in Family Therapy I,,,,,,
4270,2017.0,Spring,Spring2017,2016_2017,FT 0560,,,Practicum in Family Therapy II,,,,,,
4267,2017.0,Spring,Spring2017,2016_2017,FT 0561,,,Advanced Interventions in Family Therapy,,,,,,
4317,2016.0,Fall,Fall2016,2016_2017,FT 0565,,,"Ethical, Legal, and Professional Issues in Family Therapy",,,,,,
1715,2016.0,Fall,Fall2016,2016_2017,FT 0566,,,Substance Abuse and the Family,,,,,,
4268,2017.0,Spring,Spring2017,2016_2017,FT 0567,,,Couples Therapy,,,,,,
8159,2016.0,Fall,Fall2016,2016_2017,FT 0568E,,,Special Topics: Small Business Management,,,,,,
4302,2017.0,Spring,Spring2017,2016_2017,FT 0569,,,Assessment Techniques in Marriage and Family Therapy,,,,,,
4215,2017.0,Summer,Summer2017,2016_2017,FT 0580,,,Internship in Family Therapy I,,,,,,
4216,2017.0,Summer,Summer2017,2016_2017,FT 0581,,,Internship in Family Therapy II,,,,,,
2928,2016.0,Fall,Fall2016,2016_2017,FTM 0010,,,Introduction to Film Studies,,,,,,
7945,2016.0,Fall,Fall2016,2016_2017,FTM 0011,,,Introduction to Film and Video Production,,,,,,
2927,2016.0,Fall,Fall2016,2016_2017,FTM 0101,,,American Cinema: History and Analysis,,,,,,
2936,2017.0,Spring,Spring2017,2016_2017,FTM 0102,,,American Television: History and Analysis,,,,,,
1360,2016.0,Fall,Fall2016,2016_2017,FTM 0103,,,World Cinema,,,,,,
2937,2017.0,Spring,Spring2017,2016_2017,FTM 0104,,,Documentary Cinema,,,,,,
7954,2016.0,Fall,Fall2016,2016_2017,FTM 0108,,,Sports Broadcasting and Remote Television Production,,,,,,
7263,2016.0,Fall,Fall2016,2016_2017,FTM 0120,,,Beginning Screenwriting for Film and Television,,,,,,
7271,2017.0,Spring,Spring2017,2016_2017,FTM 0130,,,Nonlinear Editing for Film and Television,,,,,,
7940,2016.0,Fall,Fall2016,2016_2017,FTM 0131,,,Intermediate Film Production,,,,,,
3859,2016.0,Fall,Fall2016,2016_2017,FTM 0201B,,,Filmmaker Studies: Italian Cinema,,,,,,
2926,2016.0,Fall,Fall2016,2016_2017,FTM 0204,,,African American Cinema,,,,,,
2950,2016.0,Fall,Fall2016,2016_2017,FTM 0205,,,Survey of Film Music: Hearing the Movies,,,,,,
2938,2017.0,Spring,Spring2017,2016_2017,FTM 0207F,,,Film Genres: Horror,,,,,,
7265,2016.0,Fall,Fall2016,2016_2017,FTM 0230,,,Lighting and Cinematography,,,,,,
7953,2017.0,Spring,Spring2017,2016_2017,FTM 0231,,,Documentary and Experimental Film Production,,,,,,
8497,2017.0,Spring,Spring2017,2016_2017,FTM 0235,,,Digital Motion Graphics,,,,,,
2957,2017.0,Spring,Spring2017,2016_2017,FTM 0236,,,Digital Audio Workstation,,,,,,
7264,2016.0,Fall,Fall2016,2016_2017,FTM 0310,,,Capstone Seminar I,,,,,,
7270,2017.0,Spring,Spring2017,2016_2017,FTM 0311,,,Capstone Seminar II,,,,,,
8124,2016.0,Fall,Fall2016,2016_2017,GD 0201,,,Graphic Design I: Making Meaning,,,,,,
8289,2017.0,Spring,Spring2017,2016_2017,GD 0202,,,Graphic Design II: Clients and Collaboration,,,,,,
3337,2016.0,Fall,Fall2016,2016_2017,GM 0110,,,Elementary German I,,,,,,
3346,2017.0,Spring,Spring2017,2016_2017,GM 0111,,,Elementary German II,,,,,,
3339,2016.0,Fall,Fall2016,2016_2017,GM 0210,,,Intermediate German I,,,,,,
3347,2017.0,Spring,Spring2017,2016_2017,GM 0211,,,Intermediate German II,,,,,,
3348,2017.0,Spring,Spring2017,2016_2017,GM 0220,,,Topics in Language and Culture,,,,,,
3338,2016.0,Fall,Fall2016,2016_2017,GM 0251,,,German Civilization and Culture I,,,,,,
1385,2016.0,Fall,Fall2016,2016_2017,GR 0111,,,Elementary Attic Greek,,,,,,
1399,2017.0,Spring,Spring2017,2016_2017,GR 0210,,,Intermediate Greek Readings I,,,,,,
8125,2016.0,Fall,Fall2016,2016_2017,HE 0110,,,Elementary Hebrew I,,,,,,
8126,2017.0,Spring,Spring2017,2016_2017,HE 0111,,,Elementary Hebrew II,,,,,,
317,2017.0,Spring,Spring2017,2016_2017,HI 0010,,,Origins of the Modern World Since 1500,,,,,,
3472,2016.0,Fall,Fall2016,2016_2017,HI 0201,,,History of Western Science,,,,,,
3481,2017.0,Spring,Spring2017,2016_2017,HI 0202,,,"Health and Healing in America, 1650-1980: History of Western Medicine",,,,,,
3465,2017.0,Spring,Spring2017,2016_2017,HI 0210,,,The Third Reich,,,,,,
3456,2016.0,Fall,Fall2016,2016_2017,HI 0212,,,Modern Germany: From Reich to Republic,,,,,,
3455,2016.0,Fall,Fall2016,2016_2017,HI 0213,,,In the Wake of Destruction: Europe Since World War II,,,,,,
3415,2016.0,Fall,Fall2016,2016_2017,HI 0215,,,Ireland: Middle Ages to the Present,,,,,,
3429,2017.0,Spring,Spring2017,2016_2017,HI 0216,,,Rise of the British Empire,,,,,,
7332,2017.0,Spring,Spring2017,2016_2017,HI 0230,,,Early Modern France,,,,,,
3392,2017.0,Summer,Summer2017,2016_2017,HI 0239,,,20th Century United States,,,,,,
3525,2017.0,Spring,Spring2017,2016_2017,HI 0245,,,Feminism in the United States,,,,,,
3511,2016.0,Fall,Fall2016,2016_2017,HI 0246,,,Women and Gender in U.S. History,,,,,,
330,2017.0,Spring,Spring2017,2016_2017,HI 0257,,,Who Built America? Working People in America,,,,,,
3528,2017.0,Spring,Spring2017,2016_2017,HI 0263,,,Inventing Themselves: African-American Women in U.S. History,,,,,,
7300,2016.0,Fall,Fall2016,2016_2017,HI 0265,,,"History of the Indian Subcontinent: Colonialism, Nationalism, and Democracy, c.1857-Today",,,,,,
3384,2017.0,Spring,Spring2017,2016_2017,HI 0270,,,History of Global Humanitarian Action,,,,,,
2805,2017.0,Spring,Spring2017,2016_2017,HI 0273,,,History and Culture of Central and Eastern Europe Since 1945,,,,,,
3374,2016.0,Fall,Fall2016,2016_2017,HI 0274,,,Historical Perspectives on Contemporary Global Crises,,,,,,
3376,2016.0,Fall,Fall2016,2016_2017,HI 0275,,,Russia's Road to Revolution,,,,,,
3447,2017.0,Spring,Spring2017,2016_2017,HI 0280,,,The West and the Middle East,,,,,,
6967,2016.0,Fall,Fall2016,2016_2017,HI 0285,,,Modern China:1800 to Present,,,,,,
6969,2016.0,Fall,Fall2016,2016_2017,HI 0286,,,The Rise of Modern Japan: 1800 to Present,,,,,,
3402,2016.0,Fall,Fall2016,2016_2017,HI 0297,,,"Power, Politics, History: US-Latin American Relations from the 1800s to the Present",,,,,,
3537,2016.0,Fall,Fall2016,2016_2017,HI 0298,,,Historical Geography,,,,,,
3466,2017.0,Spring,Spring2017,2016_2017,HI 0303,,,What If? Alternate History and the Historical Imagination,,,,,,
3427,2017.0,Spring,Spring2017,2016_2017,HI 0323,,,England: Reformation to Revolution,,,,,,
1412,2016.0,Fall,Fall2016,2016_2017,HI 0325,,,Athenian Democracy and Empire,,,,,,
316,2017.0,Spring,Spring2017,2016_2017,HI 0331,,,American Revolution and the New Nation,,,,,,
3510,2016.0,Fall,Fall2016,2016_2017,HI 0335,,,Civil War and Reconstruction,,,,,,
3438,2016.0,Fall,Fall2016,2016_2017,HI 0371,,,Arab-Israeli Conflict,,,,,,
5539,2016.0,Fall,Fall2016,2016_2017,HR 0100,,,Ideas That Shaped the West,,,,,,
1025,2017.0,Spring,Spring2017,2016_2017,HR 0101,,,Minds and Bodies,,,,,,
3509,2016.0,Fall,Fall2016,2016_2017,HR 0200,,,Challenges to the Western Tradition,,,,,,
6265,2017.0,Spring,Spring2017,2016_2017,HR 0201,,,Non-Western Culture: Islamic Perspectives in Transition: From Eternity to Modernity,,,,,,
1343,2016.0,Fall,Fall2016,2016_2017,HR 0202,,,Honors Seminar: Introduction to Forensic Science,,,,,,
3815,2017.0,Spring,Spring2017,2016_2017,HR 0300,,,"Interdisciplinary Inquiry: International Migration through Literature, Film, and News Media",,,,,,
1583,2016.0,Fall,Fall2016,2016_2017,HS 0101,,,Introduction to Health Studies,,,,,,
889,2017.0,Spring,Spring2017,2016_2017,HS 0399,,,Health Studies Capstone,,,,,,
7707,2017.0,Spring,Spring2017,2016_2017,HU 0301,,,Humanities Institute Seminar,,,,,,
3816,2017.0,Spring,Spring2017,2016_2017,IL 0050,,,"People, Places, and Global Issues",,,,,,
3763,2016.0,Fall,Fall2016,2016_2017,IL 0051,,,International Relations: Theories and Challenges,,,,,,
387,2017.0,Spring,Spring2017,2016_2017,IL 0052,,,Culture and Political Economy,,,,,,
7126,2016.0,Fall,Fall2016,2016_2017,IL 0053,,,Introduction to Economics,,,,,,
3770,2017.0,Spring,Spring2017,2016_2017,IL 0152,,,International Human Rights,,,,,,
3778,2017.0,Summer,Summer2017,2016_2017,IL 0197,,,United Nations Security Council Crisis Simulation,,,,,,
3772,2017.0,Spring,Spring2017,2016_2017,IL 0300,,,Senior Capstone Seminar,,,,,,
3711,2017.0,Summer,Summer2017,2016_2017,IN 0107,,,Color Design,,,,,,
