,YEAR,SEMESTER,term,CatalogYear,Catalog_ID,program_name,program_code,Title,credits,Prereqs,Coreqs,Fees,Attributes,Description
757,2016.0,Fall,Fall2016,2016_2017,BI 0107L,,,Human Anatomy and Physiology Lab I,,,,,,
768,2017.0,Spring,Spring2017,2016_2017,BI 0108,,,Human Anatomy & Physiology II,,,,,,
769,2017.0,Spring,Spring2017,2016_2017,BI 0108L,,,Human Anatomy and Physiology Lab II,,,,,,
6983,2016.0,Fall,Fall2016,2016_2017,BI 0151,,,Elements of Microbiology,,,,,,
6984,2016.0,Fall,Fall2016,2016_2017,BI 0151L,,,Elements of Microbiology Lab,,,,,,
916,2017.0,Summer,Summer2017,2016_2017,BI 0170,,,General Biology I,,,,,,
862,2016.0,Fall,Fall2016,2016_2017,BI 0170L,,,General Biology I Lab,,,,,,
632,2016.0,Fall,Fall2016,2016_2017,BI 0170P,,,General Biology I PLG,,,,,,
7011,2017.0,Spring,Spring2017,2016_2017,BI 0171,,,General Biology II,,,,,,
708,2017.0,Spring,Spring2017,2016_2017,BI 0171L,,,General Biology II Lab,,,,,,
668,2017.0,Spring,Spring2017,2016_2017,BI 0171P,,,General Biology II PLG,,,,,,
1017,2016.0,Fall,Fall2016,2016_2017,BI 0172,,,General Biology III,,,,,,
896,2016.0,Fall,Fall2016,2016_2017,BI 0172L,,,General Biology III Lab,,,,,,
1027,2017.0,Spring,Spring2017,2016_2017,BI 0218,,,Vertebrate Zoology,,,,,,
1028,2017.0,Spring,Spring2017,2016_2017,BI 0218L,,,Vertebrate Zoology Lab,,,,,,
937,2017.0,Spring,Spring2017,2016_2017,BI 0260,,,Ecology,,,,,,
938,2017.0,Spring,Spring2017,2016_2017,BI 0260L,,,Ecology Lab,,,,,,
850,2017.0,Spring,Spring2017,2016_2017,BI 0261,,,Genetics,,,,,,
851,2017.0,Spring,Spring2017,2016_2017,BI 0261L,,,Genetics Lab,,,,,,
7851,2016.0,Fall,Fall2016,2016_2017,BI 0262,,,Human Physiology,,,,,,
967,2016.0,Fall,Fall2016,2016_2017,BI 0262L,,,Human Physiology Lab,,,,,,
726,2017.0,Spring,Spring2017,2016_2017,BI 0310,,,Community Nutrition,,,,,,
727,2017.0,Spring,Spring2017,2016_2017,BI 0310L,,,Community Nutrition Lab,,,,,,
7031,2017.0,Spring,Spring2017,2016_2017,BI 0315,,,Anatomy: Form and Function,,,,,,
722,2016.0,Fall,Fall2016,2016_2017,BI 0317,,,Epidemiology and Applied Biostatistics,,,,,,
721,2016.0,Fall,Fall2016,2016_2017,BI 0317L,,,Epidemiology & Applied Biostatistics Lab,,,,,,
974,2016.0,Fall,Fall2016,2016_2017,BI 0324,,,Biochemistry I,,,,,,
976,2016.0,Fall,Fall2016,2016_2017,BI 0324L,,,Biochemistry I Lab,,,,,,
7000,2016.0,Fall,Fall2016,2016_2017,BI 0325,,,Biochemistry II,,,,,,
7002,2016.0,Fall,Fall2016,2016_2017,BI 0325L,,,Biochemistry II Lab,,,,,,
7022,2017.0,Spring,Spring2017,2016_2017,BI 0327,,,Cell Biology,,,,,,
7023,2017.0,Spring,Spring2017,2016_2017,BI 0327L,,,Cell Biology Lab,,,,,,
702,2016.0,Fall,Fall2016,2016_2017,BI 0352,,,Fundamentals of Microbiology,,,,,,
989,2016.0,Fall,Fall2016,2016_2017,BI 0352L,,,Fundamentals of Microbiology Lab,,,,,,
864,2016.0,Fall,Fall2016,2016_2017,BI 0354,,,Molecular Biology,,,,,,
998,2016.0,Fall,Fall2016,2016_2017,BI 0362,,,Marine Invertebrate Zoology,,,,,,
999,2016.0,Fall,Fall2016,2016_2017,BI 0362L,,,Marine Invertebrate Zoology Lab,,,,,,
1015,2016.0,Fall,Fall2016,2016_2017,BI 0365,,,Evolutionary Biology,,,,,,
1016,2016.0,Fall,Fall2016,2016_2017,BI 0365L,,,Evolutionary Biology Lab,,,,,,
963,2017.0,Spring,Spring2017,2016_2017,BI 0366,,,Ornithology,,,,,,
964,2017.0,Spring,Spring2017,2016_2017,BI 0366L,,,Ornithology Lab,,,,,,
941,2017.0,Spring,Spring2017,2016_2017,BI 0372,,,Environmental Toxicology,,,,,,
942,2017.0,Spring,Spring2017,2016_2017,BI 0372L,,,Environmental Toxicology Lab,,,,,,
846,2017.0,Spring,Spring2017,2016_2017,BI 0391,,,Biology Research I,,,,,,
847,2017.0,Spring,Spring2017,2016_2017,BI 0392,,,Biology Research II,,,,,,
848,2017.0,Spring,Spring2017,2016_2017,BI 0393,,,Biology Research III,,,,,,
849,2017.0,Spring,Spring2017,2016_2017,BI 0394,,,Biology Research IV,,,,,,
703,2016.0,Fall,Fall2016,2016_2017,BI 0399C,,,Senior Capstone Seminar: Bacterial Pathogenesis,,,,,,
884,2016.0,Fall,Fall2016,2016_2017,BI 0399D,,,Senior Capstone Seminar: Nutritional Epigenetics,,,,,,
1010,2017.0,Spring,Spring2017,2016_2017,BI 0399F,,,Senior Capstone Seminar: Coral Reef Ecology,,,,,,
955,2017.0,Spring,Spring2017,2016_2017,BI 0399G,,,Senior Capstone Seminar: Ecology of the North Atlantic Coast,,,,,,
7010,2017.0,Spring,Spring2017,2016_2017,BI 0399J,,,Capstone: Pathophysiology of Bone and Cartilage,,,,,,
5721,2017.0,Spring,Spring2017,2016_2017,BL 0101,,,Black Lives Matter,,,,,,
1045,2016.0,Fall,Fall2016,2016_2017,BU 0211,,,Legal Environment of Business,,,,,,
1057,2017.0,Spring,Spring2017,2016_2017,BU 0220,,,Environmental Law and Policy,,,,,,
1044,2016.0,Fall,Fall2016,2016_2017,BU 0320,,,Employment Law and Discrimination in the Workplace,,,,,,
1140,2016.0,Fall,Fall2016,2016_2017,CH 0010,,,Chemistry: Sights and Insights,,,,,,
1261,2016.0,Fall,Fall2016,2016_2017,CH 0033,,,Chemistry of Nutrition,,,,,,
7039,2016.0,Fall,Fall2016,2016_2017,CH 0072,,,Philosophy and Biochemistry of Food and Eating Practices,,,,,,
927,2016.0,Fall,Fall2016,2016_2017,CH 0076,,,Environmental Science,,,,,,
1168,2016.0,Fall,Fall2016,2016_2017,CH 0084,,,General Chemistry for Health Science,,,,,,
1141,2016.0,Fall,Fall2016,2016_2017,CH 0084L,,,General Chemistry for Health Science Lab,,,,,,
1192,2016.0,Fall,Fall2016,2016_2017,CH 0085,,,"Chemistry, Energy, and the Environment",,,,,,
1204,2016.0,Fall,Fall2016,2016_2017,CH 0086,,,Chemistry and Art,,,,,,
1268,2017.0,Spring,Spring2017,2016_2017,CH 0087,,,Molecules of Life,,,,,,
1228,2016.0,Fall,Fall2016,2016_2017,CH 0111,,,General Chemistry I,,,,,,
1213,2016.0,Fall,Fall2016,2016_2017,CH 0111L,,,General Chemistry I Lab,,,,,,
1236,2017.0,Spring,Spring2017,2016_2017,CH 0112,,,General Chemistry II,,,,,,
1220,2017.0,Spring,Spring2017,2016_2017,CH 0112L,,,General Chemistry II Lab,,,,,,
978,2016.0,Fall,Fall2016,2016_2017,CH 0211,,,Organic Chemistry I,,,,,,
1194,2016.0,Fall,Fall2016,2016_2017,CH 0211L,,,Organic Chemistry I Lab,,,,,,
984,2017.0,Spring,Spring2017,2016_2017,CH 0212,,,Organic Chemistry II,,,,,,
986,2017.0,Spring,Spring2017,2016_2017,CH 0212L,,,Organic Chemistry II Lab,,,,,,
1350,2017.0,Spring,Spring2017,2016_2017,CH 0222,,,Chemical Analysis,,,,,,
1351,2017.0,Spring,Spring2017,2016_2017,CH 0222L,,,Chemical Analysis Lab,,,,,,
1306,2016.0,Fall,Fall2016,2016_2017,CH 0261,,,Physical Chemistry I,,,,,,
1307,2016.0,Fall,Fall2016,2016_2017,CH 0261L,,,Physical Chemistry I Lab,,,,,,
1255,2017.0,Spring,Spring2017,2016_2017,CH 0262,,,Physical Chemistry II,,,,,,
1256,2017.0,Spring,Spring2017,2016_2017,CH 0262L,,,Physical Chemistry II Lab,,,,,,
975,2016.0,Fall,Fall2016,2016_2017,CH 0324,,,Biochemistry I,,,,,,
977,2016.0,Fall,Fall2016,2016_2017,CH 0324L,,,Biochemistry I Lab,,,,,,
7001,2016.0,Fall,Fall2016,2016_2017,CH 0325,,,Biochemistry II,,,,,,
7003,2016.0,Fall,Fall2016,2016_2017,CH 0325L,,,Biochemistry II Lab,,,,,,
1341,2016.0,Fall,Fall2016,2016_2017,CH 0326,,,Chemical Instrumentation,,,,,,
1312,2017.0,Spring,Spring2017,2016_2017,CH 0326L,,,Instrumental-Analytical Chemistry Lab,,,,,,
1226,2016.0,Fall,Fall2016,2016_2017,CH 0341,,,Advanced Inorganic Chemistry,,,,,,
1227,2016.0,Fall,Fall2016,2016_2017,CH 0341L,,,Advanced Inorganic Chemistry Lab,,,,,,
979,2016.0,Fall,Fall2016,2016_2017,CH 0398,,,Research and Seminar,,,,,,
1358,2016.0,Fall,Fall2016,2016_2017,CI 0110,,,Elementary Chinese I,,,,,,
1370,2017.0,Spring,Spring2017,2016_2017,CI 0111,,,Elementary Chinese II,,,,,,
1359,2016.0,Fall,Fall2016,2016_2017,CI 0210,,,Intermediate Chinese I,,,,,,
1371,2017.0,Spring,Spring2017,2016_2017,CI 0211,,,Intermediate Chinese II,,,,,,
1400,2017.0,Spring,Spring2017,2016_2017,CL 0107,,,Masterpieces of Roman Literature in English Translation,,,,,,
1419,2017.0,Spring,Spring2017,2016_2017,CL 0115,,,Greek Civilization,,,,,,
1413,2016.0,Fall,Fall2016,2016_2017,CL 0116,,,Roman Civilization,,,,,,
1387,2016.0,Fall,Fall2016,2016_2017,CL 0127,,,Romantic Love in Greek and Roman Literature,,,,,,
1411,2016.0,Fall,Fall2016,2016_2017,CL 0325,,,Athenian Democracy and Empire,,,,,,
1782,2016.0,Fall,Fall2016,2016_2017,CN 0099,,,Comp Exam: Clin Mental Health,,,,,,
8583,2017.0,Summer,Summer2017,2016_2017,CN 0410,,,Grief and Loss Counseling,,,,,,
1763,2017.0,Spring,Spring2017,2016_2017,CN 0432,,,"Clinical Mental Health Counseling: Management, Delivery, and Evaluation",,,,,,
7872,2016.0,Fall,Fall2016,2016_2017,CN 0433,,,Multicultural Issues in Counseling,,,,,,
1800,2017.0,Summer,Summer2017,2016_2017,CN 0446,,,Spirituality and Counseling,,,,,,
1710,2016.0,Fall,Fall2016,2016_2017,CN 0447,,,Lifespan Human Development,,,,,,
1744,2016.0,Fall,Fall2016,2016_2017,CN 0455,,,Group Work: Theory & Practice,,,,,,
1698,2017.0,Spring,Spring2017,2016_2017,CN 0457,,,Career Development: Theory and Practice,,,,,,
1759,2016.0,Fall,Fall2016,2016_2017,CN 0465,,,Introduction to Substance Abuse and Addictions,,,,,,
1724,2017.0,Spring,Spring2017,2016_2017,CN 0467,,,Assessment in Counseling,,,,,,
1770,2016.0,Fall,Fall2016,2016_2017,CN 0468,,,Professional Issues in Counseling,,,,,,
7873,2016.0,Fall,Fall2016,2016_2017,CN 0500,,,Theories of Counseling and Psychotherapy,,,,,,
8346,2017.0,Summer,Summer2017,2016_2017,CN 0515,,,Trauma and Crisis Intervention,,,,,,
1734,2017.0,Summer,Summer2017,2016_2017,CN 0524,,,Domestic Violence in Nicaragua,,,,,,
7875,2017.0,Spring,Spring2017,2016_2017,CN 0531,,,"School Counseling: Procedures, Organization, and Evaluation",,,,,,
1678,2016.0,Fall,Fall2016,2016_2017,CN 0553,,,Counseling Relationships and Skills,,,,,,
1677,2016.0,Fall,Fall2016,2016_2017,CN 0558,,,Counseling Practicum,,,,,,
1714,2016.0,Fall,Fall2016,2016_2017,CN 0565,,,Substance Abuse and the Family,,,,,,
1712,2016.0,Fall,Fall2016,2016_2017,CN 0566,,,Research Methodology,,,,,,
1746,2016.0,Fall,Fall2016,2016_2017,CN 0585,,,Introduction to Clinical Supervision,,,,,,
1692,2017.0,Summer,Summer2017,2016_2017,CN 0590C,,,Internship: Clinical Mental Health Counseling,,,,,,
1803,2016.0,Fall,Fall2016,2016_2017,CN 0590S,,,Internship: School Counseling,,,,,,
1429,2016.0,Fall,Fall2016,2016_2017,CO 0100,,,Human Communication Theories,,,,,,
1467,2016.0,Fall,Fall2016,2016_2017,CO 0101,,,Argument and Advocacy,,,,,,
7862,2016.0,Fall,Fall2016,2016_2017,CO 0102,,,Introduction to Public Relations,,,,,,
1440,2017.0,Spring,Spring2017,2016_2017,CO 0130,,,Mass Media and Society,,,,,,
1449,2016.0,Fall,Fall2016,2016_2017,CO 0200,,,Interpersonal Communication Theories,,,,,,
1458,2017.0,Spring,Spring2017,2016_2017,CO 0201,,,Persuasion,,,,,,
1584,2016.0,Fall,Fall2016,2016_2017,CO 0220,,,Introduction to Organizational Communication,,,,,,
7870,2016.0,Fall,Fall2016,2016_2017,CO 0231,,,Media Institutions,,,,,,
7869,2017.0,Spring,Spring2017,2016_2017,CO 0237,,,"Sports, Media, and Culture",,,,,,
1428,2016.0,Fall,Fall2016,2016_2017,CO 0238,,,Communication and Popular Culture,,,,,,
1539,2016.0,Fall,Fall2016,2016_2017,CO 0239,,,Consumer Culture,,,,,,
1611,2016.0,Fall,Fall2016,2016_2017,CO 0241,,,Communication and Culture: East and West,,,,,,
1562,2017.0,Spring,Spring2017,2016_2017,CO 0242,,,"Alcohol, Addiction and Culture",,,,,,
1568,2017.0,Summer,Summer2017,2016_2017,CO 0246,,,Family Communication,,,,,,
1582,2016.0,Fall,Fall2016,2016_2017,CO 0248,,,Health Communication,,,,,,
1598,2017.0,Spring,Spring2017,2016_2017,CO 0248H,,,Health Communication for Healthcare Professionals,,,,,,
1519,2016.0,Fall,Fall2016,2016_2017,CO 0309,,,Research Projects in Communication: Capstone,,,,,,
1527,2017.0,Spring,Spring2017,2016_2017,CO 0324,,,Crisis Communication,,,,,,
2864,2016.0,Fall,Fall2016,2016_2017,CO 0331,,,American Media / American History,,,,,,
1448,2016.0,Fall,Fall2016,2016_2017,CO 0332,,,Children as Media Consumers,,,,,,
1438,2017.0,Spring,Spring2017,2016_2017,CO 0335,,,"Globalization, Media, and Culture",,,,,,
1621,2017.0,Spring,Spring2017,2016_2017,CO 0340,,,Conflict Communication,,,,,,
1595,2017.0,Spring,Spring2017,2016_2017,CO 0341,,,End of Life Communication,,,,,,
1597,2017.0,Spring,Spring2017,2016_2017,CO 0343,,,Ethics and Medical Marketing Communication,,,,,,
1613,2016.0,Fall,Fall2016,2016_2017,CO 0345,,,Relational Communication,,,,,,
1556,2016.0,Fall,Fall2016,2016_2017,CO 0346,,,Communication and Spirituality,,,,,,
1585,2016.0,Fall,Fall2016,2016_2017,CO 0410,,,Perspectives and Theories in Organizational Communication,,,,,,
1620,2017.0,Spring,Spring2017,2016_2017,CO 0420,,,Communication Research Design and Methodologies,,,,,,
1602,2017.0,Summer,Summer2017,2016_2017,CO 0430,,,Written Communication,,,,,,
1596,2017.0,Spring,Spring2017,2016_2017,CO 0497D,,,End of Life Communication,,,,,,
1614,2016.0,Fall,Fall2016,2016_2017,CO 0497N,,,Relational Communication,,,,,,
1622,2017.0,Spring,Spring2017,2016_2017,CO 0497O,,,Conflict Communication,,,,,,
1544,2017.0,Spring,Spring2017,2016_2017,CO 0539,,,Advertising and Consumer Communication,,,,,,
1612,2016.0,Fall,Fall2016,2016_2017,CO 0540,,,Intercultural Communication,,,,,,
1512,2017.0,Spring,Spring2017,2016_2017,CO 0545,,,"Race, Identity, and Representation",,,,,,
2312,2017.0,Spring,Spring2017,2016_2017,CR 0245,,,Digital Design I,,,,,,
1642,2017.0,Spring,Spring2017,2016_2017,CR 0245L,,,Digital Design I Lab,,,,,,
1633,2016.0,Fall,Fall2016,2016_2017,CR 0246,,,Digital Electronics Design II,,,,,,
2311,2017.0,Spring,Spring2017,2016_2017,CR 0320,,,Computer Networks,,,,,,
7087,2016.0,Fall,Fall2016,2016_2017,CR 0325,,,Computer Graphics,,,,,,
2346,2016.0,Fall,Fall2016,2016_2017,CR 0331,,,Biomedical Signal Processing,,,,,,
7091,2017.0,Spring,Spring2017,2016_2017,CR 0333,,,Biomedical Visualization,,,,,,
7099,2016.0,Fall,Fall2016,2016_2017,CR 0346,,,Computer System Architecture,,,,,,
7116,2016.0,Fall,Fall2016,2016_2017,CS 0101,,,Introduction to Computing,,,,,,
7120,2017.0,Spring,Spring2017,2016_2017,CS 0131,,,Fundamentals of Programming,,,,,,
6467,2016.0,Fall,Fall2016,2016_2017,CS 0232,,,Data Structures,,,,,,
6485,2017.0,Spring,Spring2017,2016_2017,CS 0331,,,Operating Systems,,,,,,
6484,2017.0,Spring,Spring2017,2016_2017,CS 0343,,,Analysis of Algorithms,,,,,,
1812,2016.0,Fall,Fall2016,2016_2017,EC 0011,,,Introduction to Microeconomics,,,,,,
1824,2017.0,Spring,Spring2017,2016_2017,EC 0012,,,Introduction to Macroeconomics,,,,,,
7134,2017.0,Spring,Spring2017,2016_2017,EC 0120,,,Environmental Economics,,,,,,
1868,2016.0,Fall,Fall2016,2016_2017,EC 0140,,,Health Economics,,,,,,
1912,2017.0,Spring,Spring2017,2016_2017,EC 0150,,,Media Economics,,,,,,
1895,2017.0,Spring,Spring2017,2016_2017,EC 0152,,,Economics of Sport,,,,,,
1977,2016.0,Fall,Fall2016,2016_2017,EC 0204,,,Intermediate Microeconomic Theory,,,,,,
1979,2016.0,Fall,Fall2016,2016_2017,EC 0204L,,,Intermediate Microeconomic Theory Lab,,,,,,
7145,2017.0,Spring,Spring2017,2016_2017,EC 0205,,,Intermediate Macroeconomic Theory,,,,,,
7147,2017.0,Spring,Spring2017,2016_2017,EC 0205L,,,Intermediate Macroeconomic Theory Lab,,,,,,
1838,2016.0,Fall,Fall2016,2016_2017,EC 0210,,,Money and Banking,,,,,,
1823,2017.0,Spring,Spring2017,2016_2017,EC 0231,,,International Trade,,,,,,
1811,2016.0,Fall,Fall2016,2016_2017,EC 0233,,,International Economic Policy and Finance,,,,,,
1926,2017.0,Spring,Spring2017,2016_2017,EC 0235,,,Economic Development of Third World Nations,,,,,,
1887,2016.0,Fall,Fall2016,2016_2017,EC 0252,,,Urban Economics,,,,,,
1924,2016.0,Fall,Fall2016,2016_2017,EC 0278,,,Statistics,,,,,,
1922,2016.0,Fall,Fall2016,2016_2017,EC 0278L,,,Economic Statistics Lab,,,,,,
1923,2016.0,Fall,Fall2016,2016_2017,EC 0290,,,Mathematical Economics,,,,,,
