,YEAR,SEMESTER,term,CatalogYear,Catalog_ID,program_name,program_code,Title,credits,Prereqs,Coreqs,Fees,Attributes,Description
2066,2015.0,Fall,Fall2015,2015_2016,ED 0559,,,Empowering Struggling Readers and Writers in the Elementary Grades,,,,,,
2097,2016.0,Summer,Summer2016,2015_2016,ED 0561,,,Summer Institute in the Teaching of Writing,,,,,,
2162,2016.0,Summer,Summer2016,2015_2016,ED 0572,,,Guided Research in Science,,,,,,
2155,2015.0,Fall,Fall2015,2015_2016,ED 0573,,,Instructional Issues in Teaching Science,,,,,,
2071,2016.0,Spring,Spring2016,2015_2016,ED 0584,,,Reflective Practice Seminar: Elementary Education,,,,,,
2083,2016.0,Spring,Spring2016,2015_2016,ED 0589,,,English Seminar,,,,,,
2159,2016.0,Spring,Spring2016,2015_2016,ED 0592,,,Science Seminar,,,,,,
6879,2016.0,Spring,Spring2016,2015_2016,ED 0593,,,World Language Seminar,,,,,,
2059,2016.0,Spring,Spring2016,2015_2016,ED 0594,,,Social Studies/History Seminar,,,,,,
2115,2016.0,Spring,Spring2016,2015_2016,ED 0599,,,Professional Writing Seminar: Product of Learning,,,,,,
7208,2015.0,Fall,Fall2015,2015_2016,EE 0207,,,Electronic Materials,,,,,,
2343,2015.0,Fall,Fall2015,2015_2016,EE 0213,,,Intro to Electric Circuits,,,,,,
1630,2015.0,Fall,Fall2015,2015_2016,EE 0213L,,,Electric Circuits Lab (PS/EG),,,,,,
2356,2016.0,Spring,Spring2016,2015_2016,EE 0221,,,Frequency Domain Circuit Analysis,,,,,,
2344,2015.0,Fall,Fall2015,2015_2016,EE 0231,,,Introduction to Electronics Circuits and Devices,,,,,,
2271,2015.0,Fall,Fall2015,2015_2016,EE 0231L,,,Electronics Circuits Lab,,,,,,
2345,2015.0,Fall,Fall2015,2015_2016,EE 0301,,,Signal & Systems I,,,,,,
2353,2016.0,Spring,Spring2016,2015_2016,EE 0331,,,Analog Electronics Design,,,,,,
2286,2016.0,Spring,Spring2016,2015_2016,EE 0331L,,,Analog Electronics Lab,,,,,,
2329,2016.0,Spring,Spring2016,2015_2016,EE 0335,,,Microelectronics,,,,,,
2252,2015.0,Fall,Fall2015,2015_2016,EE 0346,,,Embedded Microcontrollers,,,,,,
2254,2015.0,Fall,Fall2015,2015_2016,EE 0346L,,,Microcontroller Lab,,,,,,
2287,2016.0,Spring,Spring2016,2015_2016,EE 0360,,,Power Electronics,,,,,,
2297,2016.0,Summer,Summer2016,2015_2016,EE 0361,,,Green Power Generation,,,,,,
2355,2016.0,Spring,Spring2016,2015_2016,EE 0379,,,Communication Systems,,,,,,
7213,2015.0,Fall,Fall2015,2015_2016,EE 0385,,,Power Generation and Distribution,,,,,,
2320,2015.0,Fall,Fall2015,2015_2016,EG 0031,,,Fundamentals of Engineering I,,,,,,
7103,2016.0,Spring,Spring2016,2015_2016,EG 0145,,,Mathematical Analysis,,,,,,
2364,2015.0,Fall,Fall2015,2015_2016,EG 0390,,,Senior Design Project I,,,,,,
2373,2016.0,Spring,Spring2016,2015_2016,EG 0391,,,Senior Design Project II,,,,,,
2384,2015.0,Fall,Fall2015,2015_2016,EG 0410,,,English Skills for Engineering Graduate Students,,,,,,
2102,2015.0,Fall,Fall2015,2015_2016,EN 0011,,,Texts and Contexts I: Writing as Craft and Inquiry,,,,,,
2106,2016.0,Spring,Spring2016,2015_2016,EN 0012,,,Texts and Contexts II: Writing About Literature,,,,,,
1398,2016.0,Spring,Spring2016,2015_2016,EN 0100C,,,Special Topics: Ancient Historians as Literature,,,,,,
338,2015.0,Fall,Fall2015,2015_2016,EN 0102,,,Introduction to Contemporary World Literature,,,,,,
2791,2016.0,Spring,Spring2016,2015_2016,EN 0103,,,Fairy Tales,,,,,,
1383,2015.0,Fall,Fall2015,2015_2016,EN 0106,,,Masterpieces of Greek Literature in English Translation,,,,,,
1394,2016.0,Spring,Spring2016,2015_2016,EN 0108,,,Myth in Classical Literature,,,,,,
2803,2016.0,Spring,Spring2016,2015_2016,EN 0111,,,International Short Fiction,,,,,,
2799,2015.0,Fall,Fall2015,2015_2016,EN 0112,,,19th-Century Russian Novel and World Literature,,,,,,
2808,2015.0,Fall,Fall2015,2015_2016,EN 0113,,,Literature of the Holocaust,,,,,,
2486,2015.0,Fall,Fall2015,2015_2016,EN 0114,,,"Caribbean Literature: History, Culture, and Identity",,,,,,
1369,2016.0,Spring,Spring2016,2015_2016,EN 0118,,,Modern China through Fiction and Film,,,,,,
353,2015.0,Fall,Fall2015,2015_2016,EN 0120,,,American Women Playwrights,,,,,,
2820,2016.0,Spring,Spring2016,2015_2016,EN 0122,,,The Frontier in American Literature,,,,,,
2488,2015.0,Fall,Fall2015,2015_2016,EN 0123,,,Ethnic American Literature,,,,,,
360,2016.0,Spring,Spring2016,2015_2016,EN 0125,,,American Drama,,,,,,
2746,2015.0,Fall,Fall2015,2015_2016,EN 0126,,,American Social Protest Literature,,,,,,
2593,2015.0,Fall,Fall2015,2015_2016,EN 0130,,,Literature by Women: Vision and Revision,,,,,,
2737,2016.0,Spring,Spring2016,2015_2016,EN 0131,,,Contemporary Women Writers of Color,,,,,,
336,2015.0,Fall,Fall2015,2015_2016,EN 0135,,,Graphic Novels as Thriller and Chillers,,,,,,
2470,2015.0,Fall,Fall2015,2015_2016,EN 0141,,,Imagining Shakespeare,,,,,,
2826,2015.0,Fall,Fall2015,2015_2016,EN 0161,,,Irish Literature,,,,,,
2849,2016.0,Summer,Summer2016,2015_2016,EN 0162,,,Irish Women Writers,,,,,,
2459,2015.0,Fall,Fall2015,2015_2016,EN 0172,,,Literacy and Language,,,,,,
2493,2016.0,Spring,Spring2016,2015_2016,EN 0202,,,American Poetry,,,,,,
2782,2015.0,Fall,Fall2015,2015_2016,EN 0203,,,English Epic,,,,,,
2480,2016.0,Spring,Spring2016,2015_2016,EN 0214,,,Shakespeare II,,,,,,
337,2015.0,Fall,Fall2015,2015_2016,EN 0215,,,Introduction to 18th Century British Literature,,,,,,
2747,2015.0,Fall,Fall2015,2015_2016,EN 0231,,,Early American Literature,,,,,,
2818,2016.0,Spring,Spring2016,2015_2016,EN 0233,,,American Literature: 20th Century to the Present,,,,,,
2598,2016.0,Spring,Spring2016,2015_2016,EN 0235,,,Edith Wharton and Her Circle,,,,,,
345,2016.0,Spring,Spring2016,2015_2016,EN 0291,,,Gender and Sexualilty in Film and Literature,,,,,,
2458,2015.0,Fall,Fall2015,2015_2016,EN 0292,,,Contemporary Children's Literature,,,,,,
2479,2016.0,Spring,Spring2016,2015_2016,EN 0314,,,Renaissance Eros,,,,,,
2828,2015.0,Fall,Fall2015,2015_2016,EN 0319,,,James Joyce,,,,,,
2592,2015.0,Fall,Fall2015,2015_2016,EN 0333,,,American Realism &  Naturalism,,,,,,
2812,2015.0,Fall,Fall2015,2015_2016,EN 0334,,,American Modernism,,,,,,
2729,2015.0,Fall,Fall2015,2015_2016,EN 0336,,,Seminar on Toni Morrison,,,,,,
2504,2016.0,Spring,Spring2016,2015_2016,EN 0352,,,Cultural Studies Theory,,,,,,
2790,2016.0,Spring,Spring2016,2015_2016,EN 0372,,,All About Eve,,,,,,
2834,2016.0,Spring,Spring2016,2015_2016,EN 0390,,,Literature Capstone,,,,,,
7185,2016.0,Summer,Summer2016,2015_2016,EN 0405,,,Literature for Young Adults,,,,,,
7256,2015.0,Fall,Fall2015,2015_2016,EN 0411,,,Teaching Writing in the 3-12 Classroom,,,,,,
2101,2015.0,Fall,Fall2015,2015_2016,EN 0417,,,Teaching and Learning Grammar,,,,,,
2454,2016.0,Summer,Summer2016,2015_2016,ENW 0200,,,Creative Writing,,,,,,
2757,2015.0,Fall,Fall2015,2015_2016,ENW 0202,,,Creative Writing: Poetry I,,,,,,
2853,2015.0,Fall,Fall2015,2015_2016,ENW 0205,,,Creative Writing: Fiction I,,,,,,
2410,2016.0,Spring,Spring2016,2015_2016,ENW 0206,,,Creative Writing: Nonfiction I,,,,,,
2854,2015.0,Fall,Fall2015,2015_2016,ENW 0207B,,,Themes in Creative Writing: Reading and Writing Spiritual Works,,,,,,
2875,2015.0,Fall,Fall2015,2015_2016,ENW 0214,,,Professional Presentations: Writing and Delivery,,,,,,
2768,2015.0,Fall,Fall2015,2015_2016,ENW 0220,,,News Writing,,,,,,
2863,2015.0,Fall,Fall2015,2015_2016,ENW 0221,,,News Writing II: Digital Design,,,,,,
2701,2016.0,Spring,Spring2016,2015_2016,ENW 0290,,,Writing and Responding,,,,,,
2859,2016.0,Spring,Spring2016,2015_2016,ENW 0305,,,Creative Writing: Fiction II,,,,,,
2406,2015.0,Fall,Fall2015,2015_2016,ENW 0306,,,Creative Writing: Nonfiction II,,,,,,
2463,2016.0,Spring,Spring2016,2015_2016,ENW 0311,,,Advanced Composition for Teachers,,,,,,
2105,2016.0,Spring,Spring2016,2015_2016,ENW 0317,,,Teaching and Learning Grammar,,,,,,
2770,2015.0,Fall,Fall2015,2015_2016,ENW 0320,,,Writing the Feature Story,,,,,,
2869,2016.0,Spring,Spring2016,2015_2016,ENW 0321,,,Big Data Storytelling,,,,,,
2774,2016.0,Spring,Spring2016,2015_2016,ENW 0330,,,Literary Journalism,,,,,,
2511,2015.0,Fall,Fall2015,2015_2016,ENW 0332,,,Business Writing,,,,,,
2518,2016.0,Spring,Spring2016,2015_2016,ENW 0337,,,Multimedia Writing,,,,,,
2878,2015.0,Fall,Fall2015,2015_2016,ENW 0339,,,Grant and Proposal Writing,,,,,,
2764,2016.0,Spring,Spring2016,2015_2016,ENW 0340,,,World of Publishing,,,,,,
2409,2016.0,Spring,Spring2016,2015_2016,ENW 0399,,,Advanced Portfolio Workshop,,,,,,
2891,2015.0,Fall,Fall2015,2015_2016,EV 0301,,,Environment Workshop,,,,,,
3186,2015.0,Fall,Fall2015,2015_2016,FE 0001,,,First Year Exp: Commuters,,,,,,
2964,2015.0,Fall,Fall2015,2015_2016,FI 0101,,,Introduction to Finance,,,,,,
2983,2016.0,Spring,Spring2016,2015_2016,FI 0190,,,Personal Finance,,,,,,
3019,2015.0,Fall,Fall2015,2015_2016,FI 0200,,,Global Capital Markets,,,,,,
3035,2015.0,Fall,Fall2015,2015_2016,FI 0210,,,Principles of Investment,,,,,,
2994,2016.0,Spring,Spring2016,2015_2016,FI 0215,,,Financial Management,,,,,,
7273,2015.0,Fall,Fall2015,2015_2016,FI 0240,,,International Finance,,,,,,
3107,2016.0,Spring,Spring2016,2015_2016,FI 0310,,,Portfolio Analysis,,,,,,
3096,2015.0,Fall,Fall2015,2015_2016,FI 0315,,,Futures and Options Markets,,,,,,
7285,2015.0,Fall,Fall2015,2015_2016,FI 0320,,,Financial Modeling,,,,,,
3079,2015.0,Fall,Fall2015,2015_2016,FI 0325,,,Real Estate Finance,,,,,,
2992,2016.0,Spring,Spring2016,2015_2016,FI 0330,,,Case Studies in Finance,,,,,,
3134,2016.0,Spring,Spring2016,2015_2016,FI 0397,,,Seminar in Finance: Fixed Income,,,,,,
2966,2015.0,Fall,Fall2015,2015_2016,FI 0398,,,Seminar in Finance,,,,,,
3118,2015.0,Fall,Fall2015,2015_2016,FI 0500,,,Shareholder Value,,,,,,
3043,2016.0,Spring,Spring2016,2015_2016,FI 0530,,,Corporate Finance,,,,,,
3034,2015.0,Fall,Fall2015,2015_2016,FI 0540,,,Investment Analysis,,,,,,
3059,2016.0,Spring,Spring2016,2015_2016,FI 0545,,,Portfolio Management,,,,,,
7281,2016.0,Spring,Spring2016,2015_2016,FI 0555,,,International Financial Management,,,,,,
1857,2016.0,Summer,Summer2016,2015_2016,FI 0560,,,Global Financial Markets and Institutions,,,,,,
3094,2015.0,Fall,Fall2015,2015_2016,FI 0565,,,Derivative Securities,,,,,,
3132,2015.0,Fall,Fall2015,2015_2016,FI 0570,,,Fixed Income Securities,,,,,,
3124,2016.0,Spring,Spring2016,2015_2016,FI 0575,,,Capital Budgeting,,,,,,
3114,2016.0,Summer,Summer2016,2015_2016,FI 0580,,,Financial Risk Management,,,,,,
3136,2015.0,Fall,Fall2015,2015_2016,FI 0585C,,,Seminar: Contemporary Topics in Finance: Trading,,,,,,
2974,2016.0,Spring,Spring2016,2015_2016,FI 0585D,,,Seminar in Contemporary Topics: Rotman Trading Competition,,,,,,
3109,2016.0,Spring,Spring2016,2015_2016,FI 0595,,,Research Methods in Finance,,,,,,
3240,2015.0,Fall,Fall2015,2015_2016,FR 0110,,,Elementary French I,,,,,,
3252,2016.0,Spring,Spring2016,2015_2016,FR 0111,,,Elementary French II,,,,,,
3243,2015.0,Fall,Fall2015,2015_2016,FR 0210,,,Intermediate French I,,,,,,
3254,2016.0,Spring,Spring2016,2015_2016,FR 0211,,,Intermediate French II,,,,,,
3242,2015.0,Fall,Fall2015,2015_2016,FR 0219,,,French Syntax and Expression,,,,,,
3255,2016.0,Spring,Spring2016,2015_2016,FR 0220,,,Topics in Language and Culture,,,,,,
3286,2016.0,Spring,Spring2016,2015_2016,FR 0271,,,Contemporary French Press and Media,,,,,,
3282,2015.0,Fall,Fall2015,2015_2016,FR 0302,,,Survey of Literature in French II,,,,,,
3865,2016.0,Spring,Spring2016,2015_2016,FR 0399,,,Capstone Seminar,,,,,,
4203,2015.0,Fall,Fall2015,2015_2016,FT 0099,,,Comprehensive Exam in Marriage and Family Therapy,,,,,,
4219,2015.0,Fall,Fall2015,2015_2016,FT 0433,,,Multicultural Issues in Counseling,,,,,,
1705,2015.0,Fall,Fall2015,2015_2016,FT 0447,,,Lifespan Human Development,,,,,,
7427,2015.0,Fall,Fall2015,2015_2016,FT 0450,,,Techniques of Narrative and Solution-Focused Therapy,,,,,,
1758,2015.0,Fall,Fall2015,2015_2016,FT 0465,,,Introduction to Substance Abuse and Addictions,,,,,,
4266,2016.0,Spring,Spring2016,2015_2016,FT 0470,,,Professional Practice with LGBTQ Youth and Families,,,,,,
4227,2015.0,Fall,Fall2015,2015_2016,FT 0525,,,"Divorce, Single-Parenting, and Remarriage",,,,,,
4242,2015.0,Fall,Fall2015,2015_2016,FT 0550,,,Introduction to Marriage and Family Therapy,,,,,,
4204,2015.0,Fall,Fall2015,2015_2016,FT 0552,,,Intervention in Structural and Strategic Family Therapy,,,,,,
4240,2015.0,Fall,Fall2015,2015_2016,FT 0553,,,Family Therapy Pre-Practicum,,,,,,
4208,2016.0,Spring,Spring2016,2015_2016,FT 0555,,,Foundations of Marital and Family Therapy,,,,,,
4258,2015.0,Fall,Fall2015,2015_2016,FT 0556,,,Research in Marriage and Family Therapy,,,,,,
4228,2015.0,Fall,Fall2015,2015_2016,FT 0559,,,Practicum in Family Therapy I,,,,,,
4229,2015.0,Fall,Fall2015,2015_2016,FT 0560,,,Practicum in Family Therapy II,,,,,,
4263,2016.0,Spring,Spring2016,2015_2016,FT 0561,,,Advanced Interventions in Family Therapy,,,,,,
4293,2015.0,Fall,Fall2015,2015_2016,FT 0562,,,Human Sexuality and Sexual Dysfunction,,,,,,
4320,2016.0,Spring,Spring2016,2015_2016,FT 0565,,,"Ethical, Legal, and Professional Issues in Family Therapy",,,,,,
1708,2015.0,Fall,Fall2015,2015_2016,FT 0566,,,Substance Abuse and the Family,,,,,,
4257,2015.0,Fall,Fall2015,2015_2016,FT 0567,,,Couples Therapy,,,,,,
4300,2016.0,Spring,Spring2016,2015_2016,FT 0569,,,Assessment Techniques in Marriage and Family Therapy,,,,,,
4212,2016.0,Summer,Summer2016,2015_2016,FT 0580,,,Internship in Family Therapy I,,,,,,
4213,2016.0,Summer,Summer2016,2015_2016,FT 0581,,,Internship in Family Therapy II,,,,,,
2935,2016.0,Spring,Spring2016,2015_2016,FTM 0010,,,Introduction to Film Studies,,,,,,
7267,2016.0,Spring,Spring2016,2015_2016,FTM 0011,,,"Lights, Camera, Audio",,,,,,
2933,2016.0,Spring,Spring2016,2015_2016,FTM 0102,,,American Television: History and Analysis,,,,,,
2925,2015.0,Fall,Fall2015,2015_2016,FTM 0103,,,World Cinema,,,,,,
7080,2016.0,Spring,Spring2016,2015_2016,FTM 0104,,,Documentary Cinema,,,,,,
2941,2015.0,Fall,Fall2015,2015_2016,FTM 0105B,,,American Film: Decades - The Radical 1960s,,,,,,
2923,2015.0,Fall,Fall2015,2015_2016,FTM 0106A,,,Film Genres: The Western,,,,,,
2934,2016.0,Spring,Spring2016,2015_2016,FTM 0106I,,,Film Genres: Cult Cinema,,,,,,
7079,2015.0,Fall,Fall2015,2015_2016,FTM 0107A,,,TV Genres: Crime Dramas,,,,,,
7083,2016.0,Spring,Spring2016,2015_2016,FTM 0109,,,"Women, Gender, and Sexuality in Cinema",,,,,,
2924,2015.0,Fall,Fall2015,2015_2016,FTM 0110A,,,Special Topics: Interactive Media and Digital Culture,,,,,,
2915,2015.0,Fall,Fall2015,2015_2016,FTM 0120,,,Beginning Screenwriting for Film and Television,,,,,,
8494,2016.0,Spring,Spring2016,2015_2016,FTM 0130,,,Nonlinear Editing for Film and Television,,,,,,
2916,2015.0,Fall,Fall2015,2015_2016,FTM 0131,,,Introduction to Production,,,,,,
7262,2015.0,Fall,Fall2015,2015_2016,FTM 0132,,,Web Design,,,,,,
7078,2015.0,Fall,Fall2015,2015_2016,FTM 0205,,,Survey of Film Music: Hearing the Movies,,,,,,
7266,2016.0,Spring,Spring2016,2015_2016,FTM 0220,,,Intermediate Screenwriting for Film and Television,,,,,,
8495,2016.0,Spring,Spring2016,2015_2016,FTM 0232,,,Studio Television Production,,,,,,
8496,2016.0,Spring,Spring2016,2015_2016,FTM 0235,,,Digital Motion Graphics,,,,,,
2917,2015.0,Fall,Fall2015,2015_2016,FTM 0310,,,Senior Capstone Seminar I,,,,,,
7268,2016.0,Spring,Spring2016,2015_2016,FTM 0311,,,Senior Capstone Seminar II,,,,,,
3334,2015.0,Fall,Fall2015,2015_2016,GM 0110,,,Elementary German I,,,,,,
3343,2016.0,Spring,Spring2016,2015_2016,GM 0111,,,Elementary German II,,,,,,
3335,2015.0,Fall,Fall2015,2015_2016,GM 0210,,,Intermediate German I,,,,,,
3345,2016.0,Spring,Spring2016,2015_2016,GM 0211,,,Intermediate German II,,,,,,
3344,2016.0,Spring,Spring2016,2015_2016,GM 0252,,,German Culture & Civilization,,,,,,
3336,2015.0,Fall,Fall2015,2015_2016,GM 0262,,,Survey of German Literature,,,,,,
1379,2015.0,Fall,Fall2015,2015_2016,GR 0111,,,Elementary Attic Greek,,,,,,
1380,2015.0,Fall,Fall2015,2015_2016,GR 0211,,,Intermediate Greek Readings II,,,,,,
619,2015.0,Fall,Fall2015,2015_2016,HE 0110,,,Elementary Hebrew I,,,,,,
305,2015.0,Fall,Fall2015,2015_2016,HI 0010,,,Origins of the Modern World Since 1500,,,,,,
3470,2015.0,Fall,Fall2015,2015_2016,HI 0201,,,Intro/ Hist of Western Science,,,,,,
3479,2016.0,Spring,Spring2016,2015_2016,HI 0202,,,"Health and Healing in America, 1650-1980: History of Western Medicine",,,,,,
7329,2016.0,Spring,Spring2016,2015_2016,HI 0203,,,European Society Middle Ages,,,,,,
3463,2016.0,Spring,Spring2016,2015_2016,HI 0210,,,The Third Reich,,,,,,
3412,2015.0,Fall,Fall2015,2015_2016,HI 0215,,,"Ireland,Middle Ages to Present",,,,,,
3424,2016.0,Spring,Spring2016,2015_2016,HI 0217,,,Britain and its Empire Since 1800,,,,,,
1408,2015.0,Fall,Fall2015,2015_2016,HI 0220,,,Ancient African Civilizations,,,,,,
1418,2016.0,Spring,Spring2016,2015_2016,HI 0222,,,The Roman Revolution,,,,,,
3381,2016.0,Spring,Spring2016,2015_2016,HI 0237,,,American Prophetic Tradition,,,,,,
3390,2016.0,Summer,Summer2016,2015_2016,HI 0239,,,20th Century United States,,,,,,
3507,2015.0,Fall,Fall2015,2015_2016,HI 0240,,,The Personal Is Political: Women's Activism in the 1960s,,,,,,
312,2016.0,Spring,Spring2016,2015_2016,HI 0247,,,Family & Sexuality in U.S. History,,,,,,
329,2016.0,Spring,Spring2016,2015_2016,HI 0256,,,Introduction to Public History,,,,,,
3505,2015.0,Fall,Fall2015,2015_2016,HI 0262,,,"African-American History, 1619 to 1865",,,,,,
3521,2016.0,Spring,Spring2016,2015_2016,HI 0263,,,Inventing Themselves: African-American Women in U.S. History,,,,,,
7304,2016.0,Spring,Spring2016,2015_2016,HI 0265,,,"History of the Indian Subcontinent: Colonialism, Nationalism, and Democracy, c.1857-Today",,,,,,
3382,2016.0,Spring,Spring2016,2015_2016,HI 0270,,,History of Global Humanitarian Action,,,,,,
3372,2015.0,Fall,Fall2015,2015_2016,HI 0272,,,"Russia, 700-1700: History and Myth",,,,,,
3370,2015.0,Fall,Fall2015,2015_2016,HI 0274,,,Historical Perspectives on Contemporary Global Crises,,,,,,
6964,2015.0,Fall,Fall2015,2015_2016,HI 0279,,,China from the Classical Time to the 1800s,,,,,,
3437,2015.0,Fall,Fall2015,2015_2016,HI 0281,,,Portrait of the Arabs,,,,,,
6975,2016.0,Spring,Spring2016,2015_2016,HI 0285,,,Modern China:1800 to Present,,,,,,
3398,2015.0,Fall,Fall2015,2015_2016,HI 0289,,,"Modern Latin America, 1800-Present",,,,,,
3408,2016.0,Spring,Spring2016,2015_2016,HI 0297,,,"Power, Politics, History: US-Latin American Relations from the 1800s to the Present",,,,,,
3535,2015.0,Fall,Fall2015,2015_2016,HI 0298,,,Historical Geography,,,,,,
7331,2016.0,Spring,Spring2016,2015_2016,HI 0313,,,Godless: Atheism and Skeptical Thought in the West,,,,,,
315,2016.0,Spring,Spring2016,2015_2016,HI 0346,,,"Saints, Sinners, and Sisters: Women and Religion in American History",,,,,,
323,2015.0,Fall,Fall2015,2015_2016,HI 0349,,,The 1930s in America,,,,,,
6974,2016.0,Spring,Spring2016,2015_2016,HI 0367,,,East Asia in 20th-Century American Wars,,,,,,
3397,2015.0,Fall,Fall2015,2015_2016,HI 0383,,,"From Chocolate to Cocaine: Food, Consumption, and Commodities in Latin America, 1500 to the Present",,,,,,
3373,2015.0,Fall,Fall2015,2015_2016,HI 0391,,,The Meanings of History,,,,,,
5517,2015.0,Fall,Fall2015,2015_2016,HR 0100,,,Ideas That Shaped the West,,,,,,
5510,2016.0,Spring,Spring2016,2015_2016,HR 0101,,,Minds and Bodies,,,,,,
2727,2015.0,Fall,Fall2015,2015_2016,HR 0200,,,Challenges to the Western Tradition,,,,,,
5903,2016.0,Spring,Spring2016,2015_2016,HR 0201,,,Non-Western Culture: Turkey,,,,,,
328,2016.0,Spring,Spring2016,2015_2016,HR 0202,,,Honors Seminar: Connecticut History IS American History: From Local to National History,,,,,,
2897,2016.0,Spring,Spring2016,2015_2016,HR 0300,,,Interdisciplinary Inquiry: Critical Environmental Policy and Legal Challenges for the 21st Century,,,,,,
1593,2016.0,Spring,Spring2016,2015_2016,HS 0101,,,Introduction to Health Studies,,,,,,
968,2016.0,Spring,Spring2016,2015_2016,HS 0399,,,Health Studies Capstone,,,,,,
6831,2016.0,Spring,Spring2016,2015_2016,ID 0395,,,Water Theme Seminar,,,,,,
3807,2015.0,Fall,Fall2015,2015_2016,IL 0050,,,"People, Places, and Global Issues",,,,,,
3760,2015.0,Fall,Fall2015,2015_2016,IL 0051,,,International Relations: Theories and Challenges,,,,,,
378,2015.0,Fall,Fall2015,2015_2016,IL 0052,,,Culture and Political Economy,,,,,,
7123,2015.0,Fall,Fall2015,2015_2016,IL 0053,,,Introduction to Economics,,,,,,
3776,2016.0,Summer,Summer2016,2015_2016,IL 0197,,,United Nations Security Council Crisis Simulation,,,,,,
3769,2016.0,Spring,Spring2016,2015_2016,IL 0300,,,Senior Capstone Seminar,,,,,,
3704,2016.0,Summer,Summer2016,2015_2016,IN 0107,,,Color Design,,,,,,
7379,2015.0,Fall,Fall2015,2015_2016,IN 0109,,,CADD: Computer-Aided Design and Drafting,,,,,,
3688,2015.0,Fall,Fall2015,2015_2016,IN 0110,,,Interior Design I,,,,,,
8424,2016.0,Spring,Spring2016,2015_2016,IN 0111,,,Textiles for Interiors,,,,,,
3721,2015.0,Fall,Fall2015,2015_2016,IN 0114,,,History of Furniture II,,,,,,
3732,2015.0,Fall,Fall2015,2015_2016,IN 0119,,,Drawing and Presentation,,,,,,
3748,2016.0,Spring,Spring2016,2015_2016,IN 0121,,,Sustainable Design,,,,,,
3709,2016.0,Summer,Summer2016,2015_2016,IN 0122,,,Rendering,,,,,,
3745,2016.0,Spring,Spring2016,2015_2016,IN 0211,,,Interior Design II,,,,,,
3736,2015.0,Fall,Fall2015,2015_2016,IN 0212,,,Interior Design III,,,,,,
3692,2015.0,Fall,Fall2015,2015_2016,IN 0213,,,Interior Design IV,,,,,,
3705,2016.0,Summer,Summer2016,2015_2016,IN 0215,,,Lighting for Interiors,,,,,,
3753,2016.0,Summer,Summer2016,2015_2016,IN 0219,,,Interior Design VI,,,,,,
3707,2016.0,Summer,Summer2016,2015_2016,IN 0220,,,Perspective Techniques,,,,,,
3686,2015.0,Fall,Fall2015,2015_2016,IN 0221,,,Business of Interior Design,,,,,,
3593,2015.0,Fall,Fall2015,2015_2016,IS 0100,,,Intro to Information Systems,,,,,,
3620,2016.0,Spring,Spring2016,2015_2016,IS 0135,,,Fundamentals of Web Design,,,,,,
5461,2016.0,Spring,Spring2016,2015_2016,IS 0210,,,Business Analytics with Spreadsheets,,,,,,
3622,2016.0,Spring,Spring2016,2015_2016,IS 0240,,,Systems Analysis and Logical Design,,,,,,
3591,2015.0,Fall,Fall2015,2015_2016,IS 0260,,,Database Systems,,,,,,
3592,2015.0,Fall,Fall2015,2015_2016,IS 0310,,,E-Business Applications,,,,,,
3633,2015.0,Fall,Fall2015,2015_2016,IS 0320,,,Systems Design and Implementation,,,,,,
3609,2016.0,Winter,Winter2016,2015_2016,IS 0500,,,Information Systems and Database Management,,,,,,
3674,2015.0,Fall,Fall2015,2015_2016,IS 0520,,,Project Management,,,,,,
7365,2016.0,Spring,Spring2016,2015_2016,IS 0540,,,Data Mining and Business Intelligence,,,,,,
7364,2016.0,Spring,Spring2016,2015_2016,IS 0550,,,Business Analytics and Big Data Mgmt,,,,,,
3639,2016.0,Spring,Spring2016,2015_2016,IS 0585,,,Contemporary Topics: Information Systems and Data,,,,,,
7372,2016.0,Summer,Summer2016,2015_2016,IS 0585B,,,Contemporary Topics: Advanced Data Mining Applications,,,,,,
3821,2015.0,Fall,Fall2015,2015_2016,IT 0110,,,Elementary Italian I,,,,,,
3848,2016.0,Spring,Spring2016,2015_2016,IT 0111,,,Elementary Italian II,,,,,,
3823,2015.0,Fall,Fall2015,2015_2016,IT 0210,,,Intermediate Italian I,,,,,,
3832,2016.0,Spring,Spring2016,2015_2016,IT 0211,,,Intermediate Italian II,,,,,,
3856,2015.0,Fall,Fall2015,2015_2016,IT 0220,,,Topics in Language and Culture,,,,,,
3834,2016.0,Spring,Spring2016,2015_2016,IT 0330,,,Redefining the Cosmos: Voyages to the New World in the Italian Renaissance,,,,,,
3866,2016.0,Spring,Spring2016,2015_2016,IT 0399,,,Capstone Seminar,,,,,,
3889,2015.0,Fall,Fall2015,2015_2016,JA 0110,,,Elementary Japanese I,,,,,,
3895,2016.0,Spring,Spring2016,2015_2016,JA 0111,,,Elementary Japanese II,,,,,,
3890,2015.0,Fall,Fall2015,2015_2016,JA 0210,,,Intermediate Japanese I,,,,,,
3896,2016.0,Spring,Spring2016,2015_2016,JA 0211,,,Intermediate Japanese II,,,,,,
1378,2015.0,Fall,Fall2015,2015_2016,LA 0111,,,Basic Latin,,,,,,
1381,2015.0,Fall,Fall2015,2015_2016,LA 0210,,,Latin Readings (Comedy),,,,,,
1395,2016.0,Spring,Spring2016,2015_2016,LA 0211,,,Readings in Latin Prose and Poetry II,,,,,,
1925,2016.0,Spring,Spring2016,2015_2016,LAC 0300,,,Justice and the Developing World,,,,,,
