,YEAR,SEMESTER,term,CatalogYear,Catalog_ID,program_name,program_code,Title,credits,Prereqs,Coreqs,Fees,Attributes,Description
3616,2015.0,Spring,Spring2015,2014_2015,IS 0135,,,Fundamentals of Web Design,,,,,,
5456,2015.0,Spring,Spring2015,2014_2015,IS 0210,,,Management Science with Spreadsheets,,,,,,
3612,2014.0,Fall,Fall2014,2014_2015,IS 0240,,,Systems Analysis and Logical Design,,,,,,
3586,2014.0,Fall,Fall2014,2014_2015,IS 0260,,,Database Systems,,,,,,
3587,2014.0,Fall,Fall2014,2014_2015,IS 0310,,,E-Business Applications,,,,,,
3629,2014.0,Fall,Fall2014,2014_2015,IS 0320,,,Systems Design and Implementation,,,,,,
3602,2015.0,Spring,Spring2015,2014_2015,IS 0395,,,Systems Project,,,,,,
3672,2015.0,Winter,Winter2015,2014_2015,IS 0500,,,Information Systems and Database Management,,,,,,
3673,2014.0,Fall,Fall2014,2014_2015,IS 0520,,,Project Management,,,,,,
3817,2014.0,Fall,Fall2014,2014_2015,IT 0110,,,Elementary Italian I,,,,,,
3846,2015.0,Spring,Spring2015,2014_2015,IT 0111,,,Elementary Italian II,,,,,,
3819,2014.0,Fall,Fall2014,2014_2015,IT 0210,,,Intermediate Italian I,,,,,,
3829,2015.0,Spring,Spring2015,2014_2015,IT 0211,,,Intermediate Italian II,,,,,,
3852,2014.0,Fall,Fall2014,2014_2015,IT 0253,,,Contemporary Italian Culture,,,,,,
3831,2015.0,Spring,Spring2015,2014_2015,IT 0257,,,Theatre in Italy: Comedy from Machiavelli to Fo,,,,,,
3862,2015.0,Spring,Spring2015,2014_2015,IT 0289,,,Dante,,,,,,
3887,2014.0,Fall,Fall2014,2014_2015,JA 0110,,,Elementary Japanese I,,,,,,
3893,2015.0,Spring,Spring2015,2014_2015,JA 0111,,,Elementary Japanese II,,,,,,
3888,2014.0,Fall,Fall2014,2014_2015,JA 0210,,,Intermediate Japanese I,,,,,,
3894,2015.0,Spring,Spring2015,2014_2015,JA 0211,,,Intermediate Japanese II,,,,,,
1372,2014.0,Fall,Fall2014,2014_2015,LA 0111,,,Basic Latin,,,,,,
1377,2014.0,Fall,Fall2014,2014_2015,LA 0210,,,Readings in Latin Prose and Poetry I: Comedy,,,,,,
1392,2015.0,Spring,Spring2015,2014_2015,LA 0211,,,"Readings in Latin Prose and Poetry II: Seneca, Epist, Mo",,,,,,
2491,2015.0,Spring,Spring2015,2014_2015,LAC 0300,,,Justice and the Developing World,,,,,,
4324,2014.0,Fall,Fall2014,2014_2015,MA 0011,,,Precalculus,,,,,,
3049,2014.0,Fall,Fall2014,2014_2015,MA 0017,,,Introduction to Probability and Statistics,,,,,,
1650,2014.0,Fall,Fall2014,2014_2015,MA 0019,,,Introduction to Calculus,,,,,,
4323,2014.0,Fall,Fall2014,2014_2015,MA 0119,,,Applied Calculus I,,,,,,
4374,2015.0,Spring,Spring2015,2014_2015,MA 0120,,,Applied Calculus II,,,,,,
4392,2014.0,Fall,Fall2014,2014_2015,MA 0145,,,"Calculus I for Chemistry, Engineering, and Physics Majors",,,,,,
4398,2015.0,Spring,Spring2015,2014_2015,MA 0146,,,"Calculus II for Chemistry, Engineering, and Physics Majors",,,,,,
4417,2014.0,Fall,Fall2014,2014_2015,MA 0151,,,Functional Programming,,,,,,
4357,2014.0,Fall,Fall2014,2014_2015,MA 0171,,,Calculus I,,,,,,
4387,2015.0,Spring,Spring2015,2014_2015,MA 0172,,,Calculus II,,,,,,
4585,2015.0,Spring,Spring2015,2014_2015,MA 0211,,,Applied Matrix Theory,,,,,,
2236,2015.0,Spring,Spring2015,2014_2015,MA 0217,,,Accelerated Statistics,,,,,,
4580,2014.0,Fall,Fall2014,2014_2015,MA 0221,,,Applied Calculus III,,,,,,
4388,2015.0,Spring,Spring2015,2014_2015,MA 0231,,,Discrete Mathematics,,,,,,
4426,2015.0,Spring,Spring2015,2014_2015,MA 0235,,,Linear Algebra,,,,,,
3540,2014.0,Fall,Fall2014,2014_2015,MA 0245,,,"Calculus III for Chemistry, Engineering, and Physics Majors",,,,,,
2225,2014.0,Fall,Fall2014,2014_2015,MA 0273,,,Multivariable Calculus,,,,,,
7448,2015.0,Spring,Spring2015,2014_2015,MA 0300,,,Topics in Discrete Mathematics,,,,,,
2227,2014.0,Fall,Fall2014,2014_2015,MA 0321,,,Ordinary Differentl Equations,,,,,,
4581,2014.0,Fall,Fall2014,2014_2015,MA 0331,,,Applied Mathematics,,,,,,
4414,2015.0,Spring,Spring2015,2014_2015,MA 0332,,,Partial Differential Equations,,,,,,
2221,2014.0,Fall,Fall2014,2014_2015,MA 0334,,,Abstract Algebra,,,,,,
7467,2015.0,Spring,Spring2015,2014_2015,MA 0342,,,Theory of Computation,,,,,,
4485,2014.0,Fall,Fall2014,2014_2015,MA 0351,,,Probability Theory,,,,,,
4493,2015.0,Spring,Spring2015,2014_2015,MA 0352,,,Mathematical Statistics,,,,,,
4491,2015.0,Spring,Spring2015,2014_2015,MA 0354,,,Actuarial Problem Solving,,,,,,
4500,2014.0,Fall,Fall2014,2014_2015,MA 0371,,,Real Analysis,,,,,,
4519,2015.0,Spring,Spring2015,2014_2015,MA 0373,,,Complex Analysis,,,,,,
1652,2014.0,Fall,Fall2014,2014_2015,MA 0377,,,Numerical Analysis,,,,,,
4560,2015.0,Spring,Spring2015,2014_2015,MA 0385,,,Point Set Topology,,,,,,
4405,2014.0,Fall,Fall2014,2014_2015,MA 0390,,,Honors Seminar I,,,,,,
3548,2015.0,Spring,Spring2015,2014_2015,MA 0391,,,Honors Seminar II,,,,,,
4579,2014.0,Fall,Fall2014,2014_2015,MA 0435,,,Algebra & Linear Algebra I,,,,,,
7446,2015.0,Spring,Spring2015,2014_2015,MA 0436,,,Algebra & Linear Algebra II,,,,,,
4494,2015.0,Spring,Spring2015,2014_2015,MA 0451,,,Probability and Statistics I,,,,,,
4481,2015.0,Summer,Summer2015,2014_2015,MA 0510,,,Foundations and Set Theory,,,,,,
3539,2014.0,Fall,Fall2014,2014_2015,MA 0531,,,Applied Mathematics I,,,,,,
3547,2015.0,Spring,Spring2015,2014_2015,MA 0532,,,Applied Mathematics II,,,,,,
4595,2014.0,Fall,Fall2014,2014_2015,MA 0550,,,Classical Financial Mathematics,,,,,,
1653,2014.0,Fall,Fall2014,2014_2015,MA 0577,,,Numerical Analysis,,,,,,
4600,2015.0,Summer,Summer2015,2014_2015,MA 0578,,,Mathematics of Financial Derivatives,,,,,,
4561,2015.0,Spring,Spring2015,2014_2015,MA 0585,,,Topology,,,,,,
2166,2014.0,Fall,Fall2014,2014_2015,MD 0099,,,Comp Exam-Educational Techno,,,,,,
2170,2014.0,Fall,Fall2014,2014_2015,MD 0300,,,Introduction to Educational Technology,,,,,,
2174,2014.0,Fall,Fall2014,2014_2015,MD 0400,,,Introduction to Educational Technology,,,,,,
2179,2015.0,Spring,Spring2015,2014_2015,MD 0469,,,EstabWorldwideLrngCommthruTech,,,,,,
2184,2014.0,Fall,Fall2014,2014_2015,MD 0545,,,Design Dev & Training Prog,,,,,,
4601,2014.0,Fall,Fall2014,2014_2015,ME 0201,,,Engineering Statics,,,,,,
4611,2015.0,Spring,Spring2015,2014_2015,ME 0203,,,Kinematics and Dynamics,,,,,,
4620,2014.0,Fall,Fall2014,2014_2015,ME 0206L,,,Mechanics Lab,,,,,,
2359,2014.0,Fall,Fall2014,2014_2015,ME 0241,,,Principles of Thermodynamics,,,,,,
4623,2015.0,Spring,Spring2015,2014_2015,ME 0307L,,,Dynamics Systems Lab,,,,,,
4613,2015.0,Spring,Spring2015,2014_2015,ME 0308,,,Strength of Materials,,,,,,
4625,2014.0,Fall,Fall2014,2014_2015,ME 0311,,,Machine Design,,,,,,
4634,2015.0,Spring,Spring2015,2014_2015,ME 0318,,,Finite Element Analysis,,,,,,
8445,2015.0,Summer,Summer2015,2014_2015,ME 0320,,,Vibration Analysis,,,,,,
4653,2014.0,Fall,Fall2014,2014_2015,ME 0321,,,Advanced Kinematics,,,,,,
4660,2014.0,Fall,Fall2014,2014_2015,ME 0322,,,Advanced Dynamics,,,,,,
8447,2015.0,Spring,Spring2015,2014_2015,ME 0327,,,Applic of Frac Mech Engr Des,,,,,,
4668,2014.0,Fall,Fall2014,2014_2015,ME 0330,,,Mechanics of Composite Materials,,,,,,
2367,2015.0,Spring,Spring2015,2014_2015,ME 0342,,,Applications of Thermodynamics,,,,,,
2324,2015.0,Spring,Spring2015,2014_2015,ME 0347,,,Fluid Mechanics,,,,,,
4683,2015.0,Spring,Spring2015,2014_2015,ME 0348L,,,Thermal and Fluids Lab,,,,,,
2358,2014.0,Fall,Fall2014,2014_2015,ME 0349,,,Heat Transfer,,,,,,
4680,2014.0,Fall,Fall2014,2014_2015,ME 0350L,,,Energy Transfer Lab,,,,,,
2217,2015.0,Spring,Spring2015,2014_2015,ME 0353,,,Computational Fluid Dynamics,,,,,,
2376,2015.0,Summer,Summer2015,2014_2015,ME 0354,,,Heat and Mass Transfer,,,,,,
2378,2015.0,Summer,Summer2015,2014_2015,ME 0362,,,Turbomachinery,,,,,,
4633,2015.0,Spring,Spring2015,2014_2015,ME 0372,,,Applications of Theory of Elasticity,,,,,,
8446,2015.0,Summer,Summer2015,2014_2015,ME 0410,,,Vibration Analysis,,,,,,
4655,2014.0,Fall,Fall2014,2014_2015,ME 0411,,,Advanced Kinematics,,,,,,
4661,2014.0,Fall,Fall2014,2014_2015,ME 0412,,,Advanced Dynamics,,,,,,
2214,2014.0,Fall,Fall2014,2014_2015,ME 0425,,,Engineering Applications of Numerical Methods,,,,,,
8448,2015.0,Spring,Spring2015,2014_2015,ME 0427,,,Applications of Fracture Mechanics in Engineering Design,,,,,,
2218,2015.0,Spring,Spring2015,2014_2015,ME 0428,,,Computational Fluid Dynamics,,,,,,
4669,2014.0,Fall,Fall2014,2014_2015,ME 0444,,,Mechanics of Composite Materials,,,,,,
2377,2015.0,Summer,Summer2015,2014_2015,ME 0452,,,Heat and Mass Transfer,,,,,,
2379,2015.0,Summer,Summer2015,2014_2015,ME 0453,,,Turbomachinery,,,,,,
4632,2015.0,Spring,Spring2015,2014_2015,ME 0472,,,Applic of Theory of Elasticity,,,,,,
3899,2014.0,Fall,Fall2014,2014_2015,MG 0101,,,Intro to Management,,,,,,
3954,2014.0,Fall,Fall2014,2014_2015,MG 0235,,,Managing Human Resources,,,,,,
3963,2014.0,Fall,Fall2014,2014_2015,MG 0240,,,Leading and Managing People,,,,,,
3992,2014.0,Fall,Fall2014,2014_2015,MG 0300,,,Business Strategies in the Global Environment,,,,,,
8434,2015.0,Spring,Spring2015,2014_2015,MG 0303B,,,Topics in Management: Leading Sport Organizations,,,,,,
4028,2014.0,Fall,Fall2014,2014_2015,MG 0320,,,Diversity in the Workplace,,,,,,
3962,2014.0,Fall,Fall2014,2014_2015,MG 0330,,,Career Planning,,,,,,
4009,2014.0,Fall,Fall2014,2014_2015,MG 0335,,,Entrepreneurship and Small Business Management,,,,,,
4012,2015.0,Spring,Spring2015,2014_2015,MG 0336,,,Social Entrepreneurship,,,,,,
4032,2014.0,Fall,Fall2014,2014_2015,MG 0337,,,Technology Ventures,,,,,,
8357,2015.0,Spring,Spring2015,2014_2015,MG 0338,,,Managing a Family Business,,,,,,
3907,2014.0,Fall,Fall2014,2014_2015,MG 0340,,,Critical Issues in Management,,,,,,
4055,2014.0,Fall,Fall2014,2014_2015,MG 0360,,,Negotiations and Dispute Resolution,,,,,,
3994,2014.0,Fall,Fall2014,2014_2015,MG 0385,,,Managing People for Global Business,,,,,,
4043,2015.0,Spring,Spring2015,2014_2015,MG 0390,,,Cross-Cultural Management,,,,,,
3928,2014.0,Fall,Fall2014,2014_2015,MG 0400,,,Organizational Behavior,,,,,,
3984,2015.0,Summer,Summer2015,2014_2015,MG 0500,,,Leadership,,,,,,
461,2014.0,Fall,Fall2014,2014_2015,MG 0503,,,Legal and Ethical Environment of Business,,,,,,
4031,2014.0,Fall,Fall2014,2014_2015,MG 0508,,,Strategic Management of Technology and Innovation: The Entrepreneurial Firm,,,,,,
1037,2014.0,Fall,Fall2014,2014_2015,MG 0512,,,The Law of Commercial Transactions: Advanced Studies in the Uniform Commerical Code,,,,,,
3972,2015.0,Spring,Spring2015,2014_2015,MG 0560,,,Career Planning & Development,,,,,,
4015,2014.0,Fall,Fall2014,2014_2015,MG 0584,,,Capstone: Global Competitive Strategy,,,,,,
4057,2014.0,Fall,Fall2014,2014_2015,MK 0101,,,Principles of Marketing,,,,,,
4087,2015.0,Summer,Summer2015,2014_2015,MK 0212,,,Consumer Behavior,,,,,,
4145,2014.0,Fall,Fall2014,2014_2015,MK 0221,,,Sales and Sales Management,,,,,,
4165,2014.0,Fall,Fall2014,2014_2015,MK 0231,,,Advertising,,,,,,
8437,2015.0,Spring,Spring2015,2014_2015,MK 0241,,,Digital Marketing,,,,,,
4117,2015.0,Spring,Spring2015,2014_2015,MK 0311,,,Marketing Research,,,,,,
4167,2014.0,Fall,Fall2014,2014_2015,MK 0312,,,Global Marketing,,,,,,
4108,2014.0,Fall,Fall2014,2014_2015,MK 0322,,,Business-to-Business Marketing in the Internet Economy,,,,,,
4075,2015.0,Spring,Spring2015,2014_2015,MK 0331,,,Media Strategy,,,,,,
4066,2014.0,Fall,Fall2014,2014_2015,MK 0332,,,Public Relations,,,,,,
4153,2015.0,Spring,Spring2015,2014_2015,MK 0341,,,Brand Management,,,,,,
4089,2014.0,Fall,Fall2014,2014_2015,MK 0500,,,Customer Value,,,,,,
4099,2015.0,Spring,Spring2015,2014_2015,MK 0520,,,Marketing Research,,,,,,
4144,2014.0,Fall,Fall2014,2014_2015,MK 0535,,,Building Brand Equity,,,,,,
1878,2014.0,Fall,Fall2014,2014_2015,MPA 0400,,,Financial Management and Budgeting,,,,,,
7348,2015.0,Spring,Spring2015,2014_2015,MPA 0405,,,Research Methods,,,,,,
6217,2014.0,Fall,Fall2014,2014_2015,MPA 0410,,,Introduction to Public Administration,,,,,,
3974,2015.0,Spring,Spring2015,2014_2015,MPA 0415,,,Human Resource Management,,,,,,
3985,2015.0,Summer,Summer2015,2014_2015,MPA 0420,,,Leadership,,,,,,
2880,2015.0,Spring,Spring2015,2014_2015,MPA 0425,,,Grant Writing,,,,,,
1827,2015.0,Summer,Summer2015,2014_2015,MPA 0430,,,Economics of the Nonprofit Sector,,,,,,
4694,2014.0,Fall,Fall2014,2014_2015,MU 0101,,,The History of Jazz,,,,,,
4700,2015.0,Spring,Spring2015,2014_2015,MU 0102,,,History and Development of Rock,,,,,,
4731,2015.0,Spring,Spring2015,2014_2015,MU 0103,,,History of Music: 400-1700,,,,,,
4724,2014.0,Fall,Fall2014,2014_2015,MU 0104,,,History of Music: 1700-1964,,,,,,
4692,2014.0,Fall,Fall2014,2014_2015,MU 0112,,,Music of Black Americans,,,,,,
2954,2015.0,Spring,Spring2015,2014_2015,MU 0113,,,Introduction to Piano and the Elements of Music,,,,,,
3554,2014.0,Fall,Fall2014,2014_2015,MU 0120,,,The History of American Song,,,,,,
4699,2015.0,Spring,Spring2015,2014_2015,MU 0132,,,Critical Issues in American Popular Music: Blues to Hip Hop,,,,,,
3553,2014.0,Fall,Fall2014,2014_2015,MU 0150,,,Music Theory and Composition I,,,,,,
2943,2014.0,Fall,Fall2014,2014_2015,MU 0156,,,Introduction to Music Technology: History and Practice,,,,,,
4749,2014.0,Fall,Fall2014,2014_2015,MU 0157,,,Introduction to the Music Industry,,,,,,
2953,2015.0,Spring,Spring2015,2014_2015,MU 0202,,,Digital Audio Workstation,,,,,,
3563,2015.0,Spring,Spring2015,2014_2015,MU 0215,,,American Musical Theatre: History and Practice,,,,,,
4743,2015.0,Spring,Spring2015,2014_2015,MU 0242,,,Music of the Classical Era,,,,,,
2945,2014.0,Fall,Fall2014,2014_2015,MU 0245,,,Survey of Film Music: Hearing the Movies,,,,,,
3564,2015.0,Spring,Spring2015,2014_2015,MU 0250,,,Music Theory & Composition II,,,,,,
4752,2014.0,Fall,Fall2014,2014_2015,MU 0255,,,University Symphony Orchestra,,,,,,
4691,2014.0,Fall,Fall2014,2014_2015,MU 0256,,,Jazz Ensemble,,,,,,
4758,2014.0,Fall,Fall2014,2014_2015,NS 0110,,,Introduction to Professional Nursing,,,,,,
4772,2014.0,Fall,Fall2014,2014_2015,NS 0112,,,HealthcareDeliverySystems,,,,,,
4820,2014.0,Fall,Fall2014,2014_2015,NS 0250,,,Dimensions of Professional Nursing for RNs,,,,,,
4798,2015.0,Spring,Spring2015,2014_2015,NS 0252,,,Health Assessment for Registered Nurses,,,,,,
4808,2015.0,Summer,Summer2015,2014_2015,NS 0270,,,Health Assessment,,,,,,
4797,2015.0,Spring,Spring2015,2014_2015,NS 0270L,,,Health Assessment Lab,,,,,,
4831,2014.0,Fall,Fall2014,2014_2015,NS 0272,,,Geriatric Nursing,,,,,,
4857,2014.0,Fall,Fall2014,2014_2015,NS 0272C,,,Geriatric Nursing Clinical,,,,,,
4771,2014.0,Fall,Fall2014,2014_2015,NS 0301,,,Health and Wellness,,,,,,
4858,2014.0,Fall,Fall2014,2014_2015,NS 0301C,,,Health and Wellness Clinical,,,,,,
4786,2014.0,Fall,Fall2014,2014_2015,NS 0303,,,Basic Pathophysiology and Pharmacology,,,,,,
5057,2014.0,Fall,Fall2014,2014_2015,NS 0305,,,Mental Health Nursing,,,,,,
5087,2014.0,Fall,Fall2014,2014_2015,NS 0305C,,,Mental Health Nursing Clinical,,,,,,
5121,2014.0,Fall,Fall2014,2014_2015,NS 0307,,,Fundamentals of Nursing Care,,,,,,
4918,2014.0,Fall,Fall2014,2014_2015,NS 0307L,,,Fundamentals of Nursing Care Lab,,,,,,
4796,2015.0,Spring,Spring2015,2014_2015,NS 0310,,,Foundations of Research for Evidence Based Practice,,,,,,
4963,2015.0,Spring,Spring2015,2014_2015,NS 0312,,,Medical Surgical Nursing I,,,,,,
4788,2014.0,Fall,Fall2014,2014_2015,NS 0312C,,,Medical Surgical Nursing I Clinical,,,,,,
5186,2014.0,Fall,Fall2014,2014_2015,NS 0314,,,Maternal and Newborn Nursing,,,,,,
4906,2015.0,Spring,Spring2015,2014_2015,NS 0314C,,,Maternal and Newborn Nursing Clinical,,,,,,
5018,2015.0,Spring,Spring2015,2014_2015,NS 0321,,,Professional Nursing: Leadership and Management,,,,,,
4759,2014.0,Fall,Fall2014,2014_2015,NS 0323,,,Pediatric Nursing,,,,,,
4870,2015.0,Spring,Spring2015,2014_2015,NS 0323C,,,Pediatric Nursing Clinical,,,,,,
4959,2014.0,Fall,Fall2014,2014_2015,NS 0325,,,Medical Surgical Nursing II,,,,,,
4799,2015.0,Spring,Spring2015,2014_2015,NS 0325C,,,Medical Surgical Nursing II Clinical,,,,,,
5120,2014.0,Fall,Fall2014,2014_2015,NS 0330,,,"Community, Public and Global Health Nursing",,,,,,
4770,2014.0,Fall,Fall2014,2014_2015,NS 0330C,,,"Community, Public and Global Health Nursing Clinical",,,,,,
4934,2015.0,Spring,Spring2015,2014_2015,NS 0332,,,Transition to Professional Nursing,,,,,,
4823,2015.0,Spring,Spring2015,2014_2015,NS 0356,,,Transition Seminar: Professional Nursing Practice for RNs,,,,,,
5379,2015.0,Spring,Spring2015,2014_2015,NS 0360,,,Critical Care Nursing,,,,,,
5252,2014.0,Fall,Fall2014,2014_2015,NS 0521,,,Advanced Nursing Roles for Systems Leadership and Improvement,,,,,,
7496,2015.0,Spring,Spring2015,2014_2015,NS 0601,,,Epidemiology and Biostatistics,,,,,,
5302,2014.0,Fall,Fall2014,2014_2015,NS 0604,,,Advanced Health Assessment,,,,,,
5029,2015.0,Summer,Summer2015,2014_2015,NS 0605,,,Advanced Healthcare Policy,,,,,,
5262,2015.0,Spring,Spring2015,2014_2015,NS 0608,,,Research Methods for Evidenced-Based Practice,,,,,,
5335,2014.0,Fall,Fall2014,2014_2015,NS 0609,,,Role Reflective Practice for MSN-DNP Students,,,,,,
5215,2014.0,Fall,Fall2014,2014_2015,NS 0610,,,Advanced Nursing Roles and Reflective Practice,,,,,,
5144,2015.0,Summer,Summer2015,2014_2015,NS 0611,,,Clinical Prevention and Strategies for Change,,,,,,
4765,2015.0,Spring,Spring2015,2014_2015,NS 0612,,,Reserach Translation for Clinical Practice,,,,,,
5346,2014.0,Fall,Fall2014,2014_2015,NS 0613,,,Finance and Quality Management in Healthcare Organizations,,,,,,
5216,2014.0,Fall,Fall2014,2014_2015,NS 0614,,,Information Technology for Healthcare Improvement,,,,,,
5380,2015.0,Spring,Spring2015,2014_2015,NS 0615,,,Leadership and Interprofessional Collaboration,,,,,,
5365,2014.0,Fall,Fall2014,2014_2015,NS 0640,,,Advanced Physiology and Pathophysiology,,,,,,
7574,2015.0,Summer,Summer2015,2014_2015,NS 0641,,,Advanced Pharmacology,,,,,,
5363,2014.0,Fall,Fall2014,2014_2015,NS 0642,,,Adult Health I,,,,,,
5396,2015.0,Spring,Spring2015,2014_2015,NS 0643,,,Adult Health II,,,,,,
5405,2015.0,Summer,Summer2015,2014_2015,NS 0644,,,Practicum in Adult Health I,,,,,,
5388,2014.0,Fall,Fall2014,2014_2015,NS 0645,,,Care of Children and Families,,,,,,
5390,2014.0,Fall,Fall2014,2014_2015,NS 0646,,,"Practicum in Care of Women, Children, and Families",,,,,,
5377,2015.0,Spring,Spring2015,2014_2015,NS 0647,,,Care of At-Risk Populations,,,,,,
5397,2015.0,Spring,Spring2015,2014_2015,NS 0648,,,Practicum in Care of At-Risk Populations,,,,,,
5064,2014.0,Fall,Fall2014,2014_2015,NS 0650,,,Psychopathology,,,,,,
5080,2015.0,Summer,Summer2015,2014_2015,NS 0652,,,Mental Health Nursing of Individuals,,,,,,
5408,2014.0,Fall,Fall2014,2014_2015,NS 0661,,,Mental Health Nursing of Groups and Families Across the Lifespan,,,,,,
5073,2015.0,Spring,Spring2015,2014_2015,NS 0663,,,Primary Mental Health Nursing Across the Lifespan,,,,,,
5069,2015.0,Spring,Spring2015,2014_2015,NS 0665,,,Mental Health Nursing of Children and Adolescents,,,,,,
5082,2015.0,Summer,Summer2015,2014_2015,NS 0666A,,,Practicum I: PMHNP,,,,,,
5410,2014.0,Fall,Fall2014,2014_2015,NS 0666B,,,Practicum II: PMHNP,,,,,,
5071,2015.0,Spring,Spring2015,2014_2015,NS 0666C,,,Practicum III: PMHNP,,,,,,
772,2015.0,Summer,Summer2015,2014_2015,NS 0670,,,Human Anatomy and Physiology for Nurse Anesthetists,,,,,,
5311,2015.0,Spring,Spring2015,2014_2015,NS 0699,,,DNP Seminar II,,,,,,
5312,2015.0,Spring,Spring2015,2014_2015,NSAN 0671,,,Pharmacologic Strategies in Anesthesia Practice,,,,,,
5316,2015.0,Summer,Summer2015,2014_2015,NSAN 0673,,,Chemistry and Physics for Nurse Anesthetists,,,,,,
5317,2015.0,Summer,Summer2015,2014_2015,NSAN 0675,,,Clinical Orientation/Specialty Rotations,,,,,,
8573,2015.0,Summer,Summer2015,2014_2015,NSAN 0678,,,Regional Anesthesia and Pain Management in Clinical Practice,,,,,,
5428,2015.0,Summer,Summer2015,2014_2015,NSAN 0679,,,Clinical Correlation Conference I,,,,,,
5417,2014.0,Fall,Fall2014,2014_2015,NSAN 0681,,,Clinical Correlation Conference II,,,,,,
5422,2015.0,Spring,Spring2015,2014_2015,NSAN 0683,,,Clinical Correlation Conference III,,,,,,
5423,2015.0,Spring,Spring2015,2014_2015,NSAN 0686,,,Principles of Nurse Anesthesia Practice I,,,,,,
5429,2015.0,Summer,Summer2015,2014_2015,NSAN 0687,,,Principles of Nurse Anesthesia Practice II,,,,,,
3654,2015.0,Spring,Spring2015,2014_2015,OM 0101,,,Operations Management,,,,,,
5451,2014.0,Fall,Fall2014,2014_2015,OM 0140,,,Project Management,,,,,,
5460,2015.0,Spring,Spring2015,2014_2015,OM 0400,,,Operations and Supply Chain Management,,,,,,
5945,2014.0,Fall,Fall2014,2014_2015,PG 0110,,,Elem Brazilian Portuguese I,,,,,,
5947,2015.0,Spring,Spring2015,2014_2015,PG 0111,,,Elem Brazilian Portuguese II,,,,,,
5946,2014.0,Fall,Fall2014,2014_2015,PG 0210,,,Interm Brazilian Portuguese I,,,,,,
5948,2015.0,Spring,Spring2015,2014_2015,PG 0211,,,Interm Brazilian Portuguese II,,,,,,
5468,2014.0,Fall,Fall2014,2014_2015,PH 0101,,,Introduction to Philosophy,,,,,,
5544,2015.0,Spring,Spring2015,2014_2015,PH 0200,,,Ancient Philosophy,,,,,,
5663,2014.0,Fall,Fall2014,2014_2015,PH 0201,,,Medieval and Renaissance Philosophy,,,,,,
5553,2014.0,Fall,Fall2014,2014_2015,PH 0202,,,Modern Philosophy,,,,,,
5599,2014.0,Fall,Fall2014,2014_2015,PH 0209,,,Existentialism,,,,,,
5470,2014.0,Fall,Fall2014,2014_2015,PH 0210,,,Phenomenology,,,,,,
5494,2015.0,Spring,Spring2015,2014_2015,PH 0215,,,Philosophy of Science,,,,,,
5526,2015.0,Spring,Spring2015,2014_2015,PH 0216,,,Philosophy and Biology of Evolutionary Theory,,,,,,
5488,2014.0,Fall,Fall2014,2014_2015,PH 0217,,,Logic,,,,,,
5667,2015.0,Spring,Spring2015,2014_2015,PH 0220,,,Philosophy of Religion,,,,,,
5664,2014.0,Fall,Fall2014,2014_2015,PH 0223,,,The Problem of God,,,,,,
5699,2014.0,Fall,Fall2014,2014_2015,PH 0240,,,Introduction to Asian Philosophies,,,,,,
448,2014.0,Fall,Fall2014,2014_2015,PH 0250,,,Ethical Theory,,,,,,
5609,2015.0,Spring,Spring2015,2014_2015,PH 0260,,,Social and Political Philosophy,,,,,,
5661,2015.0,Spring,Spring2015,2014_2015,PH 0264,,,Philosophy of Law,,,,,,
5533,2014.0,Fall,Fall2014,2014_2015,PH 0270,,,Aesthetics,,,,,,
5576,2015.0,Spring,Spring2015,2014_2015,PH 0299B,,,Special Topics: Love/Sex,,,,,,
5501,2014.0,Fall,Fall2014,2014_2015,PH 0300,,,Plato,,,,,,
5551,2014.0,Fall,Fall2014,2014_2015,PH 0307,,,Descartes,,,,,,
5559,2015.0,Spring,Spring2015,2014_2015,PH 0310,,,Hume,,,,,,
5479,2015.0,Spring,Spring2015,2014_2015,PH 0331,,,Philosophy of Language,,,,,,
5709,2014.0,Fall,Fall2014,2014_2015,PH 0360,,,Critical Race Theory,,,,,,
3804,2015.0,Spring,Spring2015,2014_2015,PJ 0398,,,Capstone Research Seminar,,,,,,
5863,2014.0,Fall,Fall2014,2014_2015,PO 0011,,,Introduction to American Politics,,,,,,
5887,2014.0,Fall,Fall2014,2014_2015,PO 0012,,,Introduction to Comparative Politics,,,,,,
5911,2014.0,Fall,Fall2014,2014_2015,PO 0014,,,Introduction to Political Theory,,,,,,
5938,2015.0,Spring,Spring2015,2014_2015,PO 0112,,,21st Century Power Politics,,,,,,
5913,2014.0,Fall,Fall2014,2014_2015,PO 0115,,,Introduction to the Study of Peace and Justice,,,,,,
5933,2014.0,Fall,Fall2014,2014_2015,PO 0116,,,Utopian Politics,,,,,,
5923,2015.0,Spring,Spring2015,2014_2015,PO 0118,,,American Political Thought,,,,,,
5932,2014.0,Fall,Fall2014,2014_2015,PO 0119,,,"Sex, Sexuality, and Gender",,,,,,
3775,2015.0,Summer,Summer2015,2014_2015,PO 0127,,,United Nations Security Council Crisis Simulation,,,,,,
3759,2014.0,Fall,Fall2014,2014_2015,PO 0130,,,International Relations: Theories and Challenges,,,,,,
2887,2014.0,Fall,Fall2014,2014_2015,PO 0132,,,Climate Change: Poli & Policy,,,,,,
3780,2014.0,Fall,Fall2014,2014_2015,PO 0135,,,Global Governance: International Law and Organizations,,,,,,
