,program_code,program_name,Unnamed: 0,YEAR,SEMESTER,term,CatalogYear,catalog_id,Title,credits,Prereqs,Coreqs,Fees,Attributes,Description
233,SA,Studio Art,6800,2015.0,Fall,Fall2015,2015_2016,SA 0100,Experiments in Drawing,,,,,,
234,SA,Studio Art,8330,2016.0,Spring,Spring2016,2015_2016,SA 0101,Introduction to Digital Tools in Art Making,,,,,,
235,SA,Studio Art,6799,2015.0,Fall,Fall2015,2015_2016,SA 0105,Color Workshop,,,,,,
236,SA,Studio Art,6840,2015.0,Fall,Fall2015,2015_2016,SA 0130,Painting I,,,,,,
237,SA,Studio Art,6824,2015.0,Fall,Fall2015,2015_2016,SA 0131,"Printmaking: Monoprints, Etching, and Photographic Techniques",,,,,,
238,SA,Studio Art,6811,2015.0,Fall,Fall2015,2015_2016,SA 0132,Sculpture I: Constructing Space and Environments,,,,,,
239,SA,Studio Art,6857,2015.0,Fall,Fall2015,2015_2016,SA 0133,Photography I: Alternative Processes,,,,,,
240,SA,Studio Art,6860,2016.0,Spring,Spring2016,2015_2016,SA 0134,Digital Photography,,,,,,
241,SA,Studio Art,6830,2016.0,Spring,Spring2016,2015_2016,SA 0136,Investigation of Text and Image,,,,,,
242,SA,Studio Art,6850,2016.0,Spring,Spring2016,2015_2016,SA 0139,Watercolor,,,,,,
243,SA,Studio Art,6818,2016.0,Spring,Spring2016,2015_2016,SA 0232,Sculpture II,,,,,,
244,SA,Studio Art,6848,2016.0,Spring,Spring2016,2015_2016,SA 0300,Seminar: Junior Project,,,,,,
245,SA,Studio Art,6849,2016.0,Spring,Spring2016,2015_2016,SA 0301,Seminar: Senior Portfolio Exhibition,,,,,,
246,SO,Sociology,3306,2015.0,Fall,Fall2015,2015_2016,SO 0011,Introduction to Sociology,,,,,,
247,SO,Sociology,7341,2015.0,Fall,Fall2015,2015_2016,SO 0112,American Society,,,,,,
248,SO,Sociology,3302,2015.0,Fall,Fall2015,2015_2016,SO 0161,American Class Structure,,,,,,
249,SO,Sociology,6393,2016.0,Spring,Spring2016,2015_2016,SO 0162,"Race, Gender, and Ethnic Relations",,,,,,
250,SO,Sociology,7721,2016.0,Spring,Spring2016,2015_2016,SO 0166,"Feminism, Gender, and Everyday Life",,,,,,
251,SO,Sociology,3304,2015.0,Fall,Fall2015,2015_2016,SO 0171,Criminology,,,,,,
252,SO,Sociology,3319,2016.0,Spring,Spring2016,2015_2016,SO 0175,Sociology of Law,,,,,,
253,SO,Sociology,3305,2015.0,Fall,Fall2015,2015_2016,SO 0179,Death Penalty in America,,,,,,
254,SO,Sociology,3813,2016.0,Spring,Spring2016,2015_2016,SO 0185,Introduction to International Migration,,,,,,
255,SO,Sociology,6414,2016.0,Spring,Spring2016,2015_2016,SO 0190,Globalization,,,,,,
256,SO,Sociology,6420,2015.0,Fall,Fall2015,2015_2016,SO 0192,Social Work: An Introduction,,,,,,
257,SO,Sociology,6422,2016.0,Spring,Spring2016,2015_2016,SO 0193,History of Social Welfare,,,,,,
258,SO,Sociology,6395,2016.0,Spring,Spring2016,2015_2016,SO 0194,Sociology of Education,,,,,,
259,SO,Sociology,7343,2015.0,Fall,Fall2015,2015_2016,SO 0221,Statistics: Social and Political Data Analysis,,,,,,
260,SO,Sociology,7349,2016.0,Spring,Spring2016,2015_2016,SO 0222,Methods of Research Design,,,,,,
261,SO,Sociology,6405,2015.0,Fall,Fall2015,2015_2016,SO 0228,Classical Social Theory,,,,,,
262,SO,Sociology,6406,2015.0,Fall,Fall2015,2015_2016,SO 0229,Contemporary Social Theory,,,,,,
263,SO,Sociology,3327,2016.0,Summer,Summer2016,2015_2016,SO 0279,Criminal Justice System Seminar,,,,,,
264,SO,Sociology,7350,2016.0,Spring,Spring2016,2015_2016,SO 0390A,Special Topics: New York Public Library - Digital Social Science & History,,,,,,
265,RU,Russian,6373,2015.0,Fall,Fall2015,2015_2016,RU 0110,Elementary Russian I,,,,,,
266,RU,Russian,6380,2016.0,Spring,Spring2016,2015_2016,RU 0111,Elementary Russian II,,,,,,
267,RU,Russian,6374,2015.0,Fall,Fall2015,2015_2016,RU 0210,Intermediate Russian I,,,,,,
268,RU,Russian,6381,2016.0,Spring,Spring2016,2015_2016,RU 0211,Intermediate Russian II,,,,,,
269,SP,Spanish,6643,2015.0,Fall,Fall2015,2015_2016,SP 0110,Elementary Spanish I,,,,,,
270,SP,Spanish,6580,2015.0,Fall,Fall2015,2015_2016,SP 0111,Elementary Spanish II,,,,,,
271,SP,Spanish,6574,2016.0,Spring,Spring2016,2015_2016,SP 0210,Intermediate Spanish I,,,,,,
272,SP,Spanish,6594,2016.0,Spring,Spring2016,2015_2016,SP 0211,Intermediate Spanish II,,,,,,
273,SP,Spanish,6707,2015.0,Fall,Fall2015,2015_2016,SP 0220,Topics in Language and Culture,,,,,,
274,SP,Spanish,6567,2015.0,Fall,Fall2015,2015_2016,SP 0231B,Career-Oriented Spanish for Business,,,,,,
275,SP,Spanish,7611,2015.0,Fall,Fall2015,2015_2016,SP 0231N,Career-Oriented Spanish for Nursing and Health Studies,,,,,,
276,SP,Spanish,6610,2015.0,Fall,Fall2015,2015_2016,SP 0245,Analysis and Interpretation of Hispanic Literature,,,,,,
277,SP,Spanish,6738,2015.0,Fall,Fall2015,2015_2016,SP 0251,Spanish Civilization & Culture,,,,,,
278,SP,Spanish,6716,2016.0,Spring,Spring2016,2015_2016,SP 0253,Spanish-American Civilization,,,,,,
279,SP,Spanish,6568,2015.0,Fall,Fall2015,2015_2016,SP 0285,Intro to Spanish Linguistics,,,,,,
280,SP,Spanish,6742,2016.0,Spring,Spring2016,2015_2016,SP 0357,The Spanish Novel,,,,,,
281,SP,Spanish,7621,2016.0,Spring,Spring2016,2015_2016,SP 0360,Dictatorships and Revolutionary Movements in Contemporary Latin America,,,,,,
282,SP,Spanish,6573,2016.0,Spring,Spring2016,2015_2016,SP 0381,Coordinating Seminar,,,,,,
283,RLD,Reading and Language Development,7194,2015.0,Fall,Fall2015,2015_2016,RLD 0503,Research and Evaluation in K-12 Multidisciplinary Contexts,,,,,,
284,RLD,Reading and Language Development,7669,2016.0,Spring,Spring2016,2015_2016,RLD 0504,Research and Evaluation in K-12 Multicultural Contexts: Advanced Practicum,,,,,,
285,RLD,Reading and Language Development,7197,2016.0,Spring,Spring2016,2015_2016,RLD 0529,Fundamentals of Reading and Language Development Part II,,,,,,
286,RLD,Reading and Language Development,6783,2016.0,Spring,Spring2016,2015_2016,RLD 0530,Language and Reading Acquisition for English Language Learners and Students with Special Needs,,,,,,
287,RLD,Reading and Language Development,8593,2016.0,Summer,Summer2016,2015_2016,RLD 0535,"Handwriting, Spelling, and Writing Instruction in the Reading and Language Arts Program",,,,,,
288,RLD,Reading and Language Development,7192,2015.0,Fall,Fall2015,2015_2016,RLD 0550,Reading Different Types of Texts and Academic Language - Content Area Literacy,,,,,,
289,RLD,Reading and Language Development,7196,2016.0,Spring,Spring2016,2015_2016,RLD 0560,Administration and Interpretation of Assessments and Evaluation in Reading and Language Arts,,,,,,
290,RLD,Reading and Language Development,7201,2016.0,Summer,Summer2016,2015_2016,RLD 0565,Differential Diagnosis of Reading Disability Subtypes,,,,,,
291,RLD,Reading and Language Development,7668,2015.0,Fall,Fall2015,2015_2016,RLD 0591,Practicum in Remedial Reading and Language Arts,,,,,,
292,RLD,Reading and Language Development,7202,2016.0,Summer,Summer2016,2015_2016,RLD 0592,Practicum in Structured Literacy Interventions,,,,,,
293,QA,Quantitative Analysis,5436,2015.0,Fall,Fall2015,2015_2016,QA 0400,Applied Business Statistics,,,,,,
294,QA,Quantitative Analysis,5437,2015.0,Fall,Fall2015,2015_2016,QA 0500,Business Forecasting and Predictive Analytics,,,,,,
295,MPA,Public Administration,1891,2016.0,Spring,Spring2016,2015_2016,MPA 0400,Financial Management and Budgeting,,,,,,
296,MPA,Public Administration,6218,2015.0,Fall,Fall2015,2015_2016,MPA 0410,Introduction to Public Administration,,,,,,
297,MPA,Public Administration,1580,2015.0,Fall,Fall2015,2015_2016,MPA 0420,Leadership,,,,,,
298,MPA,Public Administration,2882,2016.0,Spring,Spring2016,2015_2016,MPA 0425,Grant Writing,,,,,,
299,SE,Special Education,2138,2016.0,Spring,Spring2016,2015_2016,SE 0099,Comprehensive Examination in Special Education,,,,,,
300,SE,Special Education,8594,2016.0,Summer,Summer2016,2015_2016,SE 0400,Augmentative Alternative Communications and Assistive Technologies,,,,,,
301,SE,Special Education,2130,2015.0,Fall,Fall2015,2015_2016,SE 0405,Exceptional Learners in the Mainstream,,,,,,
302,SE,Special Education,6767,2016.0,Spring,Spring2016,2015_2016,SE 0411,Introduction to Individuals with Intellectual Disabilities,,,,,,
303,SE,Special Education,2133,2015.0,Fall,Fall2015,2015_2016,SE 0413,Theories of and Introduction to Learning Disabilities,,,,,,
304,SE,Special Education,2139,2016.0,Spring,Spring2016,2015_2016,SE 0417,Introduction to Children and Youth with Social and Emotional Disturbances,,,,,,
305,SE,Special Education,6777,2015.0,Fall,Fall2015,2015_2016,SE 0419,Special Learners in the bilingual/ESL Classroom,,,,,,
306,SE,Special Education,6776,2015.0,Fall,Fall2015,2015_2016,SE 0429,Fundamentals of Reading and Language Development Part I,,,,,,
307,SE,Special Education,8266,2016.0,Spring,Spring2016,2015_2016,SE 0432,Management Techniques in Special Education,,,,,,
308,SE,Special Education,6789,2015.0,Fall,Fall2015,2015_2016,SE 0436,Administration of Educational Tests,,,,,,
309,SE,Special Education,2140,2016.0,Spring,Spring2016,2015_2016,SE 0441,Parents and Families of Individuals with Disabilities,,,,,,
310,SE,Special Education,6755,2015.0,Fall,Fall2015,2015_2016,SE 0500,Autism Spectrum Disorders: Theories and Interventions,,,,,,
311,SE,Special Education,7198,2016.0,Spring,Spring2016,2015_2016,SE 0529,Fundamentals of Reading and Language Development Part II,,,,,,
312,SE,Special Education,6757,2015.0,Fall,Fall2015,2015_2016,SE 0534,Sklll Development for Individualized Education Plans,,,,,,
313,SE,Special Education,6766,2016.0,Spring,Spring2016,2015_2016,SE 0537,Curriculum and Methods for Students with Mild to Moderate Disabilities,,,,,,
314,SE,Special Education,2147,2016.0,Summer,Summer2016,2015_2016,SE 0550,Collaboration and Consultation for the Special Educator,,,,,,
315,SE,Special Education,6791,2015.0,Fall,Fall2015,2015_2016,SE 0561,Diagnostic Procedures in Special Education of Youth with Disabilities,,,,,,
316,SE,Special Education,6784,2016.0,Spring,Spring2016,2015_2016,SE 0591,Practica in Special Education,,,,,,
317,SE,Special Education,7765,2015.0,Fall,Fall2015,2015_2016,SE 0592,Practica in Special Education,,,,,,
318,SE,Special Education,6758,2015.0,Fall,Fall2015,2015_2016,SE 0593,Student Teaching in Special Education,,,,,,
319,SE,Special Education,2141,2016.0,Spring,Spring2016,2015_2016,SE 0599,Seminar in Special Education,,,,,,
320,RS,Religious Studies,6222,2015.0,Fall,Fall2015,2015_2016,RS 0101A,Exploring Religion: Religion and the Critical Mind,,,,,,
321,RS,Religious Studies,7705,2016.0,Spring,Spring2016,2015_2016,RS 0101B,Exploring Religion: Asian Religions,,,,,,
322,RS,Religious Studies,3574,2015.0,Fall,Fall2015,2015_2016,RS 0101C,"Exploring Religion: Common Questions, Traditional Response",,,,,,
323,RS,Religious Studies,6273,2015.0,Fall,Fall2015,2015_2016,RS 0101D,Exploring Religion: Religion in a Comparative Key,,,,,,
324,RS,Religious Studies,6307,2015.0,Fall,Fall2015,2015_2016,RS 0101E,"Exploring Religion: Peoples of the Book, Sacred Texts, and Their Communities",,,,,,
325,RS,Religious Studies,7690,2015.0,Fall,Fall2015,2015_2016,RS 0205,Women in the Bible,,,,,,
326,RS,Religious Studies,6332,2015.0,Fall,Fall2015,2015_2016,RS 0209,Jewish Interpretations of Scriptures,,,,,,
327,RS,Religious Studies,6340,2015.0,Fall,Fall2015,2015_2016,RS 0210,Introduction to Judaism,,,,,,
328,RS,Religious Studies,6345,2016.0,Spring,Spring2016,2015_2016,RS 0213,Jews and Judaism in America,,,,,,
329,RS,Religious Studies,6346,2016.0,Spring,Spring2016,2015_2016,RS 0215,Women in Judaism,,,,,,
330,RS,Religious Studies,6314,2016.0,Summer,Summer2016,2015_2016,RS 0221,Good News of the Gospels,,,,,,
331,RS,Religious Studies,6308,2015.0,Fall,Fall2015,2015_2016,RS 0222,Writings of John,,,,,,
332,RS,Religious Studies,6276,2015.0,Fall,Fall2015,2015_2016,RS 0230,Introduction to Catholicism,,,,,,
333,RS,Religious Studies,6226,2016.0,Spring,Spring2016,2015_2016,RS 0236,Christian Feminist Theology,,,,,,
334,RS,Religious Studies,3576,2015.0,Fall,Fall2015,2015_2016,RS 0240,The Medieval Church,,,,,,
335,RS,Religious Studies,3580,2016.0,Spring,Spring2016,2015_2016,RS 0241,Encountering God in Medieval Christian Thought,,,,,,
336,RS,Religious Studies,6362,2015.0,Fall,Fall2015,2015_2016,RS 0244,Finding God in All Things: The Spiritual Legacy of Ignatius of Loyola,,,,,,
337,RS,Religious Studies,7695,2015.0,Fall,Fall2015,2015_2016,RS 0245,The Reformation Era,,,,,,
338,RS,Religious Studies,8244,2016.0,Spring,Spring2016,2015_2016,RS 0252,Contemporary Moral Problems,,,,,,
339,RS,Religious Studies,6366,2015.0,Fall,Fall2015,2015_2016,RS 0257,Christian Spirituality,,,,,,
340,RS,Religious Studies,6239,2015.0,Fall,Fall2015,2015_2016,RS 0263,New Religious Movements in America,,,,,,
341,RS,Religious Studies,7701,2015.0,Fall,Fall2015,2015_2016,RS 0270,Introduction to Islam,,,,,,
342,RS,Religious Studies,6260,2016.0,Spring,Spring2016,2015_2016,RS 0275,Islam in America,,,,,,
343,RS,Religious Studies,6261,2016.0,Spring,Spring2016,2015_2016,RS 0276,Islamic Theology,,,,,,
344,RS,Religious Studies,7702,2015.0,Fall,Fall2015,2015_2016,RS 0289,Tantrism,,,,,,
345,RS,Religious Studies,6252,2015.0,Fall,Fall2015,2015_2016,RS 0379,"Islam, Race, Power",,,,,,
346,PO,Politics,5866,2015.0,Fall,Fall2015,2015_2016,PO 0011,Introduction to American Politics,,,,,,
347,PO,Politics,3797,2016.0,Spring,Spring2016,2015_2016,PO 0012,Introduction to Comparative Politics,,,,,,
348,PO,Politics,5915,2015.0,Fall,Fall2015,2015_2016,PO 0014,Introduction to Political Theory,,,,,,
349,PO,Politics,5914,2015.0,Fall,Fall2015,2015_2016,PO 0115,Intro to Study of Peace & Just,,,,,,
350,PO,Politics,5935,2015.0,Fall,Fall2015,2015_2016,PO 0116,Utopian Politics,,,,,,
351,PO,Politics,5934,2015.0,Fall,Fall2015,2015_2016,PO 0119,"Sex, Sexuality and Gender",,,,,,
352,PO,Politics,3777,2016.0,Summer,Summer2016,2015_2016,PO 0127,United Nations Security Council Crisis Simulation,,,,,,
353,PO,Politics,3762,2015.0,Fall,Fall2015,2015_2016,PO 0129,Politics of Humanitarian Action,,,,,,
354,PO,Politics,3761,2015.0,Fall,Fall2015,2015_2016,PO 0130,International Relations: Theories and Challenges,,,,,,
355,PO,Politics,2892,2015.0,Fall,Fall2015,2015_2016,PO 0131,International Environmental Policy,,,,,,
356,PO,Politics,2890,2015.0,Fall,Fall2015,2015_2016,PO 0132,Climate Change: Politics and Policy,,,,,,
357,PO,Politics,3768,2016.0,Spring,Spring2016,2015_2016,PO 0138,Border Politics,,,,,,
358,PO,Politics,5902,2016.0,Spring,Spring2016,2015_2016,PO 0140,Islam and Muslim Politics,,,,,,
359,PO,Politics,5892,2015.0,Fall,Fall2015,2015_2016,PO 0144,Middle Eastern Politics,,,,,,
360,PO,Politics,5941,2016.0,Spring,Spring2016,2015_2016,PO 0153,"The Politics of Race, Class, and Gender",,,,,,
361,PO,Politics,5868,2015.0,Fall,Fall2015,2015_2016,PO 0162,United States Congress,,,,,,
362,PO,Politics,5876,2016.0,Spring,Spring2016,2015_2016,PO 0165,"Political Parties, Interest Groups, and Public Opinion",,,,,,
363,PO,Politics,2896,2016.0,Spring,Spring2016,2015_2016,PO 0166,American Public Policy,,,,,,
364,PO,Politics,7609,2015.0,Fall,Fall2015,2015_2016,PO 0167,Media and Politics,,,,,,
365,PO,Politics,5877,2016.0,Spring,Spring2016,2015_2016,PO 0170,The Battle Over Family Values in American Politics,,,,,,
366,PO,Politics,5904,2016.0,Spring,Spring2016,2015_2016,PO 0190D,Special Topics: The Arab Uprising,,,,,,
367,PJ,Peace and Justice Studies,2739,2016.0,Spring,Spring2016,2015_2016,PJ 0101A,Special Topics: Black Lives Matter,,,,,,
368,PJ,Peace and Justice Studies,5944,2016.0,Spring,Spring2016,2015_2016,PJ 0398,Capstone Research Seminar,,,,,,
369,PY,Psychology,7629,2015.0,Fall,Fall2015,2015_2016,PY 0098,Comprehensive Exam in Applied Psychology,,,,,,
370,PY,Psychology,6172,2016.0,Summer,Summer2016,2015_2016,PY 0099,Comprehensive Examination in School Psychology,,,,,,
371,PY,Psychology,5953,2015.0,Fall,Fall2015,2015_2016,PY 0101,General Psychology,,,,,,
372,PY,Psychology,5973,2015.0,Fall,Fall2015,2015_2016,PY 0111,Developmental Psychology for Non-Majors,,,,,,
373,PY,Psychology,6027,2015.0,Fall,Fall2015,2015_2016,PY 0122,Psychology and the Law,,,,,,
374,PY,Psychology,5964,2016.0,Spring,Spring2016,2015_2016,PY 0131,Abnormal Psychology for Non-Majors,,,,,,
375,PY,Psychology,6055,2015.0,Fall,Fall2015,2015_2016,PY 0201,Statistics for Life Sciences,,,,,,
376,PY,Psychology,6051,2015.0,Fall,Fall2015,2015_2016,PY 0201L,Statistics Lab,,,,,,
377,PY,Psychology,5955,2015.0,Fall,Fall2015,2015_2016,PY 0202,Research Methods in Psychology,,,,,,
378,PY,Psychology,6011,2015.0,Fall,Fall2015,2015_2016,PY 0211,Developmental Psychology for Majors,,,,,,
379,PY,Psychology,6114,2015.0,Fall,Fall2015,2015_2016,PY 0212,Developmental Psychology for Majors with Lab,,,,,,
380,PY,Psychology,5995,2015.0,Fall,Fall2015,2015_2016,PY 0221,Social Psychology,,,,,,
381,PY,Psychology,5952,2015.0,Fall,Fall2015,2015_2016,PY 0231,Abnormal Psychology for Majors,,,,,,
382,PY,Psychology,7649,2015.0,Fall,Fall2015,2015_2016,PY 0232,Theories of Personality,,,,,,
383,PY,Psychology,8233,2016.0,Spring,Spring2016,2015_2016,PY 0234,Theories in Psychotherapy,,,,,,
384,PY,Psychology,5954,2015.0,Fall,Fall2015,2015_2016,PY 0236,Human Neuropsychology,,,,,,
385,PY,Psychology,5967,2016.0,Spring,Spring2016,2015_2016,PY 0238,Tests and Measures,,,,,,
386,PY,Psychology,6083,2015.0,Fall,Fall2015,2015_2016,PY 0251,Cognitive Psychology,,,,,,
387,PY,Psychology,6068,2016.0,Spring,Spring2016,2015_2016,PY 0252,Lrng & Applied Behavior Anslys,,,,,,
388,PY,Psychology,6050,2015.0,Fall,Fall2015,2015_2016,PY 0261,Biological Bases of Behavior,,,,,,
389,PY,Psychology,7667,2015.0,Fall,Fall2015,2015_2016,PY 0262,Sensation and Perception,,,,,,
390,PY,Psychology,6132,2015.0,Fall,Fall2015,2015_2016,PY 0272,Hormones and Behavior,,,,,,
391,PY,Psychology,6004,2016.0,Spring,Spring2016,2015_2016,PY 0281A,"Special Topics: Stereotyping, Prejudice, Culture",,,,,,
392,PY,Psychology,6005,2016.0,Spring,Spring2016,2015_2016,PY 0295,Supervised Research,,,,,,
393,PY,Psychology,6028,2015.0,Fall,Fall2015,2015_2016,PY 0322,Senior Seminar: Health Psychology,,,,,,
394,PY,Psychology,6113,2015.0,Fall,Fall2015,2015_2016,PY 0331,Abnormal Child Psychology Senior Seminar,,,,,,
395,PY,Psychology,5966,2016.0,Spring,Spring2016,2015_2016,PY 0332,Special Issues in Women's Mental Health,,,,,,
396,PY,Psychology,6084,2015.0,Fall,Fall2015,2015_2016,PY 0351,Senior Seminar: False Memories,,,,,,
397,PY,Psychology,6144,2016.0,Spring,Spring2016,2015_2016,PY 0361,Current Issues in Behavioral Neuroscience Senior Seminar,,,,,,
398,PY,Psychology,6026,2015.0,Fall,Fall2015,2015_2016,PY 0391,Internship in Applied Psychology,,,,,,
399,PY,Psychology,6036,2016.0,Spring,Spring2016,2015_2016,PY 0392,Internship in Applied Psychology,,,,,,
400,PY,Psychology,6003,2016.0,Spring,Spring2016,2015_2016,PY 0395,Independent Research,,,,,,
401,PY,Psychology,2192,2015.0,Fall,Fall2015,2015_2016,PY 0406,Organizational Development,,,,,,
402,PY,Psychology,2191,2015.0,Fall,Fall2015,2015_2016,PY 0420,Introduction to Industrial and Organizational Psychology,,,,,,
403,PY,Psychology,6152,2015.0,Fall,Fall2015,2015_2016,PY 0430,Issues in Professional Practice in School Psychology,,,,,,
404,PY,Psychology,7628,2015.0,Fall,Fall2015,2015_2016,PY 0433,Behavioral Statistics,,,,,,
405,PY,Psychology,7630,2015.0,Fall,Fall2015,2015_2016,PY 0435,Psychology of Personality,,,,,,
406,PY,Psychology,6199,2016.0,Spring,Spring2016,2015_2016,PY 0436,Psychopathology and Classification I,,,,,,
407,PY,Psychology,6194,2015.0,Fall,Fall2015,2015_2016,PY 0437,Psychopathology and Classification II,,,,,,
408,PY,Psychology,6188,2016.0,Spring,Spring2016,2015_2016,PY 0438,Treatment Models for School-Age Youth,,,,,,
409,PY,Psychology,6181,2015.0,Fall,Fall2015,2015_2016,PY 0446,Developmental Psychology I: Theory and Application in Professional Practice,,,,,,
410,PY,Psychology,6212,2016.0,Summer,Summer2016,2015_2016,PY 0449,Introduction to Clinical Child Neuropsychology,,,,,,
411,PY,Psychology,2190,2015.0,Fall,Fall2015,2015_2016,PY 0471,Effective Interviewing,,,,,,
412,PY,Psychology,8474,2016.0,Summer,Summer2016,2015_2016,PY 0475,Program Evaluation,,,,,,
413,PY,Psychology,2202,2016.0,Spring,Spring2016,2015_2016,PY 0480,Consulting Theory and Practice,,,,,,
414,PY,Psychology,2205,2016.0,Spring,Spring2016,2015_2016,PY 0485,Performance Coaching,,,,,,
415,PY,Psychology,7644,2016.0,Summer,Summer2016,2015_2016,PY 0501,Fundamentals of Survey Design,,,,,,
416,PY,Psychology,2132,2015.0,Fall,Fall2015,2015_2016,PY 0534,Theories of Learning,,,,,,
417,PY,Psychology,6161,2016.0,Spring,Spring2016,2015_2016,PY 0535,Collaborative Consultation,,,,,,
418,PY,Psychology,6187,2016.0,Spring,Spring2016,2015_2016,PY 0537,Psychoeducational Assessment I: Behavioral Approaches,,,,,,
419,PY,Psychology,6206,2015.0,Fall,Fall2015,2015_2016,PY 0538,Psychoeducational Assessment II: Standardized Approaches,,,,,,
420,PY,Psychology,6182,2015.0,Fall,Fall2015,2015_2016,PY 0540,Psychoeducational Assessment III: Clinical Approaches,,,,,,
421,PY,Psychology,6209,2016.0,Spring,Spring2016,2015_2016,PY 0544,Psychoeducational Assessment IV: Integrated Assessment,,,,,,
422,PY,Psychology,2189,2015.0,Fall,Fall2015,2015_2016,PY 0545,Designing and Developing Training Programs,,,,,,
423,PY,Psychology,6183,2015.0,Fall,Fall2015,2015_2016,PY 0548,Psychotherapeutic Techniques for School-Age Youth,,,,,,
424,PY,Psychology,7639,2016.0,Spring,Spring2016,2015_2016,PY 0571,Research in Psychology,,,,,,
425,PY,Psychology,6163,2016.0,Spring,Spring2016,2015_2016,PY 0576,Practicum I: Assessment and Group Process,,,,,,
426,PY,Psychology,6173,2016.0,Summer,Summer2016,2015_2016,PY 0577,Practicum II:  Counseling and Group Process,,,,,,
427,PY,Psychology,2204,2016.0,Spring,Spring2016,2015_2016,PY 0578,Field Work in Applied Psychology,,,,,,
428,PY,Psychology,6151,2015.0,Fall,Fall2015,2015_2016,PY 0598,Internship in School Psychology I,,,,,,
429,PY,Psychology,6162,2016.0,Spring,Spring2016,2015_2016,PY 0599,Internship in School Psychology II,,,,,,
430,OM,Operations Management,3640,2016.0,Spring,Spring2016,2015_2016,OM 0101,Operations Management,,,,,,
431,OM,Operations Management,3677,2016.0,Spring,Spring2016,2015_2016,OM 0140,Project Management,,,,,,
432,OM,Operations Management,118,2015.0,Fall,Fall2015,2015_2016,OM 0500,Introduction to Business Analytics,,,,,,
433,PS,Physics,5728,2015.0,Fall,Fall2015,2015_2016,PS 0015,General Physics I,,,,,,
434,PS,Physics,1631,2015.0,Fall,Fall2015,2015_2016,PS 0015L,General Physics I Lab,,,,,,
435,PS,Physics,5732,2016.0,Spring,Spring2016,2015_2016,PS 0016,General Physics II,,,,,,
436,PS,Physics,1641,2016.0,Spring,Spring2016,2015_2016,PS 0016L,General Physics II Lab,,,,,,
437,PS,Physics,5791,2015.0,Fall,Fall2015,2015_2016,PS 0071,Physics of Light and Color,,,,,,
438,PS,Physics,5853,2015.0,Fall,Fall2015,2015_2016,PS 0078,The Nature of the Universe,,,,,,
439,PS,Physics,5859,2016.0,Spring,Spring2016,2015_2016,PS 0087,Fundamentals of Astronomy,,,,,,
440,PS,Physics,5825,2015.0,Fall,Fall2015,2015_2016,PS 0093,Energy and Environment,,,,,,
441,PS,Physics,5835,2016.0,Spring,Spring2016,2015_2016,PS 0204L,Modern Experimental Methods Lab,,,,,,
442,PS,Physics,5836,2016.0,Spring,Spring2016,2015_2016,PS 0206L,Modern Optics Lab,,,,,,
443,PS,Physics,2342,2015.0,Fall,Fall2015,2015_2016,PS 0212,Circuit Analysis and Analog Systems,,,,,,
444,PS,Physics,1628,2015.0,Fall,Fall2015,2015_2016,PS 0212L,Circuit Analysis and Analog Systems Lab,,,,,,
445,PS,Physics,5747,2016.0,Spring,Spring2016,2015_2016,PS 0215,Computational Physics,,,,,,
446,PS,Physics,5781,2016.0,Spring,Spring2016,2015_2016,PS 0222,Modern Optics,,,,,,
447,PS,Physics,5738,2015.0,Fall,Fall2015,2015_2016,PS 0226,Classical Mechanics,,,,,,
448,PS,Physics,5803,2016.0,Spring,Spring2016,2015_2016,PS 0260,Introduction to Biomedical Optics,,,,,,
449,PS,Physics,5769,2015.0,Fall,Fall2015,2015_2016,PS 0271,Electricity & Magnetism I,,,,,,
450,PS,Physics,5740,2015.0,Fall,Fall2015,2015_2016,PS 0285,Modern Physics,,,,,,
451,PS,Physics,5792,2015.0,Fall,Fall2015,2015_2016,PS 0386,Quantum Mechanics,,,,,,
452,PS,Physics,5741,2015.0,Fall,Fall2015,2015_2016,PS 0391,Theoretical/Experimental Capstone,,,,,,
453,PH,Philosophy,5473,2015.0,Fall,Fall2015,2015_2016,PH 0101,Introduction to Philosophy,,,,,,
454,PH,Philosophy,5653,2015.0,Fall,Fall2015,2015_2016,PH 0200,Ancient Philosophy,,,,,,
455,PH,Philosophy,5555,2015.0,Fall,Fall2015,2015_2016,PH 0202,Modern Philosophy,,,,,,
456,PH,Philosophy,5603,2015.0,Fall,Fall2015,2015_2016,PH 0204,20th Century Philosophy,,,,,,
457,PH,Philosophy,5502,2015.0,Fall,Fall2015,2015_2016,PH 0205,Ancient Medicine & Philosophy,,,,,,
458,PH,Philosophy,5471,2015.0,Fall,Fall2015,2015_2016,PH 0209,Existentialism,,,,,,
459,PH,Philosophy,5536,2015.0,Fall,Fall2015,2015_2016,PH 0212,Critical Theory,,,,,,
460,PH,Philosophy,5497,2016.0,Spring,Spring2016,2015_2016,PH 0215,Philosophy of Science,,,,,,
461,PH,Philosophy,5491,2015.0,Fall,Fall2015,2015_2016,PH 0217,Logic,,,,,,
462,PH,Philosophy,5645,2016.0,Spring,Spring2016,2015_2016,PH 0220,Philosophy of Religion,,,,,,
463,PH,Philosophy,5529,2016.0,Spring,Spring2016,2015_2016,PH 0221,The Question of Religion,,,,,,
464,PH,Philosophy,5701,2015.0,Fall,Fall2015,2015_2016,PH 0240,Introduction to Asian Philosophies,,,,,,
